,dial_id,turn_id,role,utterance,topic_id,segmentation_label,da
4003,dialseg711_dial_142,12,agent,The cost per ticket is 8.08 pounds. Would you like more information?,0,1,
4004,dialseg711_dial_142,13,user,what time is the group meeting,1,0,
4005,dialseg711_dial_142,14,agent,the meeting is at 3pm on friday,1,1,
4006,dialseg711_dial_142,15,user,I need to find a hospital with an emergency department.,2,0,
4007,dialseg711_dial_142,16,agent,"I've got Addenbrookes Hospital at Hills Rd, Cambridge. Would you like the number?",2,0,
4008,dialseg711_dial_142,17,user,"Yes, please. May I also have the postcode?",2,0,
4009,dialseg711_dial_142,18,agent,"The post code is CB20QQ, anything else you need?",2,0,
4010,dialseg711_dial_142,19,user,"No, that's all. Thanks for your help!",2,0,
4011,dialseg711_dial_142,20,agent,The phone number for the emergency department is 01223217118 if you needed that too. Have a good day.,2,0,
4012,dialseg711_dial_142,21,user,Can I have their address?,2,0,
4013,dialseg711_dial_142,22,agent,"Addenbrookes Hospital is located at Hills Rd, Cambridge. Do you need any more information?",2,0,
4014,dialseg711_dial_142,23,user,Yes could I have their postcode as well?,2,0,
4015,dialseg711_dial_142,24,agent,Certainly the postcode is CB20QQ. What else can I do for you today?,2,1,
4016,dialseg711_dial_142,25,user,"Hi, Have you heard of the J Restaurant? I'd like some information about it.",3,0,
4017,dialseg711_dial_142,26,agent,It's a cheap Asian Oriental restaurant located in the centre area of town. Would you like to book a table?,3,0,
4018,dialseg711_dial_142,27,user,No thanks. That's all I needed to know.,3,0,
4019,dialseg711_dial_142,28,agent,Sure. Is there anything else I can do for you before we go?,3,1,
4020,dialseg711_dial_142,29,user,"I have been hurt, I need to find a hospital nearby, and I need one with an infusion department.",4,0,
4021,dialseg711_dial_142,30,agent,Addenbrookes Hospital has infusion services. They can be reached at 01223245151.,4,0,
4022,dialseg711_dial_142,31,user,Please call an ambulance.,4,0,
4023,dialseg711_dial_142,32,agent,"I am unable to do that. I can phone the police, call you a cab, or book you an appointment at the hospital. How can I help you?",4,0,
4024,dialseg711_dial_142,33,user,Don't worry about it.,4,0,
4025,dialseg711_dial_142,34,agent,Are you sure you don't want any more assistance?,4,0,
4026,dialseg711_dial_143,1,user,I'm looking for the Lensfield Hotel. Can you help me find it?,0,0,
4027,dialseg711_dial_143,2,agent,"Yes of course, it is located at 53-57 lensfield road. Would you like me to book you a reservation?",0,0,
4028,dialseg711_dial_143,3,user,No thank you. Could you give me the postcode and tell me if they have free parking?,0,0,
4029,dialseg711_dial_143,4,agent,"Yes, they have free parking. The postcode is cb21en. Is there anything else you'd like to know about this hotel?",0,1,
4030,dialseg711_dial_143,5,user,I need to find the Addenbrookes hospital please,1,0,
4031,dialseg711_dial_143,6,agent,Addenbrookes Hospital is located at Hills Rd in Cambridge. Would you like the number to a specific department?,1,0,
4032,dialseg711_dial_143,7,user,"No, I would like its general phone number.",1,0,
4033,dialseg711_dial_143,8,agent,The general phone number is 01223245151.,1,1,
4034,dialseg711_dial_143,9,user,I need help finding a train leaving cambridge after 15:30.,2,0,
4035,dialseg711_dial_143,10,agent,I found 623 trains that leave at that time. What is your destination?,2,0,
4036,dialseg711_dial_143,11,user,Im going to cambridge,2,0,
4037,dialseg711_dial_143,12,agent,"There are no trains leaving cambridge and also going to cambridge, did you mean to choose another destination?",2,0,
4038,dialseg711_dial_143,13,user,The train should leave on friday and should go to leicester..,2,0,
4039,dialseg711_dial_143,14,agent,TR0094 leaves at 16:21 on Friday. Can I book it for you?,2,0,
4040,dialseg711_dial_143,15,user,"Yes, please. Could you book 8 tickets?",2,0,
4041,dialseg711_dial_143,16,agent,"Booking was successful, the total fee is 302.39 GBP payable at the station . Reference number is : 3P7B0D6T.",2,0,
4042,dialseg711_dial_143,17,user,thank you for your help,2,0,
4043,dialseg711_dial_143,18,agent,Thank you so much. Have a good day now!,2,1,
4044,dialseg711_dial_143,19,user,book a taxi going to broughton house gallery to arrive by 6:15,3,0,
4045,dialseg711_dial_143,20,agent,"I can book that for you, where will you be departing from?",3,0,
4046,dialseg711_dial_143,21,user,"I need to be picked up from ruskin gallery, please.",3,0,
4047,dialseg711_dial_143,22,agent,I've booked a red Tesla for you the contact number is 0794650059. Is there anything else I can help with?,3,1,
4048,dialseg711_dial_143,23,user,I'm looking for a train from cambridge to the stansted airport.,4,0,
4049,dialseg711_dial_143,24,agent,I can help with that! What day will you be travelling?,4,0,
4050,dialseg711_dial_143,25,user,Saturday after 20:00. how much will this cost?,4,0,
4051,dialseg711_dial_143,26,agent,The cost of the trip from Cambridge to Stansted airport will cost 10.10 pounds for 1 person.,4,0,
4052,dialseg711_dial_143,27,user,And what is the travel time please?,4,0,
4053,dialseg711_dial_143,28,agent,The trip lasts 28 minutes.,4,0,
4054,dialseg711_dial_143,29,user,Okay thank you! that is all!,4,0,
4055,dialseg711_dial_143,30,agent,You're welcome! Have fun!,4,0,
4056,dialseg711_dial_144,1,user,I'm looking for a hotel with at least a three-star rating.,0,0,
4057,dialseg711_dial_144,2,agent,"We have 6 hotels and guesthouses that have 3 star ratings. Is there a particular part of town, or a particular price range that you're interested in?",0,0,
4058,dialseg711_dial_144,3,user,I'm not to worried about price but the hotel needs to have free wifi.,0,0,
4059,dialseg711_dial_144,4,agent,The gonville hotel is in the centre and the lensfield hotel is in the south.They both have free wifi. Would you like me to book one for you?,0,0,
4060,dialseg711_dial_144,5,user,Not just yet. I'm just getting info now.,0,0,
4061,dialseg711_dial_144,6,agent,Understood. Do you need anything else then?,0,0,
4062,dialseg711_dial_144,7,user,Oh I forgot to mention I would actually like something in the moderate price range.,0,0,
4063,dialseg711_dial_144,8,agent,We have 4 to choose from now. Any other preferences?,0,0,
4064,dialseg711_dial_144,9,user,Are they all guesthouses?,0,0,
4065,dialseg711_dial_144,10,agent,"Yes, they are all guesthouses. Can I suggest the hamilton lodge, a 3 star, moderately priced guesthouse with wifi, in the north area?",0,0,
4066,dialseg711_dial_144,11,user,Please give me the number to the hamilton lodge.,0,0,
4067,dialseg711_dial_144,12,agent,Certainly. It's 01223365664. Would you like me to book it for you?,0,0,
4068,dialseg711_dial_144,13,user,"No, I won't be booking today. Can you just give me the address?",0,0,
4069,dialseg711_dial_144,14,agent,"Sure, it is at 156 chesterton road. Do you need any other information today?",0,1,
4070,dialseg711_dial_144,15,user,Car I'm desiring to have some pizza! Is there any pizzeria in the local area?,1,0,
4071,dialseg711_dial_144,16,agent,Pizza My Heart is located at 528 Anton Ct 6 miles away in moderate traffic. Would you like directions there?,1,0,
4072,dialseg711_dial_144,17,user,"Yes, please pick a route with no traffic",1,0,
4073,dialseg711_dial_144,18,agent,Setting navigation now.,1,1,
4074,dialseg711_dial_144,19,user,I am looking for a place to stay. The hotel doesn't need to have free parking and should be in the north,2,0,
4075,dialseg711_dial_144,20,agent,There are 11 entries in the north. What price range are you looking for?,2,0,
4076,dialseg711_dial_144,21,user,50 to 75 dollars,2,0,
4077,dialseg711_dial_144,22,agent,when would you like to move into the room,2,0,
4078,dialseg711_dial_144,23,user,I would like to move in on Saturday and stay for 4 nights.,2,0,
4079,dialseg711_dial_144,24,agent,"The alpha-milton guest house is available, which is a 3 star hotel. Would you like me to reserve it for you?",2,0,
4080,dialseg711_dial_144,25,user,I also need to make sure it has free wifi and can accommodate two people.,2,0,
4081,dialseg711_dial_144,26,agent,Booking was unsuccessful. Please book another day or a shorter stay,2,0,
4082,dialseg711_dial_144,27,user,How about starting on Sunday?,2,0,
4083,dialseg711_dial_144,28,agent,"I'm sorry the Alpha-Minton doesn't have free wifi. I booked you into the Avalon starting Saturday, which you wanted.",2,0,
4084,dialseg711_dial_144,29,user,Thanks! May I have the reference number?,2,0,
4085,dialseg711_dial_144,30,agent,Sure! That is BANQDUCA.,2,1,
4086,dialseg711_dial_144,31,user,i am doing yoga with my brother Wednesday,3,0,
4087,dialseg711_dial_144,32,agent,Do you want me to set a reminder?,3,0,
4088,dialseg711_dial_144,33,user,"Yes, set a reminder for an hour before 11am.",3,0,
4089,dialseg711_dial_144,34,agent,"Okay, setting a reminder for Wednesday at 10am for yoga with your bro.",3,1,
4090,dialseg711_dial_144,35,user,Hello. Can you help me find a hotel in the North of town?,4,0,
4091,dialseg711_dial_144,36,agent,"I have 2 hotels in the north, would you like to book one?",4,0,
4092,dialseg711_dial_144,37,user,Are either of them moderately priced? Do they include free wifi?,4,0,
4093,dialseg711_dial_144,38,agent,We have 2 hotels and 8 guesthouses that match your needs. Do you have additional requirements?,4,0,
4094,dialseg711_dial_144,39,user,Could you book me into one of the 2 hotels please.,4,0,
4095,dialseg711_dial_144,40,agent,How about the ashley hotel? How many people in your party?,4,0,
4096,dialseg711_dial_144,41,user,"But I'm not sure from what you said - is the Ashley priced moderately, and do they have free wifi? We are 3 people and we'd like to stay 4 nights.",4,0,
4097,dialseg711_dial_144,42,agent,Ashley hotel is moderately priced and has free wifi. What night would you like to begin your stay?,4,0,
4098,dialseg711_dial_144,43,user,I would like it to start Sunday.,4,0,
4099,dialseg711_dial_144,44,agent,"You have your reservation at the Ashley, reference number BOF076G4.",4,0,
4100,dialseg711_dial_145,1,user,what is the forecast for new york city,0,1,
4101,dialseg711_dial_145,2,agent,I'm looking for a hotel (not a guesthouse) on the west side of town. Can you tell me about my options?,1,0,
4102,dialseg711_dial_145,3,user,"The Huntingdon Marriott is expensive, and I also have the Cambridge Belfry, which is cheap. Are you interested in one of these?",1,0,
4103,dialseg711_dial_145,4,agent,What do you have with a rating of 1 star?,1,0,
4104,dialseg711_dial_145,5,user,There are no 1 star hotels in that part of town. Is there another area you might be interested in?,1,0,
4105,dialseg711_dial_145,6,agent,"No, it has to be in the west. A 4 star place would be okay, as long as it is a hotel and not a guesthouse.",1,0,
4106,dialseg711_dial_145,7,user,No hotels meet your criteria. Would you like to change your criteria?,1,0,
4107,dialseg711_dial_145,8,agent,"Well, I definitely want a hotel in the West. I need one for 6 people for a stay of 5 nights starting Saturday.",1,0,
4108,dialseg711_dial_145,9,user,"Sorry, there are no hotels meeting your criteria. Could you change your criteria?",1,0,
4109,dialseg711_dial_145,10,agent,Is the Cambridge Belfry available for 4 nights starting Saturday for 6 people?,1,0,
4110,dialseg711_dial_145,11,user,"Unfortunately, no. Can we try a shorter stay period?",1,0,
4111,dialseg711_dial_145,12,agent,Are there any four star hotels in the west?,1,0,
4112,dialseg711_dial_145,13,user,"Yes, huntingdon marriott hotel and the cambridge belfry.",1,0,
4113,dialseg711_dial_145,14,agent,"TO recap, I need a hotel in the West, four stars.",1,0,
4114,dialseg711_dial_145,15,user,"huntingdon marriott hotel and the cambridge belfry are 4 star hotels in the west. The second hotel is cheap & the first is expensive, which would you prefer?",1,0,
4115,dialseg711_dial_145,16,agent,I'd rather have the least expensive one. What star rating is it?,1,0,
4116,dialseg711_dial_145,17,user,It is a 4-star rating.,1,0,
4117,dialseg711_dial_145,18,agent,"OK, can you just book a 4 star hotel room in the west part of town? Any one is fine.",1,0,
4118,dialseg711_dial_145,19,user,Both of these hotels are booked. Would you like to change any of your parameters?,1,0,
4119,dialseg711_dial_145,20,agent,"Let me try again. I am needing a 4 star hotel in the west, for 6 people. Checking in on Saturday, 5 nights.",1,0,
4120,dialseg711_dial_145,21,user,"That worked, thank you for summarizing for me. Your reference number is U0E4KO2T. Is there anything else I can help with?",1,0,
4121,dialseg711_dial_145,22,agent,"I need a Hotel type in the west that's 4 stars to book for 6 people for 5 nights, starting on Saturday, please recheck that you can't book that.",1,0,
4122,dialseg711_dial_145,23,user,"I have that all worked out for you, the reference code is MQ7AMF1M. The hotel is the Cabdrife Butterfly.Is there anything else you need?",1,1,
4123,dialseg711_dial_145,24,agent,which days are rain forecasted,2,0,
4124,dialseg711_dial_145,25,user,In what city would you like the forecast?,2,0,
4125,dialseg711_dial_145,26,agent,"Alameda, tell me about right now",2,0,
4126,dialseg711_dial_145,27,user,There is drizzle in Alameda right now.,2,1,
4127,dialseg711_dial_145,28,agent,I am looking for a place to stay. The hotel should include free wifi and should be in the type of hotel,3,0,
4128,dialseg711_dial_145,29,user,There are quite a few hotels that fit that description. Do you have a preference as to area or price range?,3,0,
4129,dialseg711_dial_145,30,agent,I would like something in the east with 2 stars.,3,0,
4130,dialseg711_dial_145,31,user,It looks like the Express by Holiday Inn Cambridge will work well for you. Would you like me to book that?,3,0,
4131,dialseg711_dial_145,32,agent,Does it have free parking? Can you provide me with the contact details of this hotel?,3,0,
4132,dialseg711_dial_145,33,user,"Yes, it offers free parking. The phone number is 01223866800.",3,0,
4133,dialseg711_dial_145,34,agent,thanks. What's the address?,3,0,
4134,dialseg711_dial_145,35,user,"The address is 15-17 norman way, coldhams business park. Would you like a reservation?",3,0,
4135,dialseg711_dial_145,36,agent,"That's not necessary, thanks.",3,0,
4136,dialseg711_dial_145,37,user,You're welcome. May I help you with a taxi or restaurant booking?,3,1,
4137,dialseg711_dial_145,38,agent,Who is attending dinner and what time is it?,4,0,
4138,dialseg711_dial_146,1,user,I need to book a taxi to the Bridge Guest House please.,0,0,
4139,dialseg711_dial_146,2,agent,What time do you need to arrive by?,0,0,
4140,dialseg711_dial_146,3,user,"Arrival doesn't matter. I just need to leave after 19:15 from Ashley Hotel, and I want to go to Bridge Guest House.",0,0,
4141,dialseg711_dial_146,4,agent,Where are you departing from?,0,0,
4142,dialseg711_dial_146,5,user,I am leaving from ashley hotel.,0,0,
4143,dialseg711_dial_146,6,agent,got it! your car type is a grey honda and the contact number is 07306489066,0,1,
4144,dialseg711_dial_146,7,user,what are the directions to the mall,1,0,
4145,dialseg711_dial_146,8,agent,There is Town and Country 5 miles away: would you like to go there?,1,0,
4146,dialseg711_dial_146,9,user,"Yes, please.",1,0,
4147,dialseg711_dial_146,10,agent,Navigating to Town and Country.,1,0,
4148,dialseg711_dial_146,11,user,Give me the address.,1,0,
4149,dialseg711_dial_146,12,agent,Town and Country is located at 383 University Avenue.,1,1,
4150,dialseg711_dial_146,13,user,Can you arrange for a taxi to pick me up at dojo noodle bar?,2,0,
4151,dialseg711_dial_146,14,agent,Sure. When do you want to leave?,2,0,
4152,dialseg711_dial_146,15,user,i actually need to arrive by 12:15.,2,0,
4153,dialseg711_dial_146,16,agent,You got it. Can you tell me your destination please?,2,0,
4154,dialseg711_dial_146,17,user,I am going to rosa's bed and breakfast.,2,0,
4155,dialseg711_dial_146,18,agent,You're all set with a red BMW. The driver's number is 07207233794. Can I help you with something else?,2,1,
4156,dialseg711_dial_146,19,user,I am looking for a restaurant. The restaurant should serve world food and should be in the centre,3,0,
4157,dialseg711_dial_146,20,agent,"Unfortunately, I couldn't find a restaurant that serves that kind of food in that area.",3,0,
4158,dialseg711_dial_146,21,user,What expensive restaurants are there?,3,0,
4159,dialseg711_dial_146,22,agent,The cambridge chop house is expensive and it's british food. Is that okay?,3,0,
4160,dialseg711_dial_146,23,user,No. Try looking for a restaurant that serves Korean food.,3,0,
4161,dialseg711_dial_146,24,agent,I found the Little Seoul restaurant. Would you like me to make a reservation?,3,0,
4162,dialseg711_dial_146,25,user,"Yes, a table for two.",3,0,
4163,dialseg711_dial_146,26,agent,"I'd be happy to reserve for you, what day and time are you looking for?",3,0,
4164,dialseg711_dial_146,27,user,"Thank you, I need a reservation for 2 people at 13:15 on Monday.",3,0,
4165,dialseg711_dial_146,28,agent,"GG3DCUFD is your confirmation code, may I help you with anything else?",3,1,
4166,dialseg711_dial_146,29,user,I'd like to book a taxi to depart from Maharajah Tandoori Restaurant.,4,0,
4167,dialseg711_dial_146,30,agent,What time would you like to depart?,4,0,
4168,dialseg711_dial_146,31,user,I would like the taxi to be here by 02:00.,4,0,
4169,dialseg711_dial_146,32,agent,Where would you like the taxi to take you?,4,0,
4170,dialseg711_dial_146,33,user,Please take me to sidney sussex college.,4,0,
4171,dialseg711_dial_146,34,agent,"Expect a blue Tesla to pick you up, the contact number is 07189547396. Anything else I can help you with.",4,0,
4172,dialseg711_dial_146,35,user,no that is all i wanted from you today thank you,4,0,
4173,dialseg711_dial_146,36,agent,"great, have a nice day",4,0,
4174,dialseg711_dial_147,1,user,i am looking for the Addenbrookes Hospital,0,0,
4175,dialseg711_dial_147,2,agent,"Addenbrookes Hospital is located on Hills Rd, Cambridge. Is there a department you're needing the phone number for?",0,0,
4176,dialseg711_dial_147,3,user,I need the emergency department. Could I also get the postcode?,0,0,
4177,dialseg711_dial_147,4,agent,"Sure, the emergency department number is 01223217118.",0,0,
4178,dialseg711_dial_147,5,user,What is the postcode?,0,0,
4179,dialseg711_dial_147,6,agent,Their postcode is CB20QQ. Is there anything else I can help you with today?,0,1,
4180,dialseg711_dial_147,7,user,What is my address?,1,0,
4181,dialseg711_dial_147,8,agent,You live at 5671 barringer street.,1,0,
4182,dialseg711_dial_147,9,user,Can you set the navigation for there?,1,0,
4183,dialseg711_dial_147,10,agent,Navigation set for 5671 barringer street.,1,1,
4184,dialseg711_dial_147,11,user,Are there any Mexican restaurants in the centre?,2,0,
4185,dialseg711_dial_147,12,agent,"Sorry no, there are no Mexican restaurants in the centre of town. Would you like to check another area?",2,0,
4186,dialseg711_dial_147,13,user,Sure. I would be interested in Indian restaurants also.,2,0,
4187,dialseg711_dial_147,14,agent,Curry Garden is in that part of town and they serve Indian food.,2,0,
4188,dialseg711_dial_147,15,user,"Please book this for 7 people, at 18:00 on Sunday.",2,0,
4189,dialseg711_dial_147,16,agent,Unfortunately there is nothing available for 18:00 on Sunday. Would another date or time work for you?,2,0,
4190,dialseg711_dial_147,17,user,Try 17:00 on Sunday.,2,0,
4191,dialseg711_dial_147,18,agent,Of course. You're booked at 17:00 with reference number TTP6GYCJ. The table will be reserved for 15 minutes. May I assist with anything else?,2,1,
4192,dialseg711_dial_147,19,user,navigate to the nearest mall,3,0,
4193,dialseg711_dial_147,20,agent,We are 2 miles away from Midtown Shopping Center: would you like to go there?,3,0,
4194,dialseg711_dial_147,21,user,"Please send me the address and pick the fastes route to go there, thanks!",3,0,
4195,dialseg711_dial_147,22,agent,"Midtown Shopping Center is located at 338 Alester Avenue, which is 2 miles away.",3,0,
4196,dialseg711_dial_147,23,user,"Please pick the fastest way for me and don't be repetitive car, you're not doing well your job!",3,0,
4197,dialseg711_dial_147,24,agent,"I'm sorry, I'm doing my best.. I picked the best route for you, enjoy your trip!",3,1,
4198,dialseg711_dial_147,25,user,what is the weather today in tomorrow,4,0,
4199,dialseg711_dial_147,26,agent,What city do you want the forecast for?,4,0,
4200,dialseg711_dial_147,27,user,Please tell me the weather report for Menlo Park today.,4,0,
4201,dialseg711_dial_147,28,agent,"In Menlo Park today is going to be foggy, low of 60F, high of 70F and tomorrow is going to be rain, low of 30F, high of 40F.",4,0,
4202,dialseg711_dial_148,1,user,Please help me make a taxi reservation,0,0,
4203,dialseg711_dial_148,2,agent,Sure! Where is your departure site?,0,0,
4204,dialseg711_dial_148,3,user,I want to depart from the Riverside Brasserie.,0,0,
4205,dialseg711_dial_148,4,agent,I can help you with that. When do you need to leave?,0,0,
4206,dialseg711_dial_148,5,user,"It doesn't matter, just so I arrive by 18:15.",0,0,
4207,dialseg711_dial_148,6,agent,I can help you with that. where are you going?,0,0,
4208,dialseg711_dial_148,7,user,I want to go to the Shanghai Family Restaurant. And I need the car type and contact number please.,0,0,
4209,dialseg711_dial_148,8,agent,"Okay, I have a black bmw for you with the contact number 07678946250. Is there anything else you need today?",0,1,
4210,dialseg711_dial_148,9,user,Check the next 48 hours and tell me is alameda will be misty.,1,0,
4211,dialseg711_dial_148,10,agent,"No, it's not gonna be misty in Alameda in next 48 hours: today there is rain and tomorrow it will be hot",1,1,
4212,dialseg711_dial_148,11,user,"Hello, I need to catch a train on Friday. Can you help me find one leaving after 11:30?",2,0,
4213,dialseg711_dial_148,12,agent,What are your departure and arrival locations?,2,0,
4214,dialseg711_dial_148,13,user,I'll be going from cambridge to broxbourne.,2,0,
4215,dialseg711_dial_148,14,agent,I have a train that leaves at 12:01 and arrives by 13:01. Would you like me to book that train?,2,0,
4216,dialseg711_dial_148,15,user,"Yes, I will need 2 tickets please.",2,0,
4217,dialseg711_dial_148,16,agent,Train id TR4266 leaves at 12:01 and arrives at 13:01. Would you like me to book that one?,2,0,
4218,dialseg711_dial_148,17,user,"Yes, for 2 people please. Can I also get the reference #? Thanks!",2,0,
4219,dialseg711_dial_148,18,agent,Your booking was successful. You will owe 35.79 GBP at the station and your reference number is: TQICKHXG. Can I assist you with anything else?,2,1,
4220,dialseg711_dial_148,19,user,I'm looking for a guesthouse with free parking.,3,0,
4221,dialseg711_dial_148,20,agent,Do you have a preferred location or price range?,3,0,
4222,dialseg711_dial_148,21,user,"I'm not too concerned with location, but I would like it to include internet and have a 4 star rating please.",3,0,
4223,dialseg711_dial_148,22,agent,There are 16 guesthouses that meet those requirements. Any preference on price range?,3,0,
4224,dialseg711_dial_148,23,user,Not really. Anything would be fine.,3,0,
4225,dialseg711_dial_148,24,agent,I recommend the Acorn Guest House. Would you like a room there?,3,0,
4226,dialseg711_dial_148,25,user,"Yes, please. I'd like to book it for 6 people and 5 nights starting from monday.",3,0,
4227,dialseg711_dial_148,26,agent,Booking unsuccessful. Want to try for a shorter stay?,3,0,
4228,dialseg711_dial_148,27,user,"Yes, how about 3 nights?",3,0,
4229,dialseg711_dial_148,28,agent,"That was a successful booking, your reference number is T6C83P46.",3,1,
4230,dialseg711_dial_148,29,user,what is the forecast for new york city,4,0,
4231,dialseg711_dial_148,30,agent,The forecast for today is clear skies with a low of 50F and a high of 70F.,4,0,
4232,dialseg711_dial_148,31,user,"Okay, will there be clear skies on thursday?",4,0,
4233,dialseg711_dial_148,32,agent,Thursday's forecast calls for rain in new york,4,0,
4234,dialseg711_dial_149,1,user,Are there any cheap hotels (not guesthouses) in town?,0,0,
4235,dialseg711_dial_149,2,agent,the cambridge belfry is a hotel located in the west and is cheap. Has 4 stars and free internet and parking.,0,0,
4236,dialseg711_dial_149,3,user,I would like to make a reservation for this Saturday for 2 people for 4 nights please.,0,0,
4237,dialseg711_dial_149,4,agent,I have booked you and another person for this Saturday for 4 nights.,0,0,
4238,dialseg711_dial_149,5,user,"Awesome, what about reference number?",0,0,
4239,dialseg711_dial_149,6,agent,"Sure, my bad! The reference number is 169N4VTV. Do you need anything else?",0,1,
4240,dialseg711_dial_149,7,user,"Hello, I'm looking to book a taxi to Cocum.",1,0,
4241,dialseg711_dial_149,8,agent,"All right, when would you like to depart?",1,0,
4242,dialseg711_dial_149,9,user,"After 2:30, please.",1,0,
4243,dialseg711_dial_149,10,agent,Certainly. I'm sending a grey toyota. The contact number is 07520577289. Can I help you with anything else?,1,0,
4244,dialseg711_dial_149,11,user,I will need the taxi to depart from archway house.,1,0,
4245,dialseg711_dial_149,12,agent,Is there anything else I can do for you?,1,1,
4246,dialseg711_dial_149,13,user,"Hi, I'm looking for an upscale hotel. Could you recommend me anywhere in the west part of the area?",2,0,
4247,dialseg711_dial_149,14,agent,Huntingdon Marriott Hotel is available in the west part of town and looks upscale.,2,0,
4248,dialseg711_dial_149,15,user,Does it have a star of 4 and free parking?,2,0,
4249,dialseg711_dial_149,16,agent,Yes. Would you like to book a room?,2,0,
4250,dialseg711_dial_149,17,user,"Yes, most likely. Can you provide me with the postcode of the hotel please?",2,0,
4251,dialseg711_dial_149,18,agent,"Yes, the postcode is pe296fl. Is there anything else I can do for you today?",2,1,
4252,dialseg711_dial_149,19,user,I need a taxi to arrive by 09:45,3,0,
4253,dialseg711_dial_149,20,agent,I'd be happy to help! Where are you coming from?,3,0,
4254,dialseg711_dial_149,21,user,The pickup location will be finches bed and breakfast,3,0,
4255,dialseg711_dial_149,22,agent,"Ok, I will also need your destination for booking purposes.",3,0,
4256,dialseg711_dial_149,23,user,I will be traveling to sidney sussex college today.,3,0,
4257,dialseg711_dial_149,24,agent,Do you have a time you would like to leave by?,3,0,
4258,dialseg711_dial_149,25,user,Is 9:00 good? Do you think forty-five minutes is enough time to get to the college?,3,0,
4259,dialseg711_dial_149,26,agent,"Yes, the taxi will pick you up at 9:00. It is a yellow lexus.",3,0,
4260,dialseg711_dial_149,27,user,Great. Can I get a contact number?,3,0,
4261,dialseg711_dial_149,28,agent,"Of course, the contact number is 07336173784. Is there anything else you need?",3,1,
4262,dialseg711_dial_149,29,user,"Hello, I am looking for information on kambar. What do you know about that attraction?",4,0,
4263,dialseg711_dial_149,30,agent,Kambar is a nightclub located in the centre of town. Its address is 1 wheeler street and postcode is cb23qb with an entrance fee of 5 pounds.,4,0,
4264,dialseg711_dial_149,31,user,"Alright, that's all I really needed to know. Thanks again!",4,0,
4265,dialseg711_dial_149,32,agent,You're welcome. Have a great day!,4,0,
4266,dialseg711_dial_150,1,user,"Hi, I'm looking for a hotel. It doesn't need to include internet but needs to be near the centre.",0,0,
4267,dialseg711_dial_150,2,agent,"I have 3 hotels and 2 guesthouse that fit your requirements, do you have a price range preference?",0,0,
4268,dialseg711_dial_150,3,user,Do any of them have free parking?,0,0,
4269,dialseg711_dial_150,4,agent,"Yes, I have two guesthouses in the cheap range, and two hotels in the expensive range, all in centre with free parking. Would you have any other criteria to narrow it down?",0,0,
4270,dialseg711_dial_150,5,user,"Yes, what are their star ratings? I'd like one with a 4-star rating.",0,0,
4271,dialseg711_dial_150,6,agent,I see two with a 4 star rating in the centre. One is a guesthouse and one is a hotel.,0,0,
4272,dialseg711_dial_150,7,user,"The hotel sounds good, can we book it for 2 people for 4 nights, starting Monday?",0,0,
4273,dialseg711_dial_150,8,agent,Booking at university arms hotel was successful. Your reference number is UUZVCFBQ. Do you need anything else?,0,1,
4274,dialseg711_dial_150,9,user,"I need a taxi from Kings Lynn station at 5:15, going to HK Fusion, please.",1,0,
4275,dialseg711_dial_150,10,agent,"You are booked with a grey volvo, phone number is 07406139758. Anything else I can do for you?",1,1,
4276,dialseg711_dial_150,11,user,I am looking for information on the Yippee Noodle bar.,2,0,
4277,dialseg711_dial_150,12,agent,Sure! Yippee Noodle Bar is a moderately priced Asian Oriental restaurant in the centre of town. What other other information can I get for you?,2,0,
4278,dialseg711_dial_150,13,user,can i get the address and phone number?,2,0,
4279,dialseg711_dial_150,14,agent,"Sure, yippee noodle bar is located at 40428 King Street City Centre. The phone number is 01223518111. How else may I assist you?",2,0,
4280,dialseg711_dial_150,15,user,"On second thought, could you book me a table for 5 people at 12:30 on Sunday?",2,0,
4281,dialseg711_dial_150,16,agent,The Yippee Noodle Bar doesn't have a table available at that time. Would you like to try another?,2,0,
4282,dialseg711_dial_150,17,user,"Sure, please try for 11:30 Sunday. Still 5 people. Thanks.",2,0,
4283,dialseg711_dial_150,18,agent,"All right, your table is reserved. The reference number is GVNN1K5V.",2,1,
4284,dialseg711_dial_150,19,user,"Yes, I need a train for Tuesday.",3,0,
4285,dialseg711_dial_150,20,agent,"What time of day would you like to travel, and to where?",3,0,
4286,dialseg711_dial_150,21,user,I'm departing from Norwich on Tuesday and need to arrive in Cambridge by 09:15.,3,0,
4287,dialseg711_dial_150,22,agent,Train TR0339 leaves Norwich at 07:16 and arrives in Cambridge at 08:35. Would you like me to book this train?,3,0,
4288,dialseg711_dial_150,23,user,Yes how long is the travel time?,3,0,
4289,dialseg711_dial_150,24,agent,Travel time will be 79 minutes total.,3,1,
4290,dialseg711_dial_150,25,user,I need a moderately priced restaurant in the centre.,4,0,
4291,dialseg711_dial_150,26,agent,There are 21 different restaurants that fit your criteria. Is there a specific type of food you are looking for that could narrow down the list?,4,0,
4292,dialseg711_dial_150,27,user,Can I get the food type and postcode of one you'd recommend?,4,0,
4293,dialseg711_dial_150,28,agent,"I recommend anatolia, it is a turkish food type restaurant and its postcode is cb21uj.",4,0,
4294,dialseg711_dial_150,29,user,Okay thank you very much.,4,0,
4295,dialseg711_dial_150,30,agent,"Would you like to book a table, if so how many are dining?",4,0,
