,Unnamed: 0,dial_id,turn_id,role,utterance,topic_id,segmentation_label,da
8825,8825,dialseg711_dial_317,19,user,"I'd like to find a hospital please, it needs to have an antenatal department.",3,0,
698,698,dialseg711_dial_024,10,agent,How about the Archway House? it is moderately priced in the north.,1,0,
3826,3826,dialseg711_dial_135,32,agent,I'm sorry but there was no availability for that time. Would you like to try another day or time?,4,0,
4029,4029,dialseg711_dial_143,4,agent,"Yes, they have free parking. The postcode is cb21en. Is there anything else you'd like to know about this hotel?",0,1,
16190,16190,dialseg711_dial_595,6,agent,welcome. at your service next time,0,1,
7578,7578,dialseg711_dial_273,10,agent,Sure thing! Your reference number is LW8PBD97.,1,1,
15591,15591,dialseg711_dial_572,5,user,"No, but I am trying to find rooms for a party of 8 for 2 nights. Could you see who has room for us?",0,0,
8597,8597,dialseg711_dial_309,1,user,I would like to book a taxi to hughes hall please.,0,0,
5246,5246,dialseg711_dial_186,21,user,Yes for 5. All I would need is the reference number.,4,0,
13715,13715,dialseg711_dial_503,6,agent,"Okay, look for a yellow audi to pick you up. The contact number is 07881400116. May I assist you with anything else?",0,1,
2820,2820,dialseg711_dial_097,42,agent,"I sent the info on your screen, drive carefully!",4,0,
12180,12180,dialseg711_dial_443,18,agent,"No, Whole Foods is the only one i have listed. Would you like the address anyway?",3,0,
13714,13714,dialseg711_dial_503,5,user,I want to leave by 9:15. I also need to know the car type and contact number.,0,0,
13670,13670,dialseg711_dial_501,31,user,I must arrive to nandos by 23:15,4,0,
12261,12261,dialseg711_dial_447,11,user,"No, just pick me one you think would be good to go to and please provide me with an address to that location.",1,0,
10958,10958,dialseg711_dial_397,30,agent,"Booking was successful, the total fee is 25.6 GBP payable at the station . Reference number is : W20YWCTG.",3,0,
11664,11664,dialseg711_dial_423,7,user,I'm looking for a place to stay in the centre of town with free parking.,1,0,
9923,9923,dialseg711_dial_359,2,agent,"you're in luck I have two options for you. One is in the cheaper price range, the other is listed as moderately priced. Do you have a preference?",0,0,
9854,9854,dialseg711_dial_356,9,user,I haven't the faintest. But do you have a reference number for the booking you made?,0,0,
14081,14081,dialseg711_dial_517,10,agent,The El Shaddai is a guesthouse with 0 stars in the centre of town. Would you like me to book it for you?,1,0,
13662,13662,dialseg711_dial_501,23,user,I need the contact number please.,2,0,
9528,9528,dialseg711_dial_343,31,user,I am not ready to book just yet. Thanks for your help.,3,0,
3904,3904,dialseg711_dial_139,2,agent,Certainly - what time would you like to leave and/or arrive?,0,0,
15702,15702,dialseg711_dial_575,26,agent,Yes. I see the exhibition. Would you like the address?,4,0,
6553,6553,dialseg711_dial_235,1,user,I need a taxi. I'll be departing the Fitzwilliam museum and need to arrive by 20:15,0,0,
10904,10904,dialseg711_dial_396,10,agent,"Of course, how many people will there be?",1,0,
6942,6942,dialseg711_dial_249,17,user,Are there places in town centre of architectural interest?,4,0,
14690,14690,dialseg711_dial_538,8,agent,"The address is 21-24 Northampton Street, postcode: cb30ad and the phone number is 01223353110. Is there anything else I can do for you?",0,1,
11702,11702,dialseg711_dial_424,23,user,book either for me,3,0,
9801,9801,dialseg711_dial_353,26,agent,I have booked a table at bedouin African restaurant for 7 people at 16:15 tuesday. Your reference number is VAZCWIS6. May I help with anything else?,4,0,
3489,3489,dialseg711_dial_123,9,user,"Yes, can you tell me the postcode for the Riverboat Georgina, please?",1,0,
5583,5583,dialseg711_dial_197,22,agent,how about finches bed and breakfast?,3,0,
4164,4164,dialseg711_dial_146,27,user,"Thank you, I need a reservation for 2 people at 13:15 on Monday.",3,0,
14517,14517,dialseg711_dial_532,19,user,That sounds great. I would like a table for 5 people at 19:00 on tuesday.,3,0,
12436,12436,dialseg711_dial_454,1,user,I need a train going from Ely to Cambridge please.,0,0,
12089,12089,dialseg711_dial_440,23,user,"I am looking for the Addenbrookes Hospital, this hospital should be the one with an infectious diseases department.",4,0,
17069,17069,dialseg711_dial_625,30,agent,There are 4 moderately priced Chinese restaurants in town. Is there a particular area you are wanting to eat in?,4,0,
16168,16168,dialseg711_dial_594,6,agent,"I sent the fastest route on your screen, drive carefully!",0,1,
7391,7391,dialseg711_dial_265,31,user,San Jose.,3,0,
10826,10826,dialseg711_dial_393,18,agent,Postcode : CB11JG is their postcode,1,0,
13345,13345,dialseg711_dial_490,26,agent,I need to leave after 13:15 and I am going to Cambridge.,3,0,
5506,5506,dialseg711_dial_195,39,user,Yes. Please try 17:00.,3,0,
6300,6300,dialseg711_dial_224,14,agent,"Ashley hotel has free parking, would you like a reservation?",2,0,
13568,13568,dialseg711_dial_498,19,user,I am looking to go to cambridge on thursday.,3,0,
5616,5616,dialseg711_dial_199,5,user,I am departing from Cambridge University Botanic Gardens and need to arrive at Pizza Hut Cherry Hinton.,1,0,
9218,9218,dialseg711_dial_332,7,user,"The Addenbrookes Hospital is located at Hills Rd, Cambridge.",2,0,
18863,18863,dialseg711_dial_692,20,agent,Sure. I was able to book you for the Huntingdon Marriott Hotel. Reference #IHGCTXH9. Anything else I can help with?,1,1,
14835,14835,dialseg711_dial_544,5,user,I'll be going to restaurant one seven.,0,0,
13296,13296,dialseg711_dial_489,3,user,"The one on the south side, please. Could you tell me it's postcode and if it has an entry fee?",0,0,
4783,4783,dialseg711_dial_168,35,user,"No, I don't care about the price. Which one looks good?",3,0,
14616,14616,dialseg711_dial_535,10,agent,The Postcode is CB11JG. Is there anything else I can help with?,1,1,
3889,3889,dialseg711_dial_138,11,user,What is their address?,1,0,
2330,2330,dialseg711_dial_080,35,user,I need to get a taxi from emmanuel college,4,0,
6821,6821,dialseg711_dial_244,6,agent,"Booking was successful, the total fee is 23.6 GBP payable at the station . Reference number is : XFCGPXHA.",0,1,
14455,14455,dialseg711_dial_530,23,user,The train should go to Cambridge on Thursday.,3,0,
10183,10183,dialseg711_dial_369,10,agent,"There are several places available, however, I do not know if they have free parking, but they do have parking. Are you looking for a hotel or a guesthouse type place to stay.",1,0,
14703,14703,dialseg711_dial_538,21,user,Is there anything an hour earlier or an hour later on that same day?,2,0,
8814,8814,dialseg711_dial_317,8,agent,The main phone number is 01223245151.,1,1,
11361,11361,dialseg711_dial_412,2,agent,I will need to know where you need to be picked up?,0,0,
18451,18451,dialseg711_dial_678,12,agent,The forecast on Tuesday for Cleveland is stormy.,2,1,
6792,6792,dialseg711_dial_242,29,user,Well okay I guess it will have to do then where is it located?,4,0,
274,274,dialseg711_dial_009,19,user,"amazing, thanks for your help",3,0,
8923,8923,dialseg711_dial_321,13,user,By 02:00 please.,2,0,
1177,1177,dialseg711_dial_040,9,user,Can you please help me find a place to go?,1,0,
7490,7490,dialseg711_dial_270,4,agent,You can reach the police at the number 01223358966,0,1,
9498,9498,dialseg711_dial_343,1,user,what's the temperature in city,0,0,
17878,17878,dialseg711_dial_657,13,user,"If you have it, can I get their phone number and postcode please.",2,0,
8558,8558,dialseg711_dial_307,26,agent,how about hamilton lodge? It sounds lovely.,3,0,
5087,5087,dialseg711_dial_180,12,agent,Booking completed! Is there anything else I can do for you? Booked car type : red audi Contact number : 07411902572,2,0,
2254,2254,dialseg711_dial_077,11,user,The only grocery store is Sigona Farmers Market.,3,0,
2977,2977,dialseg711_dial_103,21,user,There are few expensive restaurants in the west what type of cuisine do you want ?,4,0,
4932,4932,dialseg711_dial_174,14,agent,And will you need parking at the guesthouse?,2,0,
373,373,dialseg711_dial_013,14,agent,"I updated the map on your screen, drive carefully!",1,1,
17675,17675,dialseg711_dial_648,14,agent,"Yes, I recommend the Funky Fun House. With a name like that, how can you go wrong?",3,0,
14542,14542,dialseg711_dial_533,4,agent,I am sorry I have no results for restaurants serving lebanese food in the west. Would you like to find another type of cuisine?,0,0,
3546,3546,dialseg711_dial_124,30,agent,You have a table at da vinci pizzeria. The table will be reserved for 15 minutes. Reference number is : BSAJGSJ8. Do you need anything else today?,4,0,
13972,13972,dialseg711_dial_514,11,user,What's the address of that college?,1,0,
6636,6636,dialseg711_dial_237,14,agent,Your booking was successful. The reference number is : BE1VD9EH.,2,1,
8044,8044,dialseg711_dial_290,16,agent,"The address to the police is Parkside, Cambridge.",2,0,
2655,2655,dialseg711_dial_092,11,user,Can I have the address of Hotel Keen?,1,0,
17485,17485,dialseg711_dial_641,18,agent,Stanford Childrens Health is 5 miles away.,4,0,
13749,13749,dialseg711_dial_504,17,user,Which city would you like the cloudy day forecast for this week?,4,0,
4546,4546,dialseg711_dial_160,13,user,"That was very thorough, I really appreciate the help. It's been a nightmare of a day.",2,0,
14735,14735,dialseg711_dial_539,15,user,"First I need the address please. Also, can you tell me if they have free parking and wifi?",2,0,
3401,3401,dialseg711_dial_120,10,agent,I have another train that leaves at 07:21 and arrives at 08:10 if that would be better?,0,0,
1772,1772,dialseg711_dial_061,6,agent,The Varsity Restaurant and the Bloomsbury Restaurant serve international food and are in the centre of town.,2,0,
6197,6197,dialseg711_dial_219,9,user,I've heard some buzz about the Hamilton Lodge. Can you tell me about it?,3,0,
14764,14764,dialseg711_dial_540,18,agent,"There are 318 trains that fit your criteria. To narrow some information down, what is your destination, departure site and preferred departure time?",2,0,
11995,11995,dialseg711_dial_436,25,user,What time would you like the reservation to be for?,3,0,
12905,12905,dialseg711_dial_473,16,agent,There is Philz which is currently 4 miles away from your current location.,2,0,
13288,13288,dialseg711_dial_488,29,user,I am going to La Margherita.,4,0,
1922,1922,dialseg711_dial_066,11,user,I am looking for a hotel to stay at located in the centre.,2,0,
8054,8054,dialseg711_dial_290,26,agent,"I beg your pardon, but the times I mentioned earlier were for arrival rather than departure. The departure times are 5:09. 6:09. 7:09, and 8:09. What is your preference?",3,0,
1702,1702,dialseg711_dial_058,24,agent,Your booking was unsuccessful. Could you book another day or a shorter stay?,2,0,
14659,14659,dialseg711_dial_537,3,user,I would like one located in the east with a moderate price range.,0,0,
11153,11153,dialseg711_dial_405,1,user,I am looking for a train that departs from Cambridge on Thursday.,0,0,
1244,1244,dialseg711_dial_042,21,user,I want to leave after 08:30 from la mimosa,3,0,
10008,10008,dialseg711_dial_362,19,user,"Thank you, may I also get the address and postcode?",3,0,
6348,6348,dialseg711_dial_226,4,agent,Okay I have booked your taxi for you,0,0,
1141,1141,dialseg711_dial_039,9,user,"No, what is the phone number for the hotel?",0,0,
446,446,dialseg711_dial_015,23,user,what time is my optometrist appointment,3,0,
508,508,dialseg711_dial_017,13,user,What time is the football game and who will be there?,2,0,
13433,13433,dialseg711_dial_494,5,user,Leaving Jesus college.,1,0,
11406,11406,dialseg711_dial_414,7,user,I would like them to serve barbecue food.,1,0,
1038,1038,dialseg711_dial_035,31,user,thank you for your help. book for me 5 seats and get me the reference numberes,3,0,
3756,3756,dialseg711_dial_133,6,agent,We're 7 miles away from Panda Express but there is a car collision nearby,1,0,
4728,4728,dialseg711_dial_167,2,agent,"Williams art and antiques is at gwydir street, no. 5 dale's brewery. Would you like me to book tickets?",0,0,
19273,19273,dialseg711_dial_708,5,user,"No preferences on the area, but I want to book it for 1 person for 5 nights starting from wednesday.",0,0,
4011,4011,dialseg711_dial_142,20,agent,The phone number for the emergency department is 01223217118 if you needed that too. Have a good day.,2,0,
2501,2501,dialseg711_dial_086,18,agent,Addenbrookes Hospital would be your best bet.,4,0,
2907,2907,dialseg711_dial_101,7,user,I need to locate Addenbrookes Hospital.,2,0,
16801,16801,dialseg711_dial_615,24,agent,Sure! when would you like to arrive?,4,0,
15006,15006,dialseg711_dial_550,26,agent,"Both Hotels have internet, does not state if it is free. The hotels are The Gonville Hotel and the Lensfield Hotel.",4,0,
10133,10133,dialseg711_dial_367,20,agent,I'd be happy to help! Where are you coming from?,4,0,
5036,5036,dialseg711_dial_178,25,user,No I am alright. Thank you.,2,0,
11962,11962,dialseg711_dial_435,16,agent,"There are 4 expensive restaurants that are located in the town centre. The Ugly Duckling, Tang Chinese, HK Fusion, and Sesame Restaurant and bar, would you like information on one?",2,0,
15475,15475,dialseg711_dial_567,5,user,navigate to the nearest fast food restaurant,1,0,
15783,15783,dialseg711_dial_579,7,user,"Sure. What's Cocum's address, phone number, and postcode?",0,0,
7973,7973,dialseg711_dial_288,5,user,in which day do i have doctor's appointment,1,0,
16617,16617,dialseg711_dial_609,1,user,where's the nearest place to get a hot cup of tea,0,0,
6745,6745,dialseg711_dial_241,13,user,"I need it for 2 nights, starting on Monday.",1,0,
1913,1913,dialseg711_dial_066,2,agent,There are a number of options for Indian restaurants in the centre of town. What price range would you like?,0,0,
16297,16297,dialseg711_dial_599,19,user,Is there a Lebanese option? I'm really craving some Lebanese right now.,3,0,
8418,8418,dialseg711_dial_303,10,agent,Today the highest temperature in Redwood City will be 100F,1,1,
13092,13092,dialseg711_dial_480,15,user,"I was parking my car and another driver passed too close and scraped the paint, but she won't acknowledge it was her fault. Can you help?",4,0,
3788,3788,dialseg711_dial_134,14,agent,Home is 5 miles away at 5671 Barringer Street.,3,0,
13485,13485,dialseg711_dial_496,8,agent,"You're welcome, enjoy your trip.",0,1,
8022,8022,dialseg711_dial_289,34,agent,can i book for you?,2,0,
959,959,dialseg711_dial_033,28,agent,"Alpha-milton guest house doesn't offer internet. It is rated three stars, in the north part of town. Should I book this?",4,0,
16886,16886,dialseg711_dial_619,11,user,"I'd like to book a taxi, please. I need to get from the lensfield hotel to peking restaurant.",2,0,
18858,18858,dialseg711_dial_692,15,user,Will you try Sunday arrival?,1,0,
10338,10338,dialseg711_dial_374,11,user,I'm going to sheep's green and lammas land park fen causeway.,1,0,
6392,6392,dialseg711_dial_228,3,user,Thanks. Can I get an address as well?,0,0,
8203,8203,dialseg711_dial_295,12,agent,"Which city would you like the rain forecast for, for next week?",3,0,
19284,19284,dialseg711_dial_708,16,agent,I was able to get you that reservation on Wednesday. The table will be reserved for 15 minutes prior to your arrival.,1,0,
18736,18736,dialseg711_dial_688,9,user,I am unsure at this time.,1,0,
18850,18850,dialseg711_dial_692,7,user,How about something with 4 stars and something expensive.,1,0,
8956,8956,dialseg711_dial_323,7,user,Yes can I get the hotel type and phone number?,1,0,
15215,15215,dialseg711_dial_557,19,user,Ok set navigation there.,4,0,
4055,4055,dialseg711_dial_143,30,agent,You're welcome! Have fun!,4,0,
16319,16319,dialseg711_dial_600,11,user,There are 3 of us and we're arriving on Thursday. We'd like to stay for 4 nights if possible.,0,0,
11630,11630,dialseg711_dial_421,21,user,I'm leaving from the missing sock.,3,0,
19291,19291,dialseg711_dial_708,23,user,"In the centre, please. Also, free parking.",2,0,
293,293,dialseg711_dial_010,14,agent,How about hamilton lodge? It looks lovely.,1,0,
7937,7937,dialseg711_dial_287,1,user,i am looking for a hospital with a eurology department,0,0,
8718,8718,dialseg711_dial_313,18,agent,Your home address is 5671 barringer street.,4,0,
16838,16838,dialseg711_dial_617,5,user,Can you tell me if warkworth house hotel has wifi.,1,0,
3789,3789,dialseg711_dial_134,15,user,I need a route with no traffic please.,3,0,
9851,9851,dialseg711_dial_356,6,agent,It is available for four nights for five people! I've taken the liberty of booking these rooms for you. Is that agreeable to you?,0,0,
4572,4572,dialseg711_dial_161,13,user,please give me an alternate route home,2,0,
4599,4599,dialseg711_dial_162,16,agent,"Telephone : 01223358966 Address : Parkside, Cambridge Postcode : CB11JG there are the requirements",2,1,
4980,4980,dialseg711_dial_176,7,user,"I'll take the 21:39, I'll need 7 tickets please.",1,0,
6957,6957,dialseg711_dial_250,10,agent,Starbucks is at 792 Bedoin Street.,1,0,
10815,10815,dialseg711_dial_393,7,user,That'll be fine. I would like to book 2 people for 2 nights starting on tuesday.,0,0,
14753,14753,dialseg711_dial_540,7,user,"Yes, book one for me please. And please make sure this is for Sunday.",0,0,
16668,16668,dialseg711_dial_610,24,agent,Where will the taxi be taking you tonight?,3,0,
11859,11859,dialseg711_dial_431,19,user,"The address is Parkside, Cambridge, Postcode:CB11JG. Do you need anything else?",4,0,
11575,11575,dialseg711_dial_419,36,agent,The phone number for the police is 01223358966.,4,0,
13024,13024,dialseg711_dial_478,3,user,I need to go to travellers rest. Is that OK?,0,0,
18549,18549,dialseg711_dial_681,16,agent,"Sure, how about stazione restaurant and coffee bar. Can I make a reservation for you?",2,0,
5722,5722,dialseg711_dial_202,26,agent,Yes could you book me a table for two Sunday at 11:15?,4,0,
17147,17147,dialseg711_dial_628,27,user,Can you reserve 6 tickets on the next train after 11:15?,3,0,
14416,14416,dialseg711_dial_529,16,agent,It was a pleasure to help. Have a good night.,2,0,
1394,1394,dialseg711_dial_048,1,user,Can you help me find a train please?,0,0,
13293,13293,dialseg711_dial_488,34,agent,I apologize for the error. You are booked for a blue Volvo with the contact number of 07789499283 from hakka.,4,0,
3445,3445,dialseg711_dial_121,18,agent,I need a route with no traffic please.,4,0,
11443,11443,dialseg711_dial_415,14,agent,It will not be foggy in Seattle this week.,3,1,
19283,19283,dialseg711_dial_708,15,user,"Yes, let's shoot for the same thing but on Wednesday instead, okay?",1,0,
15476,15476,dialseg711_dial_567,6,agent,We are 5 miles away from the pizzeria Round Table: does it sound good to you?,1,0,
16170,16170,dialseg711_dial_594,8,agent,"Sure thing, when would you like to arrive or leave by?",1,0,
9036,9036,dialseg711_dial_325,25,user,advic me on any other option,4,0,
118,118,dialseg711_dial_004,1,user,I need a taxi to take me to yippee noodle bar by 9:45,0,0,
17008,17008,dialseg711_dial_624,7,user,Okay thank you very much.,0,0,
18470,18470,dialseg711_dial_679,1,user,I need the quickest route to the hospital.,0,0,
18909,18909,dialseg711_dial_693,30,agent,The train leaves Cambridge at 07:01. Is there anything else I can help you with today?,4,0,
5213,5213,dialseg711_dial_185,8,agent,Excellent. The loch fyne is just your thing.,1,0,
10229,10229,dialseg711_dial_370,22,agent,"Your booking is complete, a red volkswagen will pick you up.",4,0,
18965,18965,dialseg711_dial_696,8,agent,"It's all booked, your reference number is STQ9N9UV",0,1,
4039,4039,dialseg711_dial_143,14,agent,TR0094 leaves at 16:21 on Friday. Can I book it for you?,2,0,
7715,7715,dialseg711_dial_278,23,user,"I am looking for something in the moderate price range and free internet, please.",3,0,
11855,11855,dialseg711_dial_431,15,user,"The highest temperature in Brentwood will be high of 80F tomorrow, Monday.",3,1,
17498,17498,dialseg711_dial_642,7,user,"What is the contact number, please?",0,0,
11166,11166,dialseg711_dial_405,14,agent,I am traveling on sunday and need to arrive by 17:30 coming from cambridge,2,0,
11978,11978,dialseg711_dial_436,8,agent,I don't care. I just want to arrive at 20:45.,1,0,
12369,12369,dialseg711_dial_451,12,agent,Booking was unfortunately unsuccessful. Can we try another day or time slot?,1,0,
5192,5192,dialseg711_dial_184,11,user,Something cheap would be more within my budget. What do you have available?,3,0,
6731,6731,dialseg711_dial_240,27,user,I should be okay with their help. Thank you so much.,4,0,
8966,8966,dialseg711_dial_323,17,user,"Sure, is there a nightclub in that part of town?",3,0,
14262,14262,dialseg711_dial_523,5,user,Thank you very much car! Please bring me there through a quick route,1,0,
8834,8834,dialseg711_dial_317,28,agent,"Hamilton lodge is located at 156 chesterton road, and yes it does have free parking.",4,0,
12231,12231,dialseg711_dial_446,5,user,"Hi there, I'd love to find a guesthouse with free parking.",1,0,
17375,17375,dialseg711_dial_637,5,user,The nearest grocery store i could find is located 6 miles away. Would you like more info on it?,2,0,
1606,1606,dialseg711_dial_055,5,user,it does may I please have the postcode and phone number?,1,0,
17490,17490,dialseg711_dial_641,23,user,Thank you,4,0,
11185,11185,dialseg711_dial_405,33,user,Great! I was able to book a red Audi for you!,4,0,
3275,3275,dialseg711_dial_115,1,user,I'd like to be picked up today from alexander bed and breakfast,0,0,
8473,8473,dialseg711_dial_305,3,user,Whale of a time is where I want to get to.,0,0,
15520,15520,dialseg711_dial_568,26,agent,"You can find the station at Parkside, Cambridge. Their phone number is 01223358966.",4,0,
6564,6564,dialseg711_dial_235,12,agent,no problem have a great day,1,1,
17200,17200,dialseg711_dial_631,6,agent,"Stanford Oval Parking has moderate traffic, can you still go there?",0,1,
13619,13619,dialseg711_dial_500,10,agent,The Yippee Noodle Bar is a moderate priced Asian Oriental restaurant. Does that sound good?,1,0,
12513,12513,dialseg711_dial_457,4,agent,"The telephone number is 01223358966, address Parkside, Cambridge with postcode CB11JG",0,1,
9737,9737,dialseg711_dial_351,24,agent,I booked you at Curry Queen. Your table will be reserved for 15 minutes. Reference number is C06RJUNL.,3,1,
18556,18556,dialseg711_dial_681,23,user,I need a taxi arriving by 18:15.,3,0,
3723,3723,dialseg711_dial_132,3,user,I need to arrive by 24:15,0,0,
3903,3903,dialseg711_dial_139,1,user,I need to get a taxi to take me to efes restaurant please.,0,0,
14679,14679,dialseg711_dial_537,23,user,"The weather in Exeter is gonna be overcast, with low temperature of 20F, and high of 30F",3,1,
17344,17344,dialseg711_dial_635,22,agent,The phone number is 01223245151. Postcode is CB20QQ. Is there anything else I can help you with?,4,0,
12392,12392,dialseg711_dial_452,7,user,I'm looking for meals under 30$ a person. I need to book for 3 at 16:15 on Wednesday.,1,0,
18269,18269,dialseg711_dial_670,30,agent,"There's a fun place called Whale of a Time at unit 8, viking way, bar hill.",4,0,
3745,3745,dialseg711_dial_132,25,user,Moderate price please,4,0,
17865,17865,dialseg711_dial_656,22,agent,Your house is at 10 ames street.,4,0,
14027,14027,dialseg711_dial_515,36,agent,What day would you like to travel?,4,0,
1492,1492,dialseg711_dial_051,11,user,I need a tax departing from Kambar and arriving by 23:15.,1,0,
3224,3224,dialseg711_dial_112,29,user,I would like to arrive at De Luca by 07:30. It doesn't matter when I leave.,4,0,
668,668,dialseg711_dial_023,8,agent,Reservation made. The reference number is FIQY6RR9.,1,0,
12250,12250,dialseg711_dial_446,24,agent,Anything else?,4,0,
14593,14593,dialseg711_dial_534,17,user,Do you have any coffee shops? The one with the quickest route please.,2,0,
3076,3076,dialseg711_dial_108,3,user,Which type of museums are available?,0,0,
9922,9922,dialseg711_dial_359,1,user,Yes I would like to find Spanish food in the center of town.,0,0,
8585,8585,dialseg711_dial_308,21,user,"Yes, please, and pick the quickest route for me",3,0,
16418,16418,dialseg711_dial_603,10,agent,I have booked you a table for four people on Thursday at 19:30 at nandos. The reference number is X15NtNNN. Can I help you with anything else?,0,0,
6756,6756,dialseg711_dial_241,24,agent,It does have free parking. Would you like me to book it for you?,3,0,
19282,19282,dialseg711_dial_708,14,agent,"I'm so sorry, but I wasn't able to make that reservation for you. May I try on another day or at another time?",1,0,
871,871,dialseg711_dial_031,4,agent,Bedouin is expensive. Would you like to book there?,0,0,
5535,5535,dialseg711_dial_196,22,agent,I have the Autumn House. It is at 710 Newmarket Road. Would you like the phone number?,2,0,
15023,15023,dialseg711_dial_551,11,user,I need information on the fitzwilliam museum,1,0,
10687,10687,dialseg711_dial_388,9,user,"I'll be leaving from cambridge, and I need to get to kings cross by 10:00.",1,0,
11726,11726,dialseg711_dial_425,17,user,I need to book a taxi plese,3,0,
15276,15276,dialseg711_dial_560,7,user,I would like to leave on Wednesday.,1,0,
17905,17905,dialseg711_dial_658,6,agent,Setting navigation to quickest route home.,1,0,
931,931,dialseg711_dial_032,40,agent,"Booking was successful, the total fee is 70.4 GBP payable at the station . Reference number is : 1MI35913.",4,0,
8457,8457,dialseg711_dial_304,21,user,From chiquito restaurant bar.,2,0,
15452,15452,dialseg711_dial_566,14,agent,"No, but the alexander bed and breakfast is in the cheap range and has wifi. It's in the centre of town. Would you like me to reserve a room for you?",1,0,
5348,5348,dialseg711_dial_190,17,user,I am looking for a nice restaurant in the center of town.,2,0,
16294,16294,dialseg711_dial_599,16,agent,"Okay, setting a 12 pm reminder for your conference tomorrow in conference room 100.",2,1,
7181,7181,dialseg711_dial_258,9,user,Can you tell me what the travel time for that train is?,1,0,
5660,5660,dialseg711_dial_200,19,user,San Jose.,3,1,
10492,10492,dialseg711_dial_380,4,agent,"You're all set. I've booked a grey BMW for you, and the driver's contact number is 07756316394. What else can I assist you with today?",0,1,
11039,11039,dialseg711_dial_400,21,user,It does not. Do you have a favorite?,2,0,
1993,1993,dialseg711_dial_068,8,agent,I think xxx restaurant is good,1,0,
8895,8895,dialseg711_dial_320,3,user,I am looking for Addenbrookes Hospital. Does it also provide acute medicine care for the elderly?,1,0,
18829,18829,dialseg711_dial_691,12,agent,"Clare college is a college, it is located on trinity lane, post code cb21tl",1,0,
8147,8147,dialseg711_dial_293,17,user,"Ok, well lets try maybe for a swimming pool instead.",2,0,
16978,16978,dialseg711_dial_623,3,user,"Yeah, I need a reservation for 4 people on saturday at 12:30 please",0,0,
15317,15317,dialseg711_dial_561,20,agent,I have a black bmw with contact number 07975360345.,2,0,
382,382,dialseg711_dial_013,23,user,The 10:10 would work for me!,2,0,
10230,10230,dialseg711_dial_370,23,user,"Thank you, may I have the contact number?",4,0,
11347,11347,dialseg711_dial_411,14,agent,I was able to book a train for 1 on Thursday from Cambridge to Peterborough leaving at 20:34. Your reference number is 9IP722K1,1,0,
3560,3560,dialseg711_dial_125,14,agent,My pleasure driver!,2,1,
14137,14137,dialseg711_dial_519,8,agent,I found 2 that matches your criteria. Would you prefer a moderate or cheap pricing?,1,0,
4504,4504,dialseg711_dial_159,1,user,I am looking for a restaurant. The restaurant should serve indian food and should be in the expensive price range,0,0,
7094,7094,dialseg711_dial_255,6,agent,They are a hotel with free parking and free wifi! Would you like me to book that for you?,1,0,
5169,5169,dialseg711_dial_183,18,agent,The hotel is express by holiday inn cambridge. It is in the east and in the expensive price range. It includes free internet and parking. Shall I book it?,2,0,
9588,9588,dialseg711_dial_346,3,user,Grand Rapids,0,0,
7407,7407,dialseg711_dial_266,5,user,what the nearest gas station by me?,2,0,
8795,8795,dialseg711_dial_316,27,user,No I don't need to book it right now. Thanks for the information.,2,0,
6538,6538,dialseg711_dial_234,18,agent,Okay I have booked The Acorn Guest House for Wednesday for 3 people and for 3 days. Your reference number is F821XS1G. Is there anything else I can help with?,2,1,
1817,1817,dialseg711_dial_062,13,user,"No, I just need to know how much it is.",2,0,
1836,1836,dialseg711_dial_062,32,agent,How about the bridge guest house? It is moderately priced and has both internet and parking?,4,0,
8024,8024,dialseg711_dial_289,36,agent,The total fee is 26.4 GBP payable at the station . Reference number is : CW3O4QG9. Is there anything else I can assist you with?,2,1,
9280,9280,dialseg711_dial_334,22,agent,Sure. The postcode is cb11ln. Is there anything else I can answer for you today?,3,1,
1171,1171,dialseg711_dial_040,3,user,"Let's see...I'd like to get free internet. And if you have a place with 4 stars, that would rock!",0,0,
11261,11261,dialseg711_dial_408,14,agent,"Okay. I will need your departure site, destination, and a time please.",2,0,
11845,11845,dialseg711_dial_431,5,user,"No, I really prefer Indian if possible.",1,0,
14049,14049,dialseg711_dial_516,16,agent,"Your welcome, Is there anything else I can help you with?",1,1,
10886,10886,dialseg711_dial_395,16,agent,There is a train leaving Cambridge and heading to Bishops Stortford at 21:29 on Thursday. Would you like more information or to book a ticket?,2,0,
1727,1727,dialseg711_dial_059,7,user,I need to find an expensive restaurant on the north side.,1,0,
13960,13960,dialseg711_dial_513,15,user,"Ok, map a route to Teavana and let's go",3,0,
2590,2590,dialseg711_dial_090,6,agent,Setting GPS for Palo Alto Medical Foundation at 611 Ames Ave.,0,1,
13719,13719,dialseg711_dial_503,10,agent,You have two dentist appointments; one on Wednesday with Jon and one on the 18th with Ana.,2,0,
17525,17525,dialseg711_dial_642,34,agent,Where would you like the train to take you?,4,0,
6915,6915,dialseg711_dial_248,18,agent,And what are your departure and arrival stations?,2,0,
8122,8122,dialseg711_dial_292,32,agent,What day will you be travelling?,4,0,
18754,18754,dialseg711_dial_688,27,user,"Yes, can you give me the address of your favorite one?",3,0,
19305,19305,dialseg711_dial_708,37,user,What's the address and postcode?,4,0,
13755,13755,dialseg711_dial_505,4,agent,The nearest hospital is on Hills Rd in Cambridge. The telephone number is 01223245151 and the postcode is CB20QQ. Do you need further assistance?,1,1,
2367,2367,dialseg711_dial_081,32,agent,Sure! where are you going?,4,0,
