,dial_id,turn_id,role,utterance,topic_id,segmentation_label,da
1115,tiage_dial_073,6,agent,do you get visitors ? go to a country music concert when you get out,2,0,
1116,tiage_dial_073,7,user,just family . i love country music . have you been to any concerts lately ?,2,0,
1117,tiage_dial_073,8,agent,"every weekend i go , the dogs are mutts , blue and biscuit , i love them",2,0,
1118,tiage_dial_073,9,user,awesome ! sounds fun ! i miss my dogs at home .,2,1,
1119,tiage_dial_073,10,agent,"stealing is bad , not as bad as getting caught . can you work on cars there ?",3,0,
1120,tiage_dial_073,11,user,"actually yes , we have an auto mechanics class . i have learned alot .",3,1,
1121,tiage_dial_073,12,agent,what did you do before your little inconvenience ?,4,0,
1122,tiage_dial_073,13,user,"i am only 16 , so i just had a cashier job .",4,0,
1123,tiage_dial_073,14,agent,"i see , sometimes you mess up and the price is too high , right ?",4,1,
1124,tiage_dial_073,15,user,yes . big mistake . do you have any hobbies ?,5,0,
1125,tiage_dial_073,16,user,"i work on my two old mustangs , love country music and go to concerts",5,1,
1126,tiage_dial_074,1,user,"hello , how are you ? i have had strange powers since a recent surgery .",0,0,
1127,tiage_dial_074,2,agent,"wow , tell me about these powers please",0,0,
1128,tiage_dial_074,3,user,one is that i can become a boy or a girl . i am currently a boy .,0,1,
1129,tiage_dial_074,4,agent,oh you can switch on whim ? wow . do you like sweets ?,1,0,
1130,tiage_dial_074,5,user,yes because i had my stomach transplanted .,1,0,
1131,tiage_dial_074,6,agent,"i did not know that was a side effect , well i am a donut fan",1,1,
1132,tiage_dial_074,7,user,that is cool i can move donuts with my mind . my heart is outside of me .,2,0,
1133,tiage_dial_074,8,agent,"that sounds exciting and scary , you can see your own heart ?",2,1,
1134,tiage_dial_074,9,user,yep . lately i have been able to visit china and mexico at the same time .,3,0,
1135,tiage_dial_074,10,agent,how do you do that ?,3,0,
1136,tiage_dial_074,11,user,strange powers i tell you . do you have any powers ?,3,0,
1137,tiage_dial_074,12,agent,i have a total of zero powers,3,0,
1138,tiage_dial_074,13,user,that is not a lot of powers . would you consider surfing with me ?,3,1,
1139,tiage_dial_074,14,agent,"i would dry that , do you want to play an video games ?",4,0,
1140,tiage_dial_074,15,user,"yes , lets play an unlimited amount of video games .",4,0,
1141,tiage_dial_074,16,user,i already play a ton of call of duty,4,1,
1142,tiage_dial_075,1,user,"hi there , did you know i am super high maintenance ?",0,0,
1143,tiage_dial_075,2,agent,"well considering i do not know you ? no , but i am too",0,0,
1144,tiage_dial_075,3,user,"well yeah , i love to go around spending money everywhere",0,0,
1145,tiage_dial_075,4,agent,"i spend the most money , on hair care products honestly , my favorite",0,0,
1146,tiage_dial_075,5,user,"i don not really spend it on hair , i spend it on tanning beds",0,0,
1147,tiage_dial_075,6,agent,"i really want to try that once , i heard its bad for you",0,0,
1148,tiage_dial_075,7,user,yeah i listen to brittney spears while tanning .,0,0,
1149,tiage_dial_075,8,agent,go figure . what do you do for fun,0,0,
1150,tiage_dial_075,9,user,"spend cash , go shopping , drink smoothies",0,0,
1151,tiage_dial_075,10,agent,"ha , wow , sounds pretty irresponsible .",0,0,
1152,tiage_dial_075,11,user,"no it is totally cool , haters going to hate",0,0,
1153,tiage_dial_075,12,agent,"not really , i am all for it . after you do what your supposed to",0,0,
1154,tiage_dial_075,13,user,"yeah you bet , what do you like to do for fun ?",0,0,
1155,tiage_dial_075,14,agent,"i play a lot of video games , especially the xbox",0,0,
1156,tiage_dial_075,15,user,"wow , you must be super popular like my boyfriend",0,0,
1157,tiage_dial_075,16,user,"video games do not make any one popular , more the opposite",0,1,
1158,tiage_dial_076,1,user,"hello out there , just taking a break online after my dance class",0,1,
1159,tiage_dial_076,2,agent,"nice , i am just enjoying some vanilla ice cream",1,0,
1160,tiage_dial_076,3,user,i have to avoid it so i don t become fat,1,0,
1161,tiage_dial_076,4,agent,surely a little bit would not hurt !,1,0,
1162,tiage_dial_076,5,user,"i have to climb ladders at the bookstore where i work , so no fatties !",1,0,
1163,tiage_dial_076,6,agent,i used to have to diet as i was an athlete,1,0,
1164,tiage_dial_076,7,user,me and my dog compete in competitions so have to be fit,1,0,
1165,tiage_dial_076,8,agent,i won a gold medal in the olympics back in the 90s,1,0,
1166,tiage_dial_076,9,user,very impressive . you were a hero when i was studying chemistry !,1,1,
1167,tiage_dial_076,10,agent,you have a dog ? i have 2 cats,2,0,
1168,tiage_dial_076,11,user,"a snake . ohhh cnn just had trump on tv , he s so orange , my least favorite color",2,1,
1169,tiage_dial_076,12,agent,"haha , very true , do you collect anything ?",3,0,
1170,tiage_dial_076,13,user,only grudges ! how about you ?,3,0,
1171,tiage_dial_076,14,user,"i collect hats , i have over 1000 !",3,1,
1172,tiage_dial_077,1,user,do you have any kids ? i have one in middle school .,0,0,
1173,tiage_dial_077,2,agent,i do not . my husband and i have chosen to not have any .,0,0,
1174,tiage_dial_077,3,user,"probably a smart decision , too many people on the planet .",0,1,
1175,tiage_dial_077,4,agent,"i am a surgeon , he is a detective .",1,0,
1176,tiage_dial_077,5,user,i love horror movies . i bet your marriage is like one .,1,0,
1177,tiage_dial_077,6,agent,"no , it is not . we have a great life .",1,0,
1178,tiage_dial_077,7,user,"i used to work in human services , i heard it all the time .",1,0,
1179,tiage_dial_077,8,agent,"human services is evil , they make up asinine rules .",1,0,
1180,tiage_dial_077,9,user,so is the government but i do not see them being approached .,1,0,
1181,tiage_dial_077,10,agent,"that is your opinion , and one you are entitled too",1,0,
1182,tiage_dial_077,11,user,i believe you were looking to use to instead of too .,1,0,
1183,tiage_dial_077,12,agent,"it does not matter , as you know what i was saying . lighten up .",1,0,
1184,tiage_dial_077,13,user,my dad worked at home depot . i do not know how .,1,0,
1185,tiage_dial_077,14,agent,that has nothing to do with you .,1,0,
1186,tiage_dial_077,15,user,it built character . and my shed .,1,0,
1187,tiage_dial_077,16,user,"how was that possible since it was your dad who worked there , not you .",1,1,
1188,tiage_dial_078,1,user,hi ! how are you today ?,0,0,
1189,tiage_dial_078,2,agent,i am feeling healthy and ready to go ! how about you ?,0,1,
1190,tiage_dial_078,3,user,same ! i am feeling healthy and stronger than ever . cancer could not beat me !,1,0,
1191,tiage_dial_078,4,agent,are you a survivor ? that is amazing !,1,0,
1192,tiage_dial_078,5,user,"i am , thank you so much ! it gave me a whole new outlook on life .",1,1,
1193,tiage_dial_078,6,agent,i am sure ! that is why i only eat raw foods .,2,0,
1194,tiage_dial_078,7,user,"how do you like it ? i have been looking for newer , healthier ways of eating .",2,0,
1195,tiage_dial_078,8,agent,i love it . so do my two kids and wife !,2,0,
1196,tiage_dial_078,9,user,"excellent ! i want to get my whole family on board , kids and grandchildren too .",2,0,
1197,tiage_dial_078,10,agent,"plus , as an economics major , i can assure you that it makes financial sense too !",2,0,
1198,tiage_dial_078,11,user,you study economics ? how interesting ! i worked in finance until retirement .,2,1,
1199,tiage_dial_078,12,agent,amazing ! do you like music ?,3,0,
1200,tiage_dial_078,13,user,"i love music ! i am pretty eclectic , i like a little of everything . what are you into ?",3,0,
1201,tiage_dial_078,14,agent,i love the rolling stones . i see them at least once per year .,3,0,
1202,tiage_dial_078,15,user,"nice ! i have not seen them yet , but i want to . i saw bruce springsteen recently .",3,0,
1203,tiage_dial_078,16,user,he is great too ! do you live in nj ?,3,1,
1204,tiage_dial_079,1,user,hello how are you ?,0,0,
1205,tiage_dial_079,2,agent,hi . good . i am just picking out paint for my new apartment with my boyfriend .,0,0,
1206,tiage_dial_079,3,user,sounds like a good way to end the weekend,0,1,
1207,tiage_dial_079,4,agent,yeah . he will not go for red even though i love it . what is your favorite color ?,1,0,
1208,tiage_dial_079,5,user,i like green but red would be nice also,1,0,
1209,tiage_dial_079,6,agent,green is okay . silver is my other favorite .,1,1,
1210,tiage_dial_079,7,user,are you a cat or dog person ?,2,0,
1211,tiage_dial_079,8,agent,neither really . i already have 25 3rd grade students in the class i teach .,2,0,
1212,tiage_dial_079,9,user,"oh wow that is alot , i am both a dog and a cat",2,0,
1213,tiage_dial_079,10,agent,do have a bunch of them ?,2,0,
1214,tiage_dial_079,11,user,"nope just 1 cat and 1 dog , not that crazy animal guy lol",2,1,
1215,tiage_dial_079,12,agent,i am a bit of a language buff . i am fluent in three languages .,3,0,
1216,tiage_dial_079,13,user,which three languages are you fluent in ?,3,0,
1217,tiage_dial_079,14,agent,"english , french , and spanish . do you speak any other languages ?",3,1,
1218,tiage_dial_079,15,user,"no i do not , but i enjoy a good party",4,0,
1219,tiage_dial_079,16,user,parties are a lot of fun ! do you have other hobbies ?,4,1,
1220,tiage_dial_080,1,user,"hi , how are you doing today ?",0,0,
1221,tiage_dial_080,2,agent,great just finished watching a documentary with my husband,0,0,
1222,tiage_dial_080,3,user,i am a teacher ! love documentaries ! what was it about ?,0,0,
1223,tiage_dial_080,4,agent,me too ! they are my favorite . was watching taxi to the dark side,0,0,
1224,tiage_dial_080,5,user,i have never seen that . i will have to check it out .,0,0,
1225,tiage_dial_080,6,agent,"it is very well made , i usually read a lot but love documentaries",0,1,
1226,tiage_dial_080,7,user,i like gardening and anything outdoors !,1,1,
1227,tiage_dial_080,8,agent,i am pregnant first timeso have been stuck at home myself,2,0,
1228,tiage_dial_080,9,user,that is exciting ! do you go to church ?,2,0,
1229,tiage_dial_080,10,agent,"i do , me and my husband both go to bible study every wednesday",2,0,
1230,tiage_dial_080,11,user,i attend every week as well . just got home from church .,2,1,
1231,tiage_dial_080,12,agent,are you married as well ? what part of the country you from ?,3,0,
1232,tiage_dial_080,13,user,"i live in massachusetts . and no , i am single",3,1,
1233,tiage_dial_080,14,user,"i am in pennsylvania myself , love the weather here . is it nice there ?",4,1,
1234,tiage_dial_081,1,user,"hi there , how are you",0,0,
1235,tiage_dial_081,2,agent,"i am doing great , but i hate orange . the color .",0,1,
1236,tiage_dial_081,3,user,"okay ? well , do you like any specific foods ?",1,0,
1237,tiage_dial_081,4,agent,no i do not care much about foods . or fashion .,1,0,
1238,tiage_dial_081,5,user,"that is pretty lame , considering you need food to survive",1,0,
1239,tiage_dial_081,6,agent,"the only thing i need to survive is dance , i do that on the weekends .",1,0,
1240,tiage_dial_081,7,user,"right , well how do you survive the rest of the week then",1,0,
1241,tiage_dial_081,8,agent,well i work in a bookstore and i like books .,1,0,
1242,tiage_dial_081,9,user,i used to love reading until i got into art,1,1,
1243,tiage_dial_081,10,agent,"yeah , i got into dog agility classes .",2,0,
1244,tiage_dial_081,11,user,"oh i love my puppy to death , but he does not listen for anything",2,0,
1245,tiage_dial_081,12,agent,i love your puppy too and i have not even met him,2,0,
1246,tiage_dial_081,13,user,do you have some dogs ?,2,0,
1247,tiage_dial_081,14,agent,"i have one dog , his name is tim .",2,0,
1248,tiage_dial_081,15,user,any other animals ? i have 4 cats as well,2,0,
1249,tiage_dial_081,16,user,i have a bird named goose,2,1,
1250,tiage_dial_082,1,user,"hello , there ! having a good day ?",0,0,
1251,tiage_dial_082,2,agent,hello ! i am having an okay day . how about you ?,0,0,
1252,tiage_dial_082,3,user,i am a bit tired . i have been training for an upcoming marathon all evening,0,0,
1253,tiage_dial_082,4,agent,oh wow . i do not run much . how is that ?,0,0,
1254,tiage_dial_082,5,user,it is tough but keeps me healthy . what are you into ?,0,0,
1255,tiage_dial_082,6,agent,i really enjoy fishing and cooking my catches .,0,0,
1256,tiage_dial_082,7,user,that is awesome . i love eating fish and anything clean and healthy .,0,0,
1257,tiage_dial_082,8,agent,i do as well . i also enjoy being on the water in any capacity .,0,0,
1258,tiage_dial_082,9,user,i love water too . especially swimming . it is a fun way to exercise .,0,1,
1259,tiage_dial_082,10,agent,for sure . i am also really into comic books and heros .,1,0,
1260,tiage_dial_082,11,user,oh those are always fun . i used to read many comics during my hospitalizations .,1,0,
1261,tiage_dial_082,12,agent,"oh my , what were you in the hospital for ?",1,0,
1262,tiage_dial_082,13,user,i am actually a cancer survivor which is why i decided to become a life coach,1,0,
1263,tiage_dial_082,14,agent,oh wow . congratulations on your recovery .,1,0,
1264,tiage_dial_082,15,user,thank you so much . i appreciate it .,1,0,
1265,tiage_dial_082,16,user,what do you do as a life coach ?,1,1,
1266,tiage_dial_083,1,user,good afternoon . i hope you are well and healthy .,0,0,
1267,tiage_dial_083,2,agent,i am . just thinking about taking my bike out for a spin,0,0,
1268,tiage_dial_083,3,user,that sounds lovely . are you an athlete ?,0,0,
1269,tiage_dial_083,4,agent,not really . i do race my bike though .,0,0,
1270,tiage_dial_083,5,user,wow . i wish my grandchildren were interested in something similar . but they like smartphones .,0,0,
1271,tiage_dial_083,6,agent,that seems to be the thing now . so expensive too,0,0,
1272,tiage_dial_083,7,user,true . and i have come to know a great life does not come from expensive things .,0,0,
1273,tiage_dial_083,8,agent,so tre . i just wish i did not have to wait tables to get extra money .,0,0,
1274,tiage_dial_083,9,user,"its all tedious at first dear , but i know it will get better for you .",0,1,
1275,tiage_dial_083,10,agent,i guess it just really want to be out on my red bike .,1,0,
1276,tiage_dial_083,11,user,"sounds like a true joy . i am retired now , so you are inspiring me to try that .",1,0,
1277,tiage_dial_083,12,agent,awesome . maybe we could go out riding together .,1,0,
1278,tiage_dial_083,13,user,i would love that . life is too short to miss out on making new friends .,1,0,
1279,tiage_dial_083,14,user,"i have to go , talk to you later .",1,1,
1280,tiage_dial_084,1,user,"hello , how are you doing ?",0,0,
1281,tiage_dial_084,2,agent,i just got off work,0,0,
1282,tiage_dial_084,3,user,where do you work at ?,0,0,
1283,tiage_dial_084,4,agent,i am a tour guide at a museum . what do you do for a living ?,0,0,
1284,tiage_dial_084,5,user,"if you consider being a feminist a job , that is what i do .",0,1,
1285,tiage_dial_084,6,agent,interesting . do you have any hobbies ?,1,0,
1286,tiage_dial_084,7,user,i love browsing the web . what about you ?,1,0,
1287,tiage_dial_084,8,agent,i like to garden . i grow roses .,1,1,
1288,tiage_dial_084,9,user,roses are pretty . what kind of a diet do you follow ?,2,0,
1289,tiage_dial_084,10,agent,i do not follow any particular diet . do you ?,2,0,
1290,tiage_dial_084,11,user,strictly organic . its best for our bodies .,2,0,
1291,tiage_dial_084,12,agent,"yes , maybe i would not be partly deaf if i ate like that .",2,1,
1292,tiage_dial_084,13,user,possibly . do you utilize solar panels ?,3,0,
1293,tiage_dial_084,14,agent,"no , do you use solar panels ?",3,0,
1294,tiage_dial_084,15,user,"yes , on my roof . you should look into them",3,0,
1295,tiage_dial_084,16,user,i will . i think i have a book about them in the library at my house .,3,1,
1296,tiage_dial_085,1,user,"hello , currently residing in canada , on the run . how are you ?",0,0,
1297,tiage_dial_085,2,agent,i am okay . tired from cleaning all day .,0,0,
1298,tiage_dial_085,3,user,do you eat shawarma while you clean ? that is my fav food .,0,0,
1299,tiage_dial_085,4,agent,"no , but i do sing folk songs to make work go easier .",0,1,
1300,tiage_dial_085,5,user,singing and cleaning . my grandpa and i served in the world war .,1,1,
1301,tiage_dial_085,6,agent,together ? that is interesting . do either of you play any instruments ?,2,0,
1302,tiage_dial_085,7,user,"ya it was a great experience . used to play wood blocks , you ?",2,0,
1303,tiage_dial_085,8,agent,"i tickle the ivories , strum on the guitar , and sing . i want to be rich and famous .",2,0,
1304,tiage_dial_085,9,user,i am good at the sing instrument . i failed out of high school though .,2,0,
1305,tiage_dial_085,10,agent,"well , you made it through a world war , so you must have been smart enough .",2,0,
1306,tiage_dial_085,11,user,i did ok . was really good at chucking grenades .,2,0,
1307,tiage_dial_085,12,agent,i like explosions . but they do not let me use grenades while i clean the school .,2,0,
1308,tiage_dial_085,13,user,that seems odd . my local school allows most weapons and explosives .,2,0,
1309,tiage_dial_085,14,agent,maybe i should relocate . your place sounds like more fun .,2,0,
1310,tiage_dial_085,15,user,ya a lot of brilliant people graduate from there . maybe that is why i did not .,2,0,
1311,tiage_dial_085,16,user,"just keep a song in your heart , and your head held high . we will get through .",2,1,
1312,tiage_dial_086,1,user,how are you today ?,0,0,
1313,tiage_dial_086,2,agent,great ! how about you ? i am jeremy .,0,0,
1314,tiage_dial_086,3,user,"nice to meet you jeremy , my name is sue",0,1,
1315,tiage_dial_086,4,agent,hi sue . do you have any pets ?,1,0,
1316,tiage_dial_086,5,user,i have no pets . i do have children though,1,0,
1317,tiage_dial_086,6,agent,i have two cats . mistletoe and gingerbread . you can tell i love winter . how many children ?,1,0,
1318,tiage_dial_086,7,user,i have five young sons .,1,1,
1319,tiage_dial_086,8,agent,cool . do they all like icecream ? i like vanilla .,2,1,
1320,tiage_dial_086,9,user,"they do , they also keep me busy . coffee has become my favorite beverage .",3,0,
1321,tiage_dial_086,10,agent,i am a coffee lover also . do you have any collections . i have 1010 hats .,3,0,
1322,tiage_dial_086,11,user,"that is amazing , i collect rare wine . i enjoy a nice glass at night .",3,0,
1323,tiage_dial_086,12,agent,five boys . . . yes ! wine ! i am not much of a drinker . no children though .,3,1,
1324,tiage_dial_086,13,user,then you have great peace . and a nice car too . i drive a minivan .,4,1,
1325,tiage_dial_086,14,agent,"yes , true . do you have any hobbies ?",5,0,
1326,tiage_dial_086,15,user,"i never have time , just a glass of my rare wine in the evenings .",5,1,
1327,tiage_dial_086,16,user,"i see . i was an ice skater . olympics , 1992 i won a gold .",6,1,
1328,tiage_dial_087,1,user,"hello , how are you today ?",0,0,
1329,tiage_dial_087,2,agent,"i am well thank you , how is your night going ?",0,0,
1330,tiage_dial_087,3,user,it is going very great . i just have homework to do,0,0,
1331,tiage_dial_087,4,agent,oh what are you in school for ?,0,0,
1332,tiage_dial_087,5,user,high school . on my sophomore year,0,0,
1333,tiage_dial_087,6,agent,are you planning to go to college ?,0,1,
1334,tiage_dial_087,7,user,i am ! i want to be a professional soccer player,1,0,
1335,tiage_dial_087,8,agent,"exciting ! i played soccer in high school too , long ago",1,0,
1336,tiage_dial_087,9,user,did you enjoy it ? i love it,1,0,
1337,tiage_dial_087,10,agent,very much . now i have bad knees and back from all the construction work,1,0,
1338,tiage_dial_087,11,user,i am sorry to hear . that does not sound fun,1,0,
1339,tiage_dial_087,12,agent,"it is ok , i love building houses , no regrets",1,0,
1340,tiage_dial_087,13,user,wow seems like a lot of hard work,1,0,
1341,tiage_dial_087,14,agent,it is ! then i get to go home to my cats and a beer,1,0,
1342,tiage_dial_087,15,user,"i have never drank , is it fun ?",1,0,
1343,tiage_dial_087,16,user,as long as you drink responsibly it is,1,1,
1344,tiage_dial_088,1,user,"hi there , my name is ali .",0,0,
1345,tiage_dial_088,2,agent,good evening ali . tanya here .,0,0,
1346,tiage_dial_088,3,user,hey tanya . i went to school with a girl named tanya back when i was at yale .,0,1,
1347,tiage_dial_088,4,agent,"cool . i have been so bored , so of course i eat !",1,0,
1348,tiage_dial_088,5,user,oh i understand that . i grew up with some of the best food back in manhattan .,1,0,
1349,tiage_dial_088,6,agent,yum . good thing i enjoy using the rowing machine and treadmill .,1,0,
1350,tiage_dial_088,7,user,so did i ! my parents had all kinds of equipment thanks to their banking job .,1,1,
1351,tiage_dial_088,8,agent,that is great . any pets ? i have a german shepherd and a schnauzer .,2,0,
1352,tiage_dial_088,9,user,unfortunately no . the dorms at business school does not allow them .,2,1,
1353,tiage_dial_088,10,agent,do you long hair or short ? i just tried a short haircut .,3,0,
1354,tiage_dial_088,11,user,long hair all the way . although short hair may look more professional .,3,1,
1355,tiage_dial_088,12,agent,i have to get used to this . so any hobbies ?,4,0,
1356,tiage_dial_088,13,user,i love being in the stock market . i guess that is why i am going to finance .,4,0,
1357,tiage_dial_088,14,agent,that is your major ? that will be great to know about money .,4,0,
1358,tiage_dial_088,15,user,"well i already have one degree , but i am going back to business school for another .",4,0,
1359,tiage_dial_088,16,user,"go education ! ! well , take care and good luck with your classes .",4,1,
1360,tiage_dial_089,1,user,"hello , how are you doing today ?",0,0,
1361,tiage_dial_089,2,agent,wonderful i just moved to a new place !,0,0,
1362,tiage_dial_089,3,user,oh that is neat . where did you move to ?,0,0,
1363,tiage_dial_089,4,agent,close to my school in philadelphia .,0,1,
1364,tiage_dial_089,5,user,that is neat . are you male or female ?,1,0,
1365,tiage_dial_089,6,agent,"female . with blue eyes and light blonde hair , yourself ?",1,0,
1366,tiage_dial_089,7,user,"female as well , light skin , blonde hair , and brown eyes . hah !",1,1,
1367,tiage_dial_089,8,agent,what is your favorite food . mine is strawberries,2,0,
1368,tiage_dial_089,9,user,i will gladly take a nice slice of pizza any day .,2,1,
1369,tiage_dial_089,10,agent,lol . do you work ? i am part time at a bar .,3,0,
1370,tiage_dial_089,11,user,"i do work ! i waitress during the day , then i do side jobs during the evening .",3,1,
1371,tiage_dial_089,12,agent,i see ! so you have any hobbies ?,4,0,
1372,tiage_dial_089,13,user,i like to ride my motorcycle when possible . i always have to have a helmet !,4,1,
1373,tiage_dial_089,14,user,safety first ! my best friend is vegan . which works well . because chicken is gross,5,1,
1374,tiage_dial_090,1,user,hello how are you today ?,0,0,
1375,tiage_dial_090,2,agent,hi . okay . heartburn . 2 months until i am due . the twins are restless tonight .,0,1,
1376,tiage_dial_090,3,user,"that is funny , i do not get along with my wife",1,0,
1377,tiage_dial_090,4,agent,"oh , no . sorry to hear that . hubby and i disagree once in a while about the kids .",1,0,
1378,tiage_dial_090,5,user,"we fight about our cat , spook",1,1,
1379,tiage_dial_090,6,agent,"yeah . well , i wish you luck there . we bought a cute 2 story house .",2,0,
1380,tiage_dial_090,7,user,"nice , i do not think i have ever left ohio",2,0,
1381,tiage_dial_090,8,agent,you should travel if you get a chance . its expensive to travel with kids .,2,0,
1382,tiage_dial_090,9,user,not if you like to hitch hike,2,0,
1383,tiage_dial_090,10,agent,"i suppose , but that does not work with a pregnant woman and 3 kids",2,0,
1384,tiage_dial_090,11,user,sounds like someone has been busy,2,0,
1385,tiage_dial_090,12,agent,"yep . between work at the bank and the kids , i am exhausted every night .",2,0,
1386,tiage_dial_090,13,user,yes you need to get more sleep,2,0,
1387,tiage_dial_090,14,agent,so true . enough about me . tell me more about you .,2,1,
1388,tiage_dial_090,15,user,i should fly to england,3,0,
1389,tiage_dial_090,16,user,sounds like a lot of fun .,3,1,
1390,tiage_dial_091,1,user,"hello , how are you today ?",0,0,
1391,tiage_dial_091,2,agent,hey ! just watching a game of football with my children . you ?,0,1,
1392,tiage_dial_091,3,user,that is cool ! i am an alcoholic who is recovering,1,0,
1393,tiage_dial_091,4,agent,ah man congrats for trying to get back on the road !,1,0,
1394,tiage_dial_091,5,user,"yeah , i live in the city now so its hard",1,0,
1395,tiage_dial_091,6,agent,"ah i live in florida man , i feel you . the city is full of temptations .",1,0,
1396,tiage_dial_091,7,user,yeah it really is tempting ! i used to live on a farm though,1,1,
1397,tiage_dial_091,8,agent,do you have a job currently ? i am a programmer for a game company .,2,0,
1398,tiage_dial_091,9,user,i want to but i am a male 45 year old who was an alcoholic,2,0,
1399,tiage_dial_091,10,agent,"it must be hard making a living , i feel sorry for you pal .",2,0,
1400,tiage_dial_091,11,user,it is ok ! i will hopefully get better,2,1,
1401,tiage_dial_091,12,agent,do you have any hobbies ?,3,0,
1402,tiage_dial_091,13,user,yeah i like to count the freckles on my foot,3,0,
1403,tiage_dial_091,14,agent,haha you are a funny guy ! maybe you should be a stand up comedian !,3,0,
1404,tiage_dial_091,15,user,thank you ! that would be really fun,3,0,
1405,tiage_dial_091,16,user,"anyways man i gotta go walk my dogs soon , it was nice chatting with you !",3,1,
1406,tiage_dial_092,1,user,"hi , want to get to know each other ?",0,0,
1407,tiage_dial_092,2,agent,sure ! what do you do for a living ?,0,0,
1408,tiage_dial_092,3,user,"i am a student . i study languages , you ?",0,0,
1409,tiage_dial_092,4,agent,"i am a student also , i have a degree from yale but i am going back soon .",0,0,
1410,tiage_dial_092,5,user,"wow , what is your degree in ?",0,0,
1411,tiage_dial_092,6,agent,"finance , i am going back for business next .",0,1,
1412,tiage_dial_092,7,user,ambitious . i am just about fluent in spanish . i am starting french soon .,1,0,
1413,tiage_dial_092,8,agent,"wow that is awesome ! thanks , my parents inspired me . they are rich bankers .",1,0,
1414,tiage_dial_092,9,user,rich is probably nice . i would like more money for travel,1,0,
1415,tiage_dial_092,10,agent,me too . they make me work for everything i have .,1,1,
1416,tiage_dial_092,11,user,that is for the best . what do you do for fun ?,2,0,
1417,tiage_dial_092,12,agent,not much really . i stay pretty busy . you ?,2,0,
1418,tiage_dial_092,13,user,well i try to . i play in a band on weekends,2,1,
1419,tiage_dial_092,14,agent,that is nice ! which instrument ? i just bought my first car .,3,0,
1420,tiage_dial_092,15,user,i play the drums . like lane kim . what kind of car,3,0,
1421,tiage_dial_092,16,user,never heard of him . a 2000 bmw . its not much but i am proud .,3,1,
1422,tiage_dial_093,1,user,"hey , what is your favorite food ? mine is donuts .",0,1,
1423,tiage_dial_093,2,agent,"hello , i love fries , and am getting married soon .",1,1,
1424,tiage_dial_093,3,user,that is exciting ! what do you like to do for fun ?,2,0,
1425,tiage_dial_093,4,agent,i love to try new restaurants and dance .,2,0,
1426,tiage_dial_093,5,user,"cool ! during the weekends , i like to do live action roleplaying events .",2,0,
1427,tiage_dial_093,6,agent,"i am a kindergarten teacher , i look up new painting techniques on the weekends",2,0,
1428,tiage_dial_093,7,user,that sounds like fun . i play a ridiculous amount of call of duty .,2,0,
1429,tiage_dial_093,8,agent,i used to play a lot of fallout when i was in college .,2,0,
1430,tiage_dial_093,9,user,"oh man , i love fallout . was just playing new vegas earlier .",2,0,
1431,tiage_dial_093,10,agent,dogmeat is awesome . i would love to go to an elvis school,2,0,
1432,tiage_dial_093,11,user,an elvis school ? what is that ?,2,0,
1433,tiage_dial_093,12,agent,it is one of the areas in fallout .,2,1,
1434,tiage_dial_093,13,user,"oh good lord , i am too tired . what kind of car do you drive ?",3,0,
1435,tiage_dial_093,14,agent,"i have a maclaren , it is awesome .",3,0,
1436,tiage_dial_093,15,user,radical ! mine is a ford pinto .,3,0,
1437,tiage_dial_093,16,user,my boyfriend bought it for me as a wedding gift .,3,1,
1438,tiage_dial_094,1,user,hello i am 8 years old how old are you ?,0,0,
1439,tiage_dial_094,2,agent,"hi , i am 20 . nice to meet you .",0,1,
1440,tiage_dial_094,3,user,i love mackey mouse . what is your favorite character ?,1,0,
1441,tiage_dial_094,4,agent,i like cartman . my favorite thing is shopping .,1,1,
1442,tiage_dial_094,5,user,i meant mickey . cool i have a lot of friends and love the playground . do you ?,2,0,
1443,tiage_dial_094,6,agent,"sounds fun , yes i do ! shoes and watches are my favorites to shop for .",2,1,
1444,tiage_dial_094,7,user,frozen songs are the best what songs are your favorite ?,3,0,
1445,tiage_dial_094,8,agent,do you want to build a snowman !,3,1,
1446,tiage_dial_094,9,user,oh gosh of course ! do you go to school ?,4,0,
1447,tiage_dial_094,10,agent,"no , i am just a watch dealer . my family do not like it",4,0,
1448,tiage_dial_094,11,user,third grade has been awesome . oh no that stinks .,4,0,
1449,tiage_dial_094,12,agent,third grade was so fun ! good for you .,4,1,
1450,tiage_dial_094,13,user,do you like mickey mouse ?,5,0,
1451,tiage_dial_094,14,agent,i would like him more if he got me a rolls royce ghost,5,1,
1452,tiage_dial_094,15,user,that would be cool . what is your favorite toy on the playground ?,6,0,
1453,tiage_dial_094,16,user,i like to swing on the swing sets . how about you ?,6,1,
1454,tiage_dial_095,1,user,"good day , how are you ?",0,0,
1455,tiage_dial_095,2,agent,"hello , i am doing well . i think i may have had too much coffee . you ?",0,0,
1456,tiage_dial_095,3,user,"i am good , taking a break from my assignments before heading to europe .",0,0,
1457,tiage_dial_095,4,agent,i went to a star wars convention in helsinki . are you going there ?,0,0,
1458,tiage_dial_095,5,user,"that sounds fun , i am actually go to visit the louvre in paris .",0,0,
1459,tiage_dial_095,6,agent,"that is a nice museum , i visited last summer , before football season .",0,1,
1460,tiage_dial_095,7,user,"i went to spain then , learned i love cooking paella . what team are you for ?",1,0,
1461,tiage_dial_095,8,agent,i am with ohio state . born and raised in ohio,1,1,
