,dial_id,turn_id,role,utterance,topic_id,segmentation_label,da
360,tiage_dial_024,11,user,"yes , i had to . i am glad to be home . my father helps out too .",1,0,
361,tiage_dial_024,12,agent,why did you have to ?,1,0,
362,tiage_dial_024,13,user,"children need love , and my wife makes more money .",1,1,
363,tiage_dial_024,14,agent,do your children like any interesting activities ?,2,0,
364,tiage_dial_024,15,user,"no , we just go to home depot on the weekends . my father was manager there .",2,1,
365,tiage_dial_024,16,user,do you like to travel ?,3,1,
366,tiage_dial_025,1,user,hello . do you know of any apartments for rent ?,0,0,
367,tiage_dial_025,2,agent,hi there . hmm i am not familiar with any . which area are you looking ?,0,0,
368,tiage_dial_025,3,user,jacksonville . i work at burger king and do not use drugs if that helps .,0,0,
369,tiage_dial_025,4,agent,maybe you can expand your options if you find another career .,0,0,
370,tiage_dial_025,5,user,i am only 19 . just graduated .,0,0,
371,tiage_dial_025,6,agent,"congratulations . i work in construction , started when i was 16 . it is great money .",0,0,
372,tiage_dial_025,7,user,"that is cool . my friends and i work here , we are hoping to buy our own franchise .",0,1,
373,tiage_dial_025,8,agent,wow that is ambitious . i hope you succeed . personally i prefer mexican food over burgers .,1,0,
374,tiage_dial_025,9,user,i prefer seafood . my dad makes awesome fish tacos .,1,1,
375,tiage_dial_025,10,agent,that sounds delicious . what type of music do you like ?,2,0,
376,tiage_dial_025,11,user,metal . mainly metallica . i also love old school rap . tupac is where it is at .,2,0,
377,tiage_dial_025,12,agent,"nice . i listen to a lot of aerosmith , they are my favorite .",2,0,
378,tiage_dial_025,13,user,i like them too . dream on is one of my favorites,2,1,
379,tiage_dial_025,14,user,great song . how long have you worked for burger king ?,3,1,
380,tiage_dial_026,1,user,"hello , my name is ally and my favourite color is orange",0,1,
381,tiage_dial_026,2,agent,do you know the game starcraft ? i helped designing it !,1,0,
382,tiage_dial_026,3,user,"that s awesome , i m sure my ex boyfriend would like that game",1,0,
383,tiage_dial_026,4,agent,i usually stream the game on my twitch channel,1,0,
384,tiage_dial_026,5,user,"that s great , i also love twitch as well",1,1,
385,tiage_dial_026,6,agent,i am making this robot right now that looks like me !,2,0,
386,tiage_dial_026,7,user,i like hiking in the morning before sunset,2,0,
387,tiage_dial_026,8,agent,"i am kind of a nerd , i do not go out much and do not socialize .",2,0,
388,tiage_dial_026,9,user,that s not bad at all,2,0,
389,tiage_dial_026,10,agent,the worst part about my life is that i am allergic to water,2,0,
390,tiage_dial_026,11,user,that s sad how do you drink,2,0,
391,tiage_dial_026,12,agent,i have to drink another substance that contains particles of hydrogen and oxygen,2,1,
392,tiage_dial_026,13,user,dang that kinda weird . well do you have a pet,3,0,
393,tiage_dial_026,14,agent,"yeah i have a cat , how about you ?",3,0,
394,tiage_dial_026,15,user,i do a pet fish,3,0,
395,tiage_dial_026,16,user,"that sounds awesome , but i have to go now , gotta start streaming . see ya !",3,1,
396,tiage_dial_027,1,user,"hello , how are you tonight ?",0,0,
397,tiage_dial_027,2,agent,"what state are you ? i am in california , age 46",0,0,
398,tiage_dial_027,3,user,i am in ohio . 42 . single and a churchgoer . you ?,0,0,
399,tiage_dial_027,4,agent,"i am good , and you ? i stay home all day and i like it",0,0,
400,tiage_dial_027,5,user,that sounds boring . my dog would drive me crazy if i tried that .,0,0,
401,tiage_dial_027,6,agent,"i love to go to church too , it help me deal with my ex . .",0,0,
402,tiage_dial_027,7,user,"my ex is straight up crazy , there is no scripture that would help him .",0,0,
403,tiage_dial_027,8,agent,she cheated me and stay with a lawyer,0,0,
404,tiage_dial_027,9,user,that is horrible . i am single .,0,0,
405,tiage_dial_027,10,agent,"it takes the power of god to change people , my kids are great",0,0,
406,tiage_dial_027,11,user,"yes , the goddess can change people .",0,0,
407,tiage_dial_027,12,agent,"me too , i am a single dad , i do recordings in my studio",0,0,
408,tiage_dial_027,13,user,"that sounds like fun , what kind of music ?",0,1,
409,tiage_dial_027,14,agent,what do you do ? do you want to meet me ?,1,0,
410,tiage_dial_027,15,user,"i am sorry , i am too busy to date .",1,0,
411,tiage_dial_027,16,user,i record soft rock and light jazz,1,1,
412,tiage_dial_028,1,user,hi there ? hows it goin ? whatcha havin for lunch today ?,0,0,
413,tiage_dial_028,2,agent,i am going to have pizza after meditation,0,0,
414,tiage_dial_028,3,user,"me , burgers and fries every day . meditation , who ! whats that like ?",0,0,
415,tiage_dial_028,4,agent,it is like going to a peaceful place,0,1,
416,tiage_dial_028,5,user,i am at peace just bein in my house with my boyfriend . anything else you like ?,1,0,
417,tiage_dial_028,6,agent,i used to like to talk,1,0,
418,tiage_dial_028,7,user,not anymore ? not at all ? why not ?,1,0,
419,tiage_dial_028,8,agent,i have been silent for months now,1,0,
420,tiage_dial_028,9,user,"oh , i get it . buddhist monk , eh ?",1,1,
421,tiage_dial_028,10,agent,something like that . where do you live,2,0,
422,tiage_dial_028,11,user,"in my house , with my boyfriend . how come you can chat if you cant speak ?",2,0,
423,tiage_dial_028,12,agent,i am not allowed to vocalize,2,1,
424,tiage_dial_028,13,user,ok . where do you live ? in a monastery ?,3,0,
425,tiage_dial_028,14,agent,i am thinking about it,3,0,
426,tiage_dial_028,15,user,any other cool thoughts ? what do you think about when you meditate ?,3,0,
427,tiage_dial_028,16,user,i wish for world peace,3,1,
428,tiage_dial_029,1,user,hello ! how are you today ?,0,0,
429,tiage_dial_029,2,agent,i am good ! just finished working . you ?,0,0,
430,tiage_dial_029,3,user,i am great ! i just got back from a walk with my dog ! how was work ?,0,0,
431,tiage_dial_029,4,agent,it was tiring . trying to get the fields harvested for winter .,0,0,
432,tiage_dial_029,5,user,oh you are a farmer ? what do you grow ? winter is coming too soon !,0,1,
433,tiage_dial_029,6,agent,we grow corn and soybeans at my parents farm . what dog do you have ?,1,0,
434,tiage_dial_029,7,user,"he is a black lab named is trooper , he is a great hiking buddy !",1,1,
435,tiage_dial_029,8,agent,cute ! where do you hike ? my pet will not travel . she is a cow,2,0,
436,tiage_dial_029,9,user,i hike in the mountains here in colorado near pueblo . are there mountains near you ?,2,0,
437,tiage_dial_029,10,agent,no i live in the middle of no where . miles of country .,2,0,
438,tiage_dial_029,11,user,where is the middle of no where ? i live near denver for work .,2,0,
439,tiage_dial_029,12,agent,pennsylvania . amish country . i feel out of place driving my big truck next to buggies,2,0,
440,tiage_dial_029,13,user,i would be afraid of hitting them with my car !,2,0,
441,tiage_dial_029,14,agent,yeah . that is why i blast my country music . they hear me coming !,2,0,
442,tiage_dial_029,15,user,haha ! i like to listen to garth brookes when i am rock climbing at the gym !,2,0,
443,tiage_dial_029,16,user,oh wow ! i never did that before ! sounds fun !,2,1,
444,tiage_dial_030,1,user,i see you laughing there . you better not be laughing at my mini van .,0,0,
445,tiage_dial_030,2,agent,i would never do that . i hate my grey dog barnaby and scorpions .,0,0,
446,tiage_dial_030,3,user,my fourth son hates scorpions too . i do not understand my children .,0,1,
447,tiage_dial_030,4,agent,keep trying . i like grey vans but a nascar car killed my daddy .,1,0,
448,tiage_dial_030,5,user,sounds like he liked a glass of wine in the evenings .,1,0,
449,tiage_dial_030,6,agent,"he does . barnaby is grey , a german shepherd and he hates scorpions too .",1,0,
450,tiage_dial_030,7,user,kids these days . scorpions are the only thing i ever hear about while coaching .,1,0,
451,tiage_dial_030,8,agent,mom says we are going to sue nascar for killing daddy .,1,0,
452,tiage_dial_030,9,user,if you can you should go for it . toss me some coffee money when it comes through .,1,0,
453,tiage_dial_030,10,agent,"sure , but you have to get in line . my grey dog barnaby is dying too .",1,0,
454,tiage_dial_030,11,user,you know my fifth son keeps asking me for a dog . it is just too much .,1,0,
455,tiage_dial_030,12,agent,he can have mine . barnaby needs a new home .,1,0,
456,tiage_dial_030,13,user,"i have to decline , my fifth son is my least favorite ; we keep him in the attic .",1,0,
457,tiage_dial_030,14,agent,oh okay . does he play with scorpions or dogs ?,1,0,
458,tiage_dial_030,15,user,our scorpion pit is located in the basement .,1,1,
459,tiage_dial_030,16,user,great ! my dad died in a scorpion pit while driving a nascar car . you dance ?,2,1,
460,tiage_dial_031,1,user,hello how are you today ?,0,0,
461,tiage_dial_031,2,agent,"good you ? coloring my adult coloring book , do you like them ?",0,0,
462,tiage_dial_031,3,user,no i think they are for whinny illiterate millennials,0,1,
463,tiage_dial_031,4,agent,well how rude of you . where do you live ?,1,0,
464,tiage_dial_031,5,user,in nyc i work from my condo,1,0,
465,tiage_dial_031,6,agent,"glad we do not live close . i am from a rural part of the u . s . , we farm .",1,1,
466,tiage_dial_031,7,user,cars is what i spend everything on,2,1,
467,tiage_dial_031,8,agent,that is cool . do you like hockey ?,3,0,
468,tiage_dial_031,9,user,i love it all those pucks,3,1,
469,tiage_dial_031,10,agent,i do too . especially nhl . have any pets ?,4,0,
470,tiage_dial_031,11,user,i have dogs and cats,4,0,
471,tiage_dial_031,12,agent,"i have one dog , he is a german shepherd .",4,1,
472,tiage_dial_031,13,user,do you like fruits or veggies better ?,5,0,
473,tiage_dial_031,14,agent,"fruits , what about you ?",5,0,
474,tiage_dial_031,15,user,i really like oranges a lot,5,0,
475,tiage_dial_031,16,user,they are decent ! my favorite is strawberries .,5,1,
476,tiage_dial_032,1,user,hi how are we doing this late night in october ?,0,0,
477,tiage_dial_032,2,agent,i am great ! just been looking on twitter at news,0,0,
478,tiage_dial_032,3,user,yes let us get to know each other bit that is cool .,0,0,
479,tiage_dial_032,4,agent,tell me about yourself ?,0,0,
480,tiage_dial_032,5,user,i like to gamble on my spare nights not cool huh .,0,0,
481,tiage_dial_032,6,agent,depends if you win or not lol,0,0,
482,tiage_dial_032,7,user,yes it sucks loosing i also enjoy lawn mowing on sunny days .,0,0,
483,tiage_dial_032,8,agent,i enjoy green living and just put solar panels on roof,0,0,
484,tiage_dial_032,9,user,sounds interesting i also love grilling my food outdoors .,0,0,
485,tiage_dial_032,10,agent,"yummy , i love cookouts . i am involved women rights movement",0,0,
486,tiage_dial_032,11,user,that is good i have not been working for a few years .,0,0,
487,tiage_dial_032,12,agent,i work from home doing internet searches,0,0,
488,tiage_dial_032,13,user,great wished i could get a work at home job .,0,0,
489,tiage_dial_032,14,agent,it has its benefits . i have plenty time tend my organic garden,0,0,
490,tiage_dial_032,15,user,that sounds interesting i like organic foods .,0,0,
491,tiage_dial_032,16,user,they are so healthy for you,0,1,
492,tiage_dial_033,1,user,"hello , how are you doing tonight ?",0,0,
493,tiage_dial_033,2,agent,"good , how are you tonight ?",0,0,
494,tiage_dial_033,3,user,"i am great , just chillin playing some guitar",0,0,
495,tiage_dial_033,4,agent,"awesome , what are you playing ?",0,0,
496,tiage_dial_033,5,user,hank williams . . . . i grew up on country music,0,0,
497,tiage_dial_033,6,agent,i like country too ! i am kinda tired tonight from a long day at the shipyard .,0,0,
498,tiage_dial_033,7,user,oh yea ? what do you do there ?,0,0,
499,tiage_dial_033,8,agent,i am newly retired from the navy . i am a captain,0,0,
500,tiage_dial_033,9,user,very cool . . . i sing for a living !,0,0,
501,tiage_dial_033,10,agent,that is amazing ! living the dream huh ?,0,0,
502,tiage_dial_033,11,user,"yes , absolutely ! gonna make it big one day",0,0,
503,tiage_dial_033,12,agent,i hope you do ! my passion is making a difference in the world .,0,0,
504,tiage_dial_033,13,user,that is amazing . we need more people like that !,0,0,
505,tiage_dial_033,14,agent,do you volunteer with any charities,0,0,
506,tiage_dial_033,15,user,"sadly , no i do not",0,0,
507,tiage_dial_033,16,user,"i highly encourage you to , especially after you make it big !",0,1,
508,tiage_dial_034,1,user,hi how are you,0,0,
509,tiage_dial_034,2,agent,i am doing well today,0,1,
510,tiage_dial_034,3,user,do you like playing musical instruments ?,1,0,
511,tiage_dial_034,4,agent,i like the drums a lot,1,0,
512,tiage_dial_034,5,user,i play several and my father played violin ! what else do you like ?,1,0,
513,tiage_dial_034,6,agent,i can tell you what i do not like,1,0,
514,tiage_dial_034,7,user,what do you not like ?,1,0,
515,tiage_dial_034,8,agent,school . i really really do not like it,1,0,
516,tiage_dial_034,9,user,i do not like school much either,1,0,
517,tiage_dial_034,10,agent,at least we are on the same page,1,1,
518,tiage_dial_034,11,user,do you like volunteering anywhere in your city ?,2,0,
519,tiage_dial_034,12,agent,i do not like people,2,1,
520,tiage_dial_034,13,user,i like people and exploring new places in the city . do you like animals ?,3,0,
521,tiage_dial_034,14,agent,i do . they are quiet and peaceful .,3,0,
522,tiage_dial_034,15,user,that is awesome . is there anything else you like or do not like ?,3,0,
523,tiage_dial_034,16,user,i do not like people,3,1,
524,tiage_dial_035,1,user,"hello , call of duty is my favorite game . do you game ?",0,0,
525,tiage_dial_035,2,agent,yes i do after all i am a engineer .,0,0,
526,tiage_dial_035,3,user,nice . my cousin is an engineer and hates video games . but i love donuts .,0,1,
527,tiage_dial_035,4,agent,i am actually a recording engineer . do you have kids ?,1,1,
528,tiage_dial_035,5,user,"so is my cousin , so cool ! no kids , but i do love icp , the band .",2,0,
529,tiage_dial_035,6,agent,oh ok . i am a single dad . and my recording artist died last year . bad luck !,2,0,
530,tiage_dial_035,7,user,"wow , you ok ? did your artist use a ford pinto ? that is what i drive .",2,0,
531,tiage_dial_035,8,agent,i am fine . he just had a n accident here in california .,2,1,
532,tiage_dial_035,9,user,i do live rpg events over the weekends .,3,1,
533,tiage_dial_035,10,agent,that is cool . i am 46 how about you ?,4,0,
534,tiage_dial_035,11,user,i turn 83 in a month .,4,0,
535,tiage_dial_035,12,agent,. oh wow . are you retired ?,4,0,
536,tiage_dial_035,13,user,"no , i professionally stream on twitch .",4,0,
537,tiage_dial_035,14,agent,oh i have never heard of that .,4,0,
538,tiage_dial_035,15,user,it is a streaming platform for gamers .,4,0,
539,tiage_dial_035,16,user,"oh ok , i guess i do not know much on the music side .",4,1,
540,tiage_dial_036,1,user,hi lets get to know each other,0,0,
541,tiage_dial_036,2,agent,that sounds awfully familiar to me .,0,1,
542,tiage_dial_036,3,user,do you enjoy sports much ?,1,0,
543,tiage_dial_036,4,agent,i football is the best . go alabama tide !,1,0,
544,tiage_dial_036,5,user,football is good . i prefer solo stuff . i am a gymnast,1,1,
545,tiage_dial_036,6,agent,i have a brother and 3 sisters,2,0,
546,tiage_dial_036,7,user,are you guys close ? i am an only child,2,0,
547,tiage_dial_036,8,agent,"no we are not , i am more closer to my dogs honestly",2,0,
548,tiage_dial_036,9,user,"too bad . but at least you have them , what breeds ?",2,0,
549,tiage_dial_036,10,agent,ok i will be sure too,2,0,
550,tiage_dial_036,11,user,what kinds of dogs are they ?,2,0,
551,tiage_dial_036,12,agent,i already told that to you,2,0,
552,tiage_dial_036,13,user,sorry i only see that you are close to them,2,0,
553,tiage_dial_036,14,agent,ok then . well its been nice chatting with you,2,0,
554,tiage_dial_036,15,user,i guess you too . are you leaving now ?,2,0,
555,tiage_dial_036,16,user,"thought this was over , guess not",2,1,
556,tiage_dial_037,1,user,hello ! how are you today ?,0,0,
557,tiage_dial_037,2,agent,my favorite type of music is from the south,0,0,
558,tiage_dial_037,3,user,"awesome ! i really like dancing to that kind of music , especially in the moonlight .",0,1,
559,tiage_dial_037,4,agent,i am the head worker of a small store,1,0,
560,tiage_dial_037,5,user,"very nice , what does your store sell ?",1,0,
561,tiage_dial_037,6,agent,my store sells everything you could possibly need !,1,0,
562,tiage_dial_037,7,user,"great , are there weights ? i am strong for my age , but would like to get stronger",1,0,
563,tiage_dial_037,8,agent,there are weights for sure !,1,1,
564,tiage_dial_037,9,user,guess how old i am !,2,0,
565,tiage_dial_037,10,agent,i am not sure ? how old are you ? ! ?,2,0,
566,tiage_dial_037,11,user,"i am 100 ! i feel like at this point , i might live forever .",2,1,
567,tiage_dial_037,12,agent,i have a very nice car ! it is a pathfinder by the company nissan !,3,0,
568,tiage_dial_037,13,user,"nice , when did you get it ?",3,0,
569,tiage_dial_037,14,user,i got it this year ! i love it,3,1,
570,tiage_dial_038,1,user,"hello friend , have you ever seen dog agility ? it is my favorite sport !",0,0,
571,tiage_dial_038,2,agent,i have not it sounds interesting,0,0,
572,tiage_dial_038,3,user,"i compete at it , when i am not dancing",0,0,
573,tiage_dial_038,4,agent,cool ! my only pet is a cow,0,1,
574,tiage_dial_038,5,user,are you a dairy farmer or something like that ?,1,0,
575,tiage_dial_038,6,agent,"yes my parents are , i work for them",1,1,
576,tiage_dial_038,7,user,"cool . i do not care for fashion , but i do wear western clothes when i line dance",2,0,
577,tiage_dial_038,8,agent,"i live line dancing to country music , that is all i listen too",2,0,
578,tiage_dial_038,9,user,me too . i discovered my love for it while getting my degree in chemistry .,2,0,
579,tiage_dial_038,10,agent,cool ! i am always playing country in my big truck !,2,0,
580,tiage_dial_038,11,user,"it was the only station i could get in my laboratory , and now i am hooked",2,0,
581,tiage_dial_038,12,agent,lol chemistry seems like an interesting career .,2,0,
582,tiage_dial_038,13,user,"i would not know , i work at a book store now .",2,0,
583,tiage_dial_038,14,agent,"cool , do you like to read ?",2,0,
584,tiage_dial_038,15,user,love it . james joyce is my favorite author .,2,0,
585,tiage_dial_038,16,user,"awesome , i hardly ever read .",2,1,
586,tiage_dial_039,1,user,hello how are you today ?,0,0,
587,tiage_dial_039,2,agent,exhausted ! i was out clubbing all weekend . my legs are tired from grinding .,0,0,
588,tiage_dial_039,3,user,"really i have not done that in years , i am just a lonely",0,0,
589,tiage_dial_039,4,agent,are you ok ? i know chemistry . i could make you an aspirin !,0,0,
590,tiage_dial_039,5,user,i am ok my husband is a doctor so i can get any medicine i want,0,1,
591,tiage_dial_039,6,agent,"wow , good for him . i just work in a bookstore . . .",1,0,
592,tiage_dial_039,7,user,"oh wow that cool , you get free knowlege",1,0,
593,tiage_dial_039,8,agent,i majored in chemistry so i already have enough knowledge for a lifetime .,1,1,
594,tiage_dial_039,9,user,really that is awesome do you have a girlfriend ?,2,0,
595,tiage_dial_039,10,agent,no . all of the girls here wear orange . i hate orange .,2,0,
596,tiage_dial_039,11,user,do you want one ? i could leave my husband for you,2,0,
597,tiage_dial_039,12,agent,wow that is saucy . just one rule wear anything you want but orange things .,2,1,
598,tiage_dial_039,13,user,"that is my favorite color though , can you handle my three story mortgage",3,0,
599,tiage_dial_039,14,agent,"i am already deep in student loans , so i do not care !",3,1,
600,tiage_dial_039,15,user,whats your average salary i need to know since my family grows,4,0,
601,tiage_dial_039,16,user,about 15k . i spend most of that on weekend clubs and raves though .,4,1,
602,tiage_dial_040,1,user,"hi , just got back from riding my horse ! you ?",0,0,
603,tiage_dial_040,2,agent,"hey , i am in high school and i want to be a physical therapist .",0,0,
604,tiage_dial_040,3,user,"good for you ! i do some farming , so i might be calling you !",0,0,
605,tiage_dial_040,4,agent,awesome ! i make all as in school so i could help you !,0,1,
606,tiage_dial_040,5,user,"great , i hope you like music , i rock out when i work !",1,0,
607,tiage_dial_040,6,agent,"yes , i love music ! so we can definitely rock out .",1,0,
608,tiage_dial_040,7,user,"i have a couple horses , and they like to rock , too !",1,0,
609,tiage_dial_040,8,agent,cool ! i am a homecoming queen that loves horses .,1,0,
610,tiage_dial_040,9,user,"you must be very popular and a good person , too .",1,1,
611,tiage_dial_040,10,agent,"yes , i set a goal to actually run a k this year too !",2,1,
612,tiage_dial_040,11,user,i get my exercise tending the farm !,3,0,
613,tiage_dial_040,12,agent,i am sure you do ! i bet it is fun there !,3,0,
614,tiage_dial_040,13,user,"come run a few laps here , it is quite a few acres !",3,0,
615,tiage_dial_040,14,agent,i just might do that ! i want to achieve my goal of running a k !,3,0,
616,tiage_dial_040,15,user,"i am sure you will succeed and win the race , too !",3,0,
617,tiage_dial_040,16,user,i hope so ! after i get out of high school i want to run more !,3,1,
618,tiage_dial_041,1,user,hello . my wife left with the kids two weeks ago .,0,1,
619,tiage_dial_041,2,agent,i understand because i have dogs too .,1,0,
620,tiage_dial_041,3,user,i am an rn in a nursing home . we have dogs there .,1,1,
621,tiage_dial_041,4,agent,i hate dogs but love to knit its kind of my passion,2,1,
622,tiage_dial_041,5,user,"the ladies here knit , while watching the pastors on tv . i am an atheist .",3,1,
623,tiage_dial_041,6,agent,you are just scared of dying like me . that is why only love baking cookies .,4,0,
624,tiage_dial_041,7,user,"no , i am not . i work with dead people all the time .",4,1,
625,tiage_dial_041,8,agent,sure . . . i am heading back home to the country so i can enter a bake sale .,5,0,
626,tiage_dial_041,9,user,"i am overweight , bake sales are not a good idea for me .",5,1,
627,tiage_dial_041,10,agent,i do not think we should be friends,6,0,
628,tiage_dial_041,11,user,i did not realize we had to be .,6,0,
629,tiage_dial_041,12,agent,i just wanted to stop talking to you really,6,0,
630,tiage_dial_041,13,user,"then do not respond , no rule says you have to speak to everyone that says hello .",6,0,
631,tiage_dial_041,14,agent,"rules ? what rules are you talking about dude , no cookies for you",6,0,
632,tiage_dial_041,15,user,wow . you may want to see a therapist with all of that anger you have .,6,0,
633,tiage_dial_041,16,user,i love cookies and bake sale but you are freaking me out .,6,1,
634,tiage_dial_042,1,user,hey how are you doing tonight ?,0,0,
635,tiage_dial_042,2,agent,"hi there , how are you ?",0,1,
636,tiage_dial_042,3,user,"doing good , watching friday , my favorite , and looking on indeed .",1,1,
637,tiage_dial_042,4,agent,i teach in the summers ?,2,1,
638,tiage_dial_042,5,user,"awesome ! maybe you could help my daughter , she is so smart .",3,1,
639,tiage_dial_042,6,agent,does she own dogs like me ?,4,1,
640,tiage_dial_042,7,user,"no we do not . we would not have time , with my busy schedule . i am a pediatrician",5,0,
641,tiage_dial_042,8,agent,i always go to church,5,1,
642,tiage_dial_042,9,user,that is cool . what grade do you teach ?,6,0,
643,tiage_dial_042,10,agent,i hold an outdoor class,6,0,
644,tiage_dial_042,11,user,oh wow ! what is it about ?,6,0,
645,tiage_dial_042,12,agent,i teach walking and hiking mostly,6,0,
646,tiage_dial_042,13,user,so a gym teacher ? or trainer ?,6,0,
647,tiage_dial_042,14,agent,i do not really like labels,6,0,
648,tiage_dial_042,15,user,well okay then lol i am not sure if that would be a label,6,1,
649,tiage_dial_042,16,user,do you have any pets ?,7,1,
650,tiage_dial_043,1,user,hi there how are you tonight ?,0,0,
651,tiage_dial_043,2,agent,well . better now that i am in remission . how are you ?,0,0,
652,tiage_dial_043,3,user,wow well i am glad for you congrats my step mom is going through stage 4,0,0,
653,tiage_dial_043,4,agent,so sorry to hear that . she is in my thoughts .,0,1,
654,tiage_dial_043,5,user,thanks are you married ? any kids ?,1,0,
655,tiage_dial_043,6,agent,i have many kids and grandkids to keep me busy . how about you ?,1,0,
656,tiage_dial_043,7,user,i have 2 kids with my spouse,1,0,
657,tiage_dial_043,8,agent,how wonderful . life is precious spend as much time with them as possible .,1,1,
658,tiage_dial_043,9,user,yea but i love time to my self as well like every year i see rolling stones,2,1,
659,tiage_dial_043,10,agent,that sounds like fun . i enjoy making clothes for my family .,3,0,
660,tiage_dial_043,11,user,really i use to dumpster dive to recycle clothes for homeless no lie,3,0,
661,tiage_dial_043,12,agent,helping others makes life meaningful and i cherish it more now .,3,1,
662,tiage_dial_043,13,user,well now with my major in economics i love guiding people with there money,4,0,
663,tiage_dial_043,14,agent,too bad my cell phone broke . i would love to text you about my finances .,4,0,
664,tiage_dial_043,15,user,o no yea i am always willing to help,4,0,
665,tiage_dial_043,16,user,great we should exchange emails !,4,1,
666,tiage_dial_044,1,user,"just got back from playing with barnaby , my dog !",0,1,
667,tiage_dial_044,2,agent,i just watched snoop and martha,1,0,
668,tiage_dial_044,3,user,"cool , i deliver mail , and get a lot of martha catalogues !",1,1,
669,tiage_dial_044,4,agent,i love to eat vegetables and unique things,2,1,
670,tiage_dial_044,5,user,"that is great , i like my food grey , the color i like on everything !",3,1,
671,tiage_dial_044,6,agent,"awesome , i just came here from another country",4,0,
672,tiage_dial_044,7,user,"wonderful , i hope there are no scorpions there , they scare me !",4,0,
673,tiage_dial_044,8,agent,do you like adventure i do,4,0,
674,tiage_dial_044,9,user,"i like fast cars , nascar was what my father did !",4,1,
675,tiage_dial_044,10,agent,awesome does he like to go to germany,5,0,
676,tiage_dial_044,11,user,"oh , of course , it is beautiful there !",5,0,
677,tiage_dial_044,12,agent,maybe he can skydive to see a better view,5,0,
678,tiage_dial_044,13,user,ha ha ! that would be great ! you skydive ?,5,0,
679,tiage_dial_044,14,user,i want to but no highest i got was rollercoasters,5,1,
680,tiage_dial_045,1,user,i just finished spending some time watching birdy fly with my cats .,0,1,
681,tiage_dial_045,2,agent,hello i am sara who are you,1,0,
682,tiage_dial_045,3,user,i am just an old man with rainbow hair,1,0,
683,tiage_dial_045,4,agent,i am 7 and i have powers that no one knows about,1,0,
684,tiage_dial_045,5,user,i have powers too as an animal activist !,1,0,
685,tiage_dial_045,6,agent,i can make the whole world pause ! freeze time,1,1,
686,tiage_dial_045,7,user,"that makes me kind of depressed , but not as much as holidays do",2,0,
687,tiage_dial_045,8,agent,awe i love christmas you do not like it ?,2,0,
688,tiage_dial_045,9,user,no because nobody comes to visit me i spend it alone,2,0,
689,tiage_dial_045,10,agent,awe i am lonely a lot too i live in a orphanage,2,0,
690,tiage_dial_045,11,user,"that is very unfortunate of you , maybe you should come live with me !",2,0,
691,tiage_dial_045,12,agent,do you have room for me ?,2,0,
692,tiage_dial_045,13,user,yeah i have a house with 3 bedrooms and i am the only one here,2,0,
693,tiage_dial_045,14,agent,wow that is a huge house,2,0,
694,tiage_dial_045,15,user,yeah i would love some company !,2,0,
695,tiage_dial_045,16,user,you would not be scared of my super powers,2,1,
696,tiage_dial_046,1,user,"hello , how are you today ?",0,0,
697,tiage_dial_046,2,agent,"not bad at all , rain got in the way though . how are you ?",0,0,
698,tiage_dial_046,3,user,i am doing well . where is it raining ?,0,1,
699,tiage_dial_046,4,agent,ma . i was gonna finish a roof today . at least the cats will not miss me,1,0,
700,tiage_dial_046,5,user,"my cat just got out , i hope she comes home soon the streets are busy .",1,0,
701,tiage_dial_046,6,agent,"ooh , if one of mine got out i would panic .",1,0,
702,tiage_dial_046,7,user,ya the streets of bejing are not kind to a little kitten .,1,0,
703,tiage_dial_046,8,agent,"i will say , hope you find her soon . so otherwise how is your day ?",1,0,
704,tiage_dial_046,9,user,it was pretty decent . i won my ping pong match .,1,0,
705,tiage_dial_046,10,agent,"i am terrible at that game , give me a hammer not a paddle",1,0,
706,tiage_dial_046,11,user,what other kinds of things do you fix .,1,0,
707,tiage_dial_046,12,agent,"i build houses , sometimes i fix them , have my dads genes .",1,0,
708,tiage_dial_046,13,user,maybe i do too . he is an electrician i pay electric guitar .,1,0,
709,tiage_dial_046,14,user,"close enough i suppose , my dad put a hammer in my hand at 2 .",1,1,
710,tiage_dial_047,1,user,"hello , how are you ? did you major in chemistry too ?",0,0,
711,tiage_dial_047,2,agent,i am angry . my parents keep making me go to school even though i hate it,0,0,
712,tiage_dial_047,3,user,"omg me too ! i graduated , but ended up working at a bookstore !",0,0,
713,tiage_dial_047,4,agent,dose your bookstore sell p o box ? i know some do and i love it .,0,0,
714,tiage_dial_047,5,user,"sorry , no , and they went out of business . it was a weird fashion hipster place .",0,1,
715,tiage_dial_047,6,agent,i do not have that many friends to play with anyways . how old are you ?,1,0,
716,tiage_dial_047,7,user,i am 35 . but i still go dancing on the weekends ! how old are you ?,1,0,
717,tiage_dial_047,8,agent,12 . i want to leave school as soon as i am old enough .,1,1,
718,tiage_dial_047,9,user,do you have a hobby ? mine is competing in dog agility . makes the time pass . . .,2,0,
719,tiage_dial_047,10,agent,i stay away from other girls that are jealous of my long red hair and blue eyes,2,0,
720,tiage_dial_047,11,user,"good decision ! i usually do not care about fashion , but i like doing hair color .",2,0,
721,tiage_dial_047,12,agent,oh cool . have you done anything else fun ?,2,0,
722,tiage_dial_047,13,user,i bleached my hair . black now blond . just hate that orange between the two bleaches .,2,0,
723,tiage_dial_047,14,user,i do not bleach my hair . mine is natural and goes down to my waist,2,1,
724,tiage_dial_048,1,user,"hi how are you , i am from a small area , where are you from ?",0,0,
