dial_id,turn_start,turn_end,topic_ids,word_count,window_text,drift_label
dialseg711_dial_638,31,32,[4],76,"Sure. can i just get the travel time and departure time please Sure. can i just get the travel time and departure time please Train TR2547 arrives at Stansted Airport Thursday at 8:08. Travel time is 28 minutes, and you would leave at 7:40. Can I book it for you? Train TR2547 arrives at Stansted Airport Thursday at 8:08. Travel time is 28 minutes, and you would leave at 7:40. Can I book it for you?",0
dialseg711_dial_286,12,12,[2],38,There are no Latin American restaurants in the centre. Would you like information about a different style of food? There are no Latin American restaurants in the centre. Would you like information about a different style of food?,0
dialseg711_dial_082,13,30,"[1, 3]",111,"Is there another hotel available that will accommodate my stay? Is there another hotel available that will accommodate my stay? Sure. Same parameters, please. Sure. Same parameters, please. Are you sure there is nothing available? Will you double check? Are you sure there is nothing available? Will you double check? Good news. I checked again at the Huntingdon Marriott, and they were able to accommodate your party. Your reference number is 1H7F4GBJ. Good news. I checked again at the Huntingdon Marriott, and they were able to accommodate your party. Your reference number is 1H7F4GBJ. Stanford Shopping Center is located at 773 Alger Dr. Do you want me to set the GPS?",1
dialseg711_dial_082,30,32,"[3, 4]",33,"Stanford Shopping Center is located at 773 Alger Dr. Do you want me to set the GPS? It's address is Parkside, Cambridge with Postcode CB11JG. It's address is Parkside, Cambridge with Postcode CB11JG.",1
dialseg711_dial_593,5,19,"[1, 2, 4]",94,show me the route to coffee shop show me the route to coffee shop Yes Teavana is the only place close to you at 2 miles away located at 145 Amherst St. Do you want me to set the GPS? Yes Teavana is the only place close to you at 2 miles away located at 145 Amherst St. Do you want me to set the GPS? reminder has been set reminder has been set What is the date and time of my optometrist appointment? What is the date and time of my optometrist appointment?,1
dialseg711_dial_394,5,28,"[0, 2, 4]",106,"What is the address? What is the address? Yes! Yu Garden is a wonderful Chinese restaurant that will meet your needs. Would you like a table there, or perhaps just the address? Yes! Yu Garden is a wonderful Chinese restaurant that will meet your needs. Would you like a table there, or perhaps just the address? A black Audi will pick you up at Charlie Chan to leave at 12:15 and get you over to Cotto. Their contact # is: 07928872088 A black Audi will pick you up at Charlie Chan to leave at 12:15 and get you over to Cotto. Their contact # is: 07928872088",0
dialseg711_dial_131,9,16,"[1, 2, 3]",52,Can I get the postcode? Can I get the postcode? Absolutely! The postcode is CB11JG. Absolutely! The postcode is CB11JG. Ugh okay well find me the quickest route please. Ugh okay well find me the quickest route please. Sure! when would you like to arrive? Sure! when would you like to arrive?,1
dialseg711_dial_492,6,18,"[0, 1, 2]",116,"They both have free parking. Would you like to book at Ashley hotel or Lovell lodge? They both have free parking. Would you like to book at Ashley hotel or Lovell lodge? There will be 6 of us arriving on Sunday, and we need to stay for 4 nights. There will be 6 of us arriving on Sunday, and we need to stay for 4 nights. Thanks, do they have a children's oncology and haematology department? Thanks, do they have a children's oncology and haematology department? No, that's all I needed to know. Thank you. No, that's all I needed to know. Thank you. Where will you be departing from? Where will you be departing from?",0
dialseg711_dial_492,24,24,[2],46,I have booked a taxi for you at 05:45. The car type is a blue lexus and the contact number is: 07791528384 . I have booked a taxi for you at 05:45. The car type is a blue lexus and the contact number is: 07791528384 .,1
dialseg711_dial_240,8,21,"[1, 2, 3]",88,"No problem. How does the Funky Fun House sound? It is standard entertainment and it is located at 8 mercers row, mercers row industrial estate. No problem. How does the Funky Fun House sound? It is standard entertainment and it is located at 8 mercers row, mercers row industrial estate. No, the weather in Brentwood will be hot on Wednesday No, the weather in Brentwood will be hot on Wednesday Awesome, thank you Awesome, thank you Thank you, that will be all. Thank you, that will be all.",1
dialseg711_dial_250,4,11,"[0, 1]",86,"Tandoori Palace is in the West part of town, located at 68 Histon Road, Chesterton. Can I make a reservation for you? Tandoori Palace is in the West part of town, located at 68 Histon Road, Chesterton. Can I make a reservation for you? There is a Starbucks 4 miles away. There is a Starbucks 4 miles away. Pick a route to avoid all heavy traffic and let's go there, thank you! Pick a route to avoid all heavy traffic and let's go there, thank you!",0
dialseg711_dial_434,6,6,[0],8,You're welcome; drive carefully. You're welcome; drive carefully.,1
dialseg711_dial_318,5,28,"[0, 1, 3]",102,"I'll pass on the Pizza Hut. Yuck. Let's go with Frankie & Benny's. Can I get a table for 1 on Sunday at 12:15 please? I'll pass on the Pizza Hut. Yuck. Let's go with Frankie & Benny's. Can I get a table for 1 on Sunday at 12:15 please? I'm looking for a place to stay. I'd like a hotel, not a guesthouse, and I don't care about internet. I'm looking for a place to stay. I'd like a hotel, not a guesthouse, and I don't care about internet. Do you need any further assistance? Do you need any further assistance?",1
dialseg711_dial_261,2,18,"[0, 1, 2, 3]",119,"We're 6 miles away from Dish Parking We're 6 miles away from Dish Parking Sure. Do any of those have free parking? Sure. Do any of those have free parking? Could you give me the address and postcode of the Warkworth House please? Could you give me the address and postcode of the Warkworth House please? Absolutely. It is in Warkworth Terrace, postcode cb11ee. Absolutely. It is in Warkworth Terrace, postcode cb11ee. Where can I get some tea. Where can I get some tea. I have a place called Philz that serves tea. Would you like more info? I have a place called Philz that serves tea. Would you like more info? And when would you like to leave?",1
dialseg711_dial_261,18,18,[3],7,And when would you like to leave?,0
dialseg711_dial_519,2,13,"[0, 2]",38,"Where is your departure from? Where is your departure from? I am going to Cambridge from Leicester. And, yes, please book it for me. I am going to Cambridge from Leicester. And, yes, please book it for me.",0
dialseg711_dial_597,5,14,"[1, 3]",50,"Set a reminder for my football activity at 3pm this Tuesday, with mother. Set a reminder for my football activity at 3pm this Tuesday, with mother. Booking completed! Booked car type : red bmw Contact number : 07276200225 Booking completed! Booked car type : red bmw Contact number : 07276200225",0
dialseg711_dial_479,7,17,"[1, 2]",52,"I want a Moderate price range please. I want a Moderate price range please. No thanks, I'd like to give them a call instead. What is their phone number? No thanks, I'd like to give them a call instead. What is their phone number? Cleveland, please Cleveland, please Thank you! Thank you!",0
dialseg711_dial_500,9,15,[1],42,I would like a restaurant in the centre and in the moderate price range. I would like a restaurant in the centre and in the moderate price range. Just 1 person at 13:15 on thursday Just 1 person at 13:15 on thursday,0
dialseg711_dial_234,15,25,"[2, 4]",36,"Sure, let's try the north instead please Sure, let's try the north instead please Hi, can you help me find a moderately priced 3-star accomadation? Hi, can you help me find a moderately priced 3-star accomadation?",0
dialseg711_dial_077,4,12,"[1, 2, 3]",40,What is the address? What is the address? The phone number is 01223358966. Can I help you find anything else? The phone number is 01223358966. Can I help you find anything else? What is the address? What is the address?,0
dialseg711_dial_096,18,23,"[1, 2]",54,cb18dw is their postcode. cb18dw is their postcode. I'd love to find an Asian Oriental restaurant. Something moderately priced. I'd love to find an Asian Oriental restaurant. Something moderately priced. Yes please book it for 3 people on Sunday at 14:45 please. Yes please book it for 3 people on Sunday at 14:45 please.,1
dialseg711_dial_551,5,42,"[0, 2, 3, 4]",119,"I am in Cambridge traveling to Stevanage on Saturday. I want to arrive in stevenage by 12:45. I am in Cambridge traveling to Stevanage on Saturday. I want to arrive in stevenage by 12:45. Ok, great. Thanks! Ok, great. Thanks! Thank you for using our services, do you need any further assistance? Thank you for using our services, do you need any further assistance? Are there any Australian food places in the south part of town? Are there any Australian food places in the south part of town? Certainly, the contact number is 07809487521. Is there anything else? Certainly, the contact number is 07809487521. Is there anything else? OK, and what day and time would you like that reservation?",1
dialseg711_dial_551,42,43,[4],57,"OK, and what day and time would you like that reservation? I'd like to make a reservation for Saturday at 11:45. And there has been a change in plans, I will be dining alone. I'd like to make a reservation for Saturday at 11:45. And there has been a change in plans, I will be dining alone.",0
dialseg711_dial_560,3,28,"[0, 1, 2, 4]",108,"I would like to be picked up from golden house. I would like to be picked up from golden house. No problem, your ticket is booked. The reference number is 69URTU8A. No problem, your ticket is booked. The reference number is 69URTU8A. Hello, I can provide the post code for you; it is CB11JG. You can also call them at 01223358966 for more detailed directions. Hello, I can provide the post code for you; it is CB11JG. You can also call them at 01223358966 for more detailed directions. There will not be frost during the weekend in Boston. There will not be frost during the weekend in Boston.",1
dialseg711_dial_179,3,28,"[0, 4]",106,"Brentwood please Brentwood please There are several in the moderate price range and one that is cheap. Does price matter? There are several in the moderate price range and one that is cheap. Does price matter? No, it doesn't. What place would you recommend? No, it doesn't. What place would you recommend? I recommend Worth House because it is in the cheap price range and has a high rating. Do you want me to book Worth House for you? I recommend Worth House because it is in the cheap price range and has a high rating. Do you want me to book Worth House for you?",0
dialseg711_dial_568,1,3,[0],124,"Yeah, I'm looking for a room. Do you offer anything in the southern part of town? Yeah, I'm looking for a room. Do you offer anything in the southern part of town? I have four places with rooms in the south. 1 is cheap, 2 are moderate, and 1 is expensive. Do you have a particular price range? I have four places with rooms in the south. 1 is cheap, 2 are moderate, and 1 is expensive. Do you have a particular price range? I am looking for something in the moderate price range with free wifi and doesn't need to have free parking. I am looking for something in the moderate price range with free wifi and doesn't need to have free parking.",0
dialseg711_dial_568,6,25,"[0, 3, 4]",110,"Sure, I can book the Bridge Guest House. How many people will be staying with you and when will you be arriving and leaving? Sure, I can book the Bridge Guest House. How many people will be staying with you and when will you be arriving and leaving? I got injured and I am looking for a hospital nearby. the hospital should have a neurology department I got injured and I am looking for a hospital nearby. the hospital should have a neurology department I need the address and postcode. I need the address and postcode. Yes and the address, as well. Thanks. Yes and the address, as well. Thanks.",0
dialseg711_dial_599,26,30,[4],96,We are 6 miles away from Ravenswood Shopping Center: would you like me to send its address on your map? We are 6 miles away from Ravenswood Shopping Center: would you like me to send its address on your map? Sounds perfect. Sounds perfect. Ravenswood Shopping Center is located at 434 Arastraero Road. Ravenswood Shopping Center is located at 434 Arastraero Road. Thanks set the GPS please. Thanks set the GPS please. Setting GPS to destination; there is currently no traffic on the route. Setting GPS to destination; there is currently no traffic on the route.,0
dialseg711_dial_267,7,12,"[2, 3]",38,What time and date do you have for my football activity? What time and date do you have for my football activity? It should not rain in Compton on Wednesday. It should not rain in Compton on Wednesday.,1
dialseg711_dial_644,1,13,"[0, 3]",86,"Yes I need the nearest police station, I was in a car accident. Yes I need the nearest police station, I was in a car accident. We have 5 locations that match your criteria. What area of town would you like it in? We have 5 locations that match your criteria. What area of town would you like it in? I would like it to be in the east area of town please. I would like it to be in the east area of town please.",0
dialseg711_dial_242,2,27,"[0, 2, 4]",74,"There is Dominos, it's 2 miles away and with no traffic on our way There is Dominos, it's 2 miles away and with no traffic on our way Do you need to arrive by a certain time? Do you need to arrive by a certain time? Mmm, no, I wanted some route with no traffic... Is it the only option? Mmm, no, I wanted some route with no traffic... Is it the only option?",0
dialseg711_dial_321,4,18,"[0, 1, 2, 4]",102,"Curry garden has good reviews, would you like to book there? Curry garden has good reviews, would you like to book there? Sure. Your reference number is QLMRQ3H2. Anything else? Sure. Your reference number is QLMRQ3H2. Anything else? I need the address for the Parkside police station. I need the address for the Parkside police station. Do you know what time you would like to arrive? Do you know what time you would like to arrive? I have a couple listings for tea places. Which are you interested in? I have a couple listings for tea places. Which are you interested in?",1
dialseg711_dial_586,19,22,[4],32,I would really like something expensive. I would really like something expensive. Do you want a cheap hotel or a cheap guesthouse? Do you want a cheap hotel or a cheap guesthouse?,0
dialseg711_dial_398,18,30,"[3, 4]",48,"The address is 773 Alger Dr, I sent it on your screen The address is 773 Alger Dr, I sent it on your screen No that's the closest and fastest available. No that's the closest and fastest available. The contact number is: 07720856341. The contact number is: 07720856341.",0
dialseg711_dial_127,1,28,"[0, 2, 3, 4]",120,"Can you help me find a hotel called Alpha-Milton Guest House? Can you help me find a hotel called Alpha-Milton Guest House? I am looking for a place to dine. The restaurant should be expensive and should serve Chinese food. I am looking for a place to dine. The restaurant should be expensive and should serve Chinese food. I believe I would like Worth house. I believe I would like Worth house. That`s fine. What is their address, please? That`s fine. What is their address, please? I need a train that leaves on Wednesday with an arrival of 12:30. I need a train that leaves on Wednesday with an arrival of 12:30. Where will you be travelling to and from?",0
dialseg711_dial_127,28,28,[4],8,Where will you be travelling to and from?,0
dialseg711_dial_449,1,19,"[0, 1, 3]",68,"schedule a work meeting for the conference room this tuesday at 10 schedule a work meeting for the conference room this tuesday at 10 The latest train arrives at 17:52 on a Wednesday, departs at 17:35 and the cost of the ticket is 4.40 pounds. The latest train arrives at 17:52 on a Wednesday, departs at 17:35 and the cost of the ticket is 4.40 pounds. Schedule Schedule",1
dialseg711_dial_574,1,23,"[0, 3, 4]",122,"what is the weather supposed to be like for the next week what is the weather supposed to be like for the next week I just double checked and there is a medicine for the elderly department at Addenbookes Hospital. They can be reached at 01223245151. I just double checked and there is a medicine for the elderly department at Addenbookes Hospital. They can be reached at 01223245151. The postcode is CB20QQ. The postcode is CB20QQ. Is there anything else you need help with? Is there anything else you need help with? I need to find a guesthouse with a 3 star rating I need to find a guesthouse with a 3 star rating Please book the Hamilton Lodge, for 6 people.",1
dialseg711_dial_574,23,29,[4],54,"Please book the Hamilton Lodge, for 6 people. Can you try the same parameters at another hotel? Can you try the same parameters at another hotel? The are does not matter, just three stars and wifi at a guesthouse please. The are does not matter, just three stars and wifi at a guesthouse please.",0
dialseg711_dial_121,2,2,[1],32,Please give me the address and directions via the quickest route to the nearest gas station. Please give me the address and directions via the quickest route to the nearest gas station.,0
dialseg711_dial_420,14,31,"[1, 2, 4]",72,"Their postcode is cb21su. Is there anything else you need help with today? Their postcode is cb21su. Is there anything else you need help with today? Hi I am looking to get some info on the aylesbray lodge guest house Hi I am looking to get some info on the aylesbray lodge guest house Thank you, That is all I will need today. Thank you, That is all I will need today.",1
dialseg711_dial_265,3,26,"[0, 2]",72,"Not really. But it should be in the North. Not really. But it should be in the North. I would really like a four star guesthouse in the north area, I don't need parking. I would really like a four star guesthouse in the north area, I don't need parking. The postcode is cb41er. Can I help you with anything else? The postcode is cb41er. Can I help you with anything else?",0
dialseg711_dial_298,5,10,"[1, 2]",34,"I am looking for the Addenbrookes Hospital, can you please help me? I am looking for the Addenbrookes Hospital, can you please help me? which offers wifi for free? which offers wifi for free?",0
dialseg711_dial_011,2,15,"[0, 1, 2]",102,I have a train leaving at 12:36 and arriving at 13:55. Is that ok? I have a train leaving at 12:36 and arriving at 13:55. Is that ok? I need a booking for 4 people. I need a booking for 4 people. I've done that. The price will be 14.08 GBP payable at the station. Your reference number is IR7HSMG4. Any else I can do for you? I've done that. The price will be 14.08 GBP payable at the station. Your reference number is IR7HSMG4. Any else I can do for you? I'm going to the nirala. I'm going to the nirala.,1
dialseg711_dial_011,16,16,[2],48,"Great, you are all set. A yellow honda has been booked and the contact number is 07621058499. Can I help with anything else today? Great, you are all set. A yellow honda has been booked and the contact number is 07621058499. Can I help with anything else today?",1
dialseg711_dial_670,3,28,"[0, 1, 4]",106,"I'm coming from sesame restaurant and bar. I'm coming from sesame restaurant and bar. There are several 4-star guesthouses with wi-fi in the moderate price range. Would you prefer to stay in the east or the northern part of town? There are several 4-star guesthouses with wi-fi in the moderate price range. Would you prefer to stay in the east or the northern part of town? 2UOVP3E0 is your confirmation, may I get you anything else? 2UOVP3E0 is your confirmation, may I get you anything else? Unfortunately none of those places exist here. Any other preferences? Unfortunately none of those places exist here. Any other preferences?",1
dialseg711_dial_354,8,19,"[2, 4]",30,"The address is 53 University Av and I am setting GPS presently. The address is 53 University Av and I am setting GPS presently. West, if possible. West, if possible.",1
dialseg711_dial_422,3,18,"[0, 2, 3]",114,"Please send me its address on screen and pick the quickest route for me Please send me its address on screen and pick the quickest route for me Tell me if it will rain in Seattle over the next few days Tell me if it will rain in Seattle over the next few days The Jesus Green Outdoor Pool is a swimmingpool on the north end of the city. We don't have any information regarding their entrance fee, but their phone number if 01223302579. The Jesus Green Outdoor Pool is a swimmingpool on the north end of the city. We don't have any information regarding their entrance fee, but their phone number if 01223302579.",1
dialseg711_dial_288,3,15,"[0, 1, 3]",40,Will it be humid in Corona next week? Will it be humid in Corona next week? doctor's appointment is on monday at 7pm doctor's appointment is on monday at 7pm find route to the hospital find route to the hospital,0
dialseg711_dial_124,9,16,"[2, 3]",124,"Where can I get groceries? Where can I get groceries? I have a grocery store 1 mile away. Would you like info on it? I have a grocery store 1 mile away. Would you like info on it? Okay, the route to Whole Foods located at 819 Alma Dr is 1 mile away with moderate traffic. Okay, the route to Whole Foods located at 819 Alma Dr is 1 mile away with moderate traffic. I have narrowed it down to 4 options. I have 2 cheaper ones that are guesthouses, and 2 expensive hotels. Do you have a preference? I have narrowed it down to 4 options. I have 2 cheaper ones that are guesthouses, and 2 expensive hotels. Do you have a preference?",1
dialseg711_dial_124,21,29,"[3, 4]",38,"Just to verify, the University Arms offers free WiFi and free parking? Just to verify, the University Arms offers free WiFi and free parking? I need a table for 3 people. I need a table for 3 people.",0
dialseg711_dial_273,1,12,"[0, 1, 2]",60,I need to book a train for Monday from Ely to Cambridge to arrive by 14:00 for 6 people. I need to book a train for Monday from Ely to Cambridge to arrive by 14:00 for 6 people. Thursday please. Thursday please. What city do you need the weather forecast for? What city do you need the weather forecast for?,0
dialseg711_dial_601,2,35,"[0, 1, 4]",106,"Stanford Shopping Center is 2 miles away at 773 Alger Dr. Stanford Shopping Center is 2 miles away at 773 Alger Dr. I'm glad I could be of assistance. Good day. I'm glad I could be of assistance. Good day. Does it have parking? Does it have parking? I'm sorry there is no availability for 2 nights from Monday, would you like me to try a different date or a different hotel? I'm sorry there is no availability for 2 nights from Monday, would you like me to try a different date or a different hotel? How about one night only? How about one night only?",1
dialseg711_dial_069,5,22,"[0, 1, 2]",120,"The hotel should be in the moderate price range and should include free wifi. The hotel should be in the moderate price range and should include free wifi. Which is the best one with the quickest route? Which is the best one with the quickest route? Yes, la raza is a restaurant serving spanish food in the cheap price range. It is located at 4 - 6 Rose Crescent. Would you like a reservation? Yes, la raza is a restaurant serving spanish food in the cheap price range. It is located at 4 - 6 Rose Crescent. Would you like a reservation? All right, I've made a reservation. Your reference number is OOG9KQ5V. What else can I do for you?",0
dialseg711_dial_069,22,22,[2],18,"All right, I've made a reservation. Your reference number is OOG9KQ5V. What else can I do for you?",0
dialseg711_dial_657,10,28,"[1, 2, 3, 4]",104,"Shell is located at 53 University Av. Shell is located at 53 University Av. Hobsons House is a guesthouse in the west part of town, it is moderately priced with 3 stars, internet and parking. Would you like more information? Hobsons House is a guesthouse in the west part of town, it is moderately priced with 3 stars, internet and parking. Would you like more information? I am going to wandlebury country park. I am going to wandlebury country park. Certainly. Alexander bed and breakfast and Rosa's bed and breakfast are two of our best kept secrets, offering 4 star quality at inexpensive prices.",1
dialseg711_dial_657,28,32,[4],78,"Certainly. Alexander bed and breakfast and Rosa's bed and breakfast are two of our best kept secrets, offering 4 star quality at inexpensive prices. Unfortunately, I was not able to make a booking for that. We could try for another day or see if they have availability for a shorter stay. Unfortunately, I was not able to make a booking for that. We could try for another day or see if they have availability for a shorter stay.",0
dialseg711_dial_031,11,11,[1],14,Thank you. Can I have the postcode? Thank you. Can I have the postcode?,0
dialseg711_dial_472,9,9,[2],50,Hi. I would like to book a taxi to the Chiquito Restaurant Bar. I will need to be picked up at the Ely Train Station. Hi. I would like to book a taxi to the Chiquito Restaurant Bar. I will need to be picked up at the Ely Train Station.,0
dialseg711_dial_093,2,23,"[0, 3, 4]",76,"I have many options for you - what's your price range or the area you're looking in? I have many options for you - what's your price range or the area you're looking in? Yes, Indian food! Very good. Would you like me to make a reservation? Yes, Indian food! Very good. Would you like me to make a reservation? What day and time is my lab appointment? What day and time is my lab appointment?",1
dialseg711_dial_046,18,27,"[1, 2]",116,Okay thank you and have a great day! Okay thank you and have a great day! I am looking for a place to stay. The hotel should be in the type of guesthouse and doesn't need to include internet I am looking for a place to stay. The hotel should be in the type of guesthouse and doesn't need to include internet I have located 15 guesthouse types in the moderate price range. Do you have a preference for a particular area of town? I have located 15 guesthouse types in the moderate price range. Do you have a preference for a particular area of town? Does it have free wifi? Does it have free wifi?,1
dialseg711_dial_453,1,19,"[0, 4]",38,I need the address for the Parkside police station I need the address for the Parkside police station What is the date and time of my doctor appointment? What is the date and time of my doctor appointment?,0
dialseg711_dial_157,3,27,"[0, 2, 3]",110,"What is their address? What is their address? Sorry, I just found it, 56 cadwell street, I set the GPS to get there and don't worry, there is no traffic now! Sorry, I just found it, 56 cadwell street, I set the GPS to get there and don't worry, there is no traffic now! No problem No problem Let's go ahead and make a reservation. I'll be arriving Tuesday and would like to stay 5 nights. There will be 7 people in my group. Let's go ahead and make a reservation. I'll be arriving Tuesday and would like to stay 5 nights. There will be 7 people in my group.",0
dialseg711_dial_388,1,12,"[0, 1]",94,Hi! I would like to book a taxi that will take me to Pizza Hut Cherry Hinton. I will be departing from Parkside Pools. Hi! I would like to book a taxi that will take me to Pizza Hut Cherry Hinton. I will be departing from Parkside Pools. Train TR3207 is booked for 6 people. The reference number is BAAL6J4H and the total fee is 113.28 GBP payable at the station. Train TR3207 is booked for 6 people. The reference number is BAAL6J4H and the total fee is 113.28 GBP payable at the station.,1
dialseg711_dial_528,8,25,"[1, 2, 3]",115,"Ok. The acorn guest house is in the north part of town in the moderate price range. Would that work? Ok. The acorn guest house is in the north part of town in the moderate price range. Would that work? Sorry, it was unavailable at that time. Perhaps you might want another day or a shorter stay? Sorry, it was unavailable at that time. Perhaps you might want another day or a shorter stay? Hi. I'm looking for a train from ely to cambridge, if there is one. Hi. I'm looking for a train from ely to cambridge, if there is one. That would be fine. Can I have their postcode and phone number please?",0
dialseg711_dial_528,25,35,"[3, 4]",41,"That would be fine. Can I have their postcode and phone number please? I don't need a reservation just yet, but can you give me the address? I don't need a reservation just yet, but can you give me the address?",0
dialseg711_dial_276,4,25,"[0, 1, 2, 3]",115,"A red lexus will pick you up by 21:00. Your contact number is 07323820078. A red lexus will pick you up by 21:00. Your contact number is 07323820078. Would you prefer a museum or a nightclub? Would you prefer a museum or a nightclub? The phone number is 01223464646. What else can I assist with? The phone number is 01223464646. What else can I assist with? You are booked for a red lexus with the contact number 07866626052. You are booked for a red lexus with the contact number 07866626052. Is it in the moderate range? Is it in the moderate range? What is the star rating of this guest house, address and phone number?",1
dialseg711_dial_276,25,29,"[3, 4]",73,"What is the star rating of this guest house, address and phone number? The star rating is 4. Their phone number is 01223353888. The address is 154 chesterton road, postcode cb41da. The star rating is 4. Their phone number is 01223353888. The address is 154 chesterton road, postcode cb41da. What is the time of my swimming activity and who is attending? What is the time of my swimming activity and who is attending?",0
dialseg711_dial_109,4,18,"[0, 1, 2]",118,"I was able to successfully book that for you. Your reference number is MXWS56BV. Is there anything else I can assist you with? I was able to successfully book that for you. Your reference number is MXWS56BV. Is there anything else I can assist you with? Nope, that'll do it! Thank you for all your help! Nope, that'll do it! Thank you for all your help! The forecast for Exeter calls for clouds on Saturday. The forecast for Exeter calls for clouds on Saturday. The train ID is TR9588 and the cost is 14.08 pounds. Can I book that for you? The train ID is TR9588 and the cost is 14.08 pounds. Can I book that for you?",1
dialseg711_dial_109,19,19,[3],20,what's the temperature going to be like today and tomorrow what's the temperature going to be like today and tomorrow,0
dialseg711_dial_512,1,8,[0],120,"Can you help me find a college in the centre of town? Can you help me find a college in the centre of town? Which is the best college in the Centre and how can I contact them by phone? Which is the best college in the Centre and how can I contact them by phone? Please recommend one in the centre and I would also like the phone number. Please recommend one in the centre and I would also like the phone number. Of course, their phone number is 01223334900. Is there anything else that I can help you with today? Of course, their phone number is 01223334900. Is there anything else that I can help you with today?",1
dialseg711_dial_512,16,24,"[2, 3]",86,The closest Chinese restaurant is 4 miles away. The closest Chinese restaurant is 4 miles away. What is the address? What is the address? I need a taxi to pick me up at curry king. I need a taxi to pick me up at curry king. A white BMW will pick you up and the contact number is 07606671583. Can I help with anything else today? A white BMW will pick you up and the contact number is 07606671583. Can I help with anything else today?,1
dialseg711_dial_203,11,35,"[1, 3, 4]",58,"Thanks so much for your help. That's just what I needed. Thanks so much for your help. That's just what I needed. I have 8 options. Guesthouse for all of them. Do you have a price range preference? I have 8 options. Guesthouse for all of them. Do you have a price range preference? 8, please 8, please",0
dialseg711_dial_701,3,30,"[0, 3, 4]",120,"I would like for the place to be 0 stars but has to include free wifi and free parking. I would like for the place to be 0 stars but has to include free wifi and free parking. Is that in the expensive price range? Is that in the expensive price range? Do you have any other options for expensive Chinese, and can you make sure that have a number and address listed as well. Do you have any other options for expensive Chinese, and can you make sure that have a number and address listed as well. Sure! The address is regent street and the postcode is cb21ad. Sure! The address is regent street and the postcode is cb21ad.",0
dialseg711_dial_537,5,26,"[0, 2, 4]",60,"no, I don't care about that. Surprise me! no, I don't care about that. Surprise me! Is there any within 2 miles? Is there any within 2 miles? Pizza My Heart is at 528 Anton Ct, directions are on the screen. Pizza My Heart is at 528 Anton Ct, directions are on the screen. my lab appointment my lab appointment",1
dialseg711_dial_438,2,24,"[0, 2, 4]",80,"There are several in that price range at the centre. What type of food would you like? There are several in that price range at the centre. What type of food would you like? I need the arrival time I need the arrival time The arrival time is 16:08. The arrival time is 16:08. Yes, can I please have the reference number as well for the booking? Yes, can I please have the reference number as well for the booking?",1
dialseg711_dial_515,11,31,"[1, 3]",86,"Yes, please try 5-star hotels with free parking. Yes, please try 5-star hotels with free parking. The centre will be fine. Thank you. The centre will be fine. Thank you. I'm looking for an Italian restaurant on the south side of town. I'm looking for an Italian restaurant on the south side of town. Great! I'd like a table at Frankie and Bennys for 7 people at 14:00 on Friday. Great! I'd like a table at Frankie and Bennys for 7 people at 14:00 on Friday.",0
dialseg711_dial_006,5,25,"[1, 4]",40,"I need a taxi to go to cambridge punter. I need a taxi to go to cambridge punter. I don't have a preference, actually. Which one do you recommend? I don't have a preference, actually. Which one do you recommend?",0
dialseg711_dial_038,1,10,"[0, 1]",58,I need help finding a train leaving Cambridge after 20:45. I need help finding a train leaving Cambridge after 20:45. You are all set for 13:15 Monday. Your reference number is 36NIKCYF. Can I help you with anything else? You are all set for 13:15 Monday. Your reference number is 36NIKCYF. Can I help you with anything else?,1
dialseg711_dial_456,4,14,"[0, 2]",76,"How about finches bed and breakfast? How about finches bed and breakfast? id apreciate if thats offered id apreciate if thats offered Unfortunately, I don't happen to show any restaurants that meet that criteria. Would you like me to try looking for a different price range or cuisine type? Unfortunately, I don't happen to show any restaurants that meet that criteria. Would you like me to try looking for a different price range or cuisine type?",0
dialseg711_dial_383,15,15,[4],28,"There is no traffic, so I will display those directions to those GPS now. There is no traffic, so I will display those directions to those GPS now.",0
dialseg711_dial_665,12,31,"[1, 4]",78,"Okay you've been rebooked into a grey toyota. Okay you've been rebooked into a grey toyota. Price is 13.28 pounds and the ride is 88 minutes. Shall I get you some tickets? Price is 13.28 pounds and the ride is 88 minutes. Shall I get you some tickets? No, I'm not ready to book yet. Thanks for your help. I am all set. No, I'm not ready to book yet. Thanks for your help. I am all set.",0
dialseg711_dial_049,10,23,"[3, 4]",116,"I have eight results. Do you need free parking? I have eight results. Do you need free parking? Not really, and I'm not really concerned with wifi either. Which one do you recommend? Not really, and I'm not really concerned with wifi either. Which one do you recommend? Sorry about that! You are booked at the Acorn for 4 nights, starting Thursday ref #ZUC5SZAP. Can I be of any further assistance today? Sorry about that! You are booked at the Acorn for 4 nights, starting Thursday ref #ZUC5SZAP. Can I be of any further assistance today? Can you please give me the written address as well? Can you please give me the written address as well?",1
dialseg711_dial_569,7,8,[2],34,From where and to where will you travel? From where and to where will you travel? I would like to leave cambridge to bishops stortford I would like to leave cambridge to bishops stortford,0
dialseg711_dial_405,26,35,"[3, 4]",52,"No, can you just give me the address? No, can you just give me the address? I'll be heading to huntingdon marriott hotel. I'll be heading to huntingdon marriott hotel. The contact number is 07062991767. Do you have any other questions? The contact number is 07062991767. Do you have any other questions?",0
