,Unnamed: 0.2,Unnamed: 0,dial_id,turn_id,role,utterance,topic_id,segmentation_label,da,Unnamed: 0.1
10050,10050.0,1590,dialseg711_dial_054,11,user,I need to arrive at bishops stortford by 20:00.,2,0,,1590.0
10051,10051.0,17632,dialseg711_dial_646,23,user,I'm headed to saffron brasserie.,4,0,,17632.0
10052,10052.0,8792,dialseg711_dial_316,24,agent,I have two trains that will leave after 21:00. One leaves at 21:39 and one leaves at 23:39. Which would you prefer?,2,0,,8792.0
10053,10053.0,17283,dialseg711_dial_633,23,user,Is that on Tuesday? If so that would work. I'll need the train ID and price.,3,0,,17283.0
10054,10054.0,6130,dialseg711_dial_216,32,agent,The cambridge belfry meets your criteria! Would you like me to book that for you?,4,0,,6130.0
10055,10055.0,17889,dialseg711_dial_657,24,agent,"Your booking is complete, a blue tesla will be picking you up.",3,0,,17889.0
10056,10056.0,18402,dialseg711_dial_676,11,user,I am looking for a restaurant in the centre serving modern European food.,2,0,,18402.0
10057,10057.0,17234,dialseg711_dial_632,4,agent,You're leaving from cambridge going to cambridge?,0,0,,17234.0
10058,10058.0,5434,dialseg711_dial_193,21,user,That's great - can you give me the reference number?,3,0,,5434.0
10059,10059.0,5801,dialseg711_dial_205,16,agent,Where are you heading to from Cambridge?,3,0,,5801.0
10060,10060.0,17656,dialseg711_dial_647,21,user,"Ok, how about lebanese food?",3,0,,17656.0
10061,10061.0,2700,dialseg711_dial_093,24,agent,Your lab appointment is on the 10th at 7pm. Tom will also be there.,4,0,,2700.0
10062,10062.0,15143,dialseg711_dial_554,19,user,I am departing from The Missing Sock.,4,0,,15143.0
10063,10063.0,8395,dialseg711_dial_302,13,user,"No I wont be there at that one,why ?",2,0,,8395.0
10064,10064.0,11540,dialseg711_dial_419,1,user,I need to make a reservation at a hotel called El Shaddai,0,0,,11540.0
10065,10065.0,444,dialseg711_dial_015,21,user,What is the address for Keen?,2,0,,444.0
10066,10066.0,2003,dialseg711_dial_068,18,agent,"OK, and what day and time are you looking for?",2,0,,2003.0
10067,10067.0,3171,dialseg711_dial_111,12,agent,There will be no rain on Saturday in Grand Rapids.,1,1,,3171.0
10068,10068.0,10314,dialseg711_dial_373,19,user,I'll need a taxi to pick me up today after 02:45,3,0,,10314.0
10069,10069.0,10466,dialseg711_dial_379,6,agent,Is there a specific area you looking for?,1,0,,10466.0
10070,10070.0,1782,dialseg711_dial_061,16,agent,"The address is Hills Rd, Cambridge with a postcode of CB20QQ. Will there be anything else?",3,0,,1782.0
10071,10071.0,10058,dialseg711_dial_364,9,user,May I please have the postcode as well?,2,0,,10058.0
10072,10072.0,18278,dialseg711_dial_671,7,user,"No preference, I need it for 2 nights starting from Monday for 3 people, and I need a reference number please.",1,0,,18278.0
10073,10073.0,14772,dialseg711_dial_540,26,agent,There is Trader Joes 5 miles away: would you like to get more info?,3,0,,14772.0
10074,10074.0,9094,dialseg711_dial_328,3,user,I'm actually looking for a particular restaurant recommended to me by the name of royal spice.,0,0,,9094.0
10075,10075.0,10748,dialseg711_dial_390,12,agent,Palo Alto Garage R is 2 miles away.,2,0,,10748.0
10076,10076.0,14443,dialseg711_dial_530,11,user,Thank you for your help,1,0,,14443.0
10077,10077.0,4531,dialseg711_dial_159,28,agent,"Alright, I'll fix it for you",3,0,,4531.0
10078,10078.0,13934,dialseg711_dial_512,15,user,Where is the closest Chinese restaurant?,2,0,,13934.0
10079,10079.0,5241,dialseg711_dial_186,16,agent,What day and time would you like to travel?,4,0,,5241.0
10080,10080.0,17318,dialseg711_dial_634,24,agent,Alright I have a white ford for you. The contact number is 07314884392. Is there anything else you need?,3,1,,17318.0
10081,10081.0,16715,dialseg711_dial_612,15,user,Where would you like to know about the forecast for rain?,3,0,,16715.0
10082,10082.0,8227,dialseg711_dial_296,18,agent,I'm sorry this is the only route I am showing to the shopping center,2,1,,8227.0
10083,10083.0,10966,dialseg711_dial_398,4,agent,The postcode is CB11JG.,0,1,,10966.0
10084,10084.0,12474,dialseg711_dial_455,21,user,Do you have information on the Express by Holiday Inn Cambridge?,2,0,,12474.0
10085,10085.0,3395,dialseg711_dial_120,4,agent,"Great there are 70 trains, do you have a day or time?",0,0,,3395.0
10086,10086.0,8381,dialseg711_dial_301,31,user,Could I have the phone number for the Indian restaurant?,4,0,,8381.0
10087,10087.0,17879,dialseg711_dial_657,14,agent,Sure thing. The Hobsons House can be reached at 01223304906. Their postcode is cb39lh. Did you need assistance booking a reservation there?,2,0,,17879.0
10088,10088.0,6618,dialseg711_dial_236,38,agent,Thursday is not available.,4,0,,6618.0
10089,10089.0,1485,dialseg711_dial_051,4,agent,"What day will you be traveling, please?",0,0,,1485.0
10090,10090.0,3746,dialseg711_dial_132,26,agent,I have two Indian Restaurants and one Italian restaurant. Do you have a preference?,4,0,,3746.0
10091,10091.0,720,dialseg711_dial_024,32,agent,Tai Pan is 4 miles away.,4,0,,720.0
10092,10092.0,11150,dialseg711_dial_404,24,agent,What city are you interested in learning the weather for?,4,0,,11150.0
10093,10093.0,2808,dialseg711_dial_097,30,agent,What city do you want the weather for?,3,0,,2808.0
10094,10094.0,17560,dialseg711_dial_644,3,user,Look at the seven day forecast and see if it will be hot in oakland,1,0,,17560.0
10095,10095.0,18038,dialseg711_dial_662,9,user,What time is dinner and who is attending?,2,0,,18038.0
10096,10096.0,10540,dialseg711_dial_382,4,agent,"Yes. Does it matter what part of town? There is one on the south, one on the north, and one on the west.",0,0,,10540.0
10097,10097.0,16672,dialseg711_dial_610,28,agent,You should contact the taxi for an approximate time.,3,1,,16672.0
10098,10098.0,3693,dialseg711_dial_130,29,user,I'll also need the contact number.,4,0,,3693.0
10099,10099.0,6192,dialseg711_dial_219,4,agent,Your yoga class is at 1 pm,1,1,,6192.0
10100,10100.0,6100,dialseg711_dial_216,2,agent,"Yes, the hospital is located on Hills Rd, Cambridge. Would you like the phone number?",0,0,,6100.0
10101,10101.0,8725,dialseg711_dial_314,5,user,I need to leave after 19:30.,0,0,,8725.0
10102,10102.0,18677,dialseg711_dial_686,2,agent,What city do you want the forecast for?,0,0,,18677.0
10103,10103.0,5676,dialseg711_dial_201,10,agent,"The only hospital in town is the Addenbrookes Hospital, would you like their phone number?",2,0,,5676.0
10104,10104.0,4032,dialseg711_dial_143,7,user,"No, I would like its general phone number.",1,0,,4032.0
10105,10105.0,9505,dialseg711_dial_343,8,agent,How about leverton house? They are located in the east and are cheap.,1,0,,9505.0
10106,10106.0,9722,dialseg711_dial_351,9,user,I would like to be picked up at the cambridge belfy and go to the cambridge shop.,2,0,,9722.0
10107,10107.0,18486,dialseg711_dial_679,17,user,"On second thought, I don't want to book it today. Can you just confirm that it is in the East part of town? That is all I will need.",1,0,,18486.0
10108,10108.0,16202,dialseg711_dial_595,18,agent,"Yes, it is located at Parkside, Cambridge.",3,0,,16202.0
10109,10109.0,8785,dialseg711_dial_316,17,user,Hello there. I am trying to locate a train for Monday.,2,0,,8785.0
10110,10110.0,11704,dialseg711_dial_424,25,user,Can we do Saturday at 15:00?,3,0,,11704.0
10111,10111.0,1208,dialseg711_dial_041,6,agent,I need to get to bangkok city by 12:00 today. Can you help?,2,0,,1208.0
10112,10112.0,6107,dialseg711_dial_216,9,user,Do you have anyplace that serves Chinese food?,1,0,,6107.0
10113,10113.0,19343,dialseg711_dial_710,18,agent,I can book you a taxi to club salsa at 1:30. Where do you need to be picked up?,3,0,,19343.0
10114,10114.0,18201,dialseg711_dial_667,20,agent,You're welcome. I hope you get to feeling better.,4,0,,18201.0
10115,10115.0,12020,dialseg711_dial_437,21,user,I'm be leaving from kymmoy.,4,0,,12020.0
10116,10116.0,17953,dialseg711_dial_659,28,agent,"I would be happy to book that for you, what time would you like to arrive?",3,0,,17953.0
10117,10117.0,14096,dialseg711_dial_517,25,user,How long is the travel time going to be?,2,0,,14096.0
10118,10118.0,3538,dialseg711_dial_124,22,agent,"Indeed, they do!",3,1,,3538.0
10119,10119.0,6925,dialseg711_dial_248,28,agent,"Ok, reminder for Tennis with your father on the tenth at 6pm is set.",4,0,,6925.0
10120,10120.0,14993,dialseg711_dial_550,13,user,I don't care when I leave but I need to arrive by 15:15.,2,0,,14993.0
10121,10121.0,714,dialseg711_dial_024,26,agent,"Okay, there are three: Bridge Guest House in the south, Hamilton Lodge in the north, and Hobsons House in the west. Would one of these work for you?",3,0,,714.0
10122,10122.0,1253,dialseg711_dial_043,4,agent,"I have 8 routes which will arrive in Cambridge by 13:30. They leave hourly on the :11 from 05:11 to 12:11, lasting 47 minutes. Would you like to book?",0,0,,1253.0
10123,10123.0,18496,dialseg711_dial_679,27,user,Okay. How about one moderately priced?,3,0,,18496.0
10124,10124.0,7606,dialseg711_dial_274,22,agent,Unfortunately no. Is there another type of hotel you are interested in?,3,0,,7606.0
10125,10125.0,7787,dialseg711_dial_281,21,user,Does it list an address for the hospital?,3,0,,7787.0
10126,10126.0,18049,dialseg711_dial_662,20,agent,It is going to be 79 minutes total.,3,1,,18049.0
10127,10127.0,12464,dialseg711_dial_455,11,user,I want to leave on sunday,1,0,,12464.0
10128,10128.0,16869,dialseg711_dial_618,15,user,I'm sorry to say we don't have any expensive guesthouses. Would you like to try something cheaper?,4,0,,16869.0
10129,10129.0,940,dialseg711_dial_033,9,user,Cleveland,1,0,,940.0
10130,10130.0,15753,dialseg711_dial_578,1,user,What is the date of football and who is coming?,0,0,,15753.0
10131,10131.0,17652,dialseg711_dial_647,17,user,Could really use some grub.,3,0,,17652.0
10132,10132.0,1238,dialseg711_dial_042,15,user,book it for 5 people and 2 nights starting from monday.,2,0,,1238.0
10133,10133.0,6967,dialseg711_dial_250,20,agent,Sure. I found 2 guesthouses. One with 4 stars and one with 0 stars. Do you have a preference?,3,0,,6967.0
10134,10134.0,3630,dialseg711_dial_128,10,agent,Yes. The reference number is SEI1ME8K. The Chiquito Restaurant Bar will reserve your table for 15 mins starting at 15:00. Can I help you with anything else?,0,1,,3630.0
10135,10135.0,13007,dialseg711_dial_477,16,agent,I am afraid that was unsuccessful. Would like to book another day or a shorter stay?,2,0,,13007.0
10136,10136.0,7801,dialseg711_dial_282,7,user,What is the address?,1,0,,7801.0
10137,10137.0,29,dialseg711_dial_001,6,agent,"I can recommend one for you, but first is there a particular part of town you would like to travel too?",0,0,,29.0
10138,10138.0,18856,dialseg711_dial_692,13,user,3 people. Can I get the reference number please?,1,0,,18856.0
10139,10139.0,14867,dialseg711_dial_545,13,user,Acorn Guest House is available.,3,0,,14867.0
10140,10140.0,7736,dialseg711_dial_279,12,agent,There are no restaurants matching your criteria. Would you like to modify your search results?,2,0,,7736.0
10141,10141.0,8160,dialseg711_dial_293,30,agent,The travel time is 79 minutes and the cost of the ticket is 14.08 pounds.,3,0,,8160.0
10142,10142.0,15288,dialseg711_dial_560,19,user,Is the cityroomz a guesthouse? That's what I'm looking for.,3,0,,15288.0
10143,10143.0,12957,dialseg711_dial_475,4,agent,The conference is set for the 3rd at 3pm.,0,1,,12957.0
10144,10144.0,5795,dialseg711_dial_205,10,agent,"Great, you're all set. Your reference number is WK3E72PX",1,1,,5795.0
10145,10145.0,6481,dialseg711_dial_232,3,user,No thank you.,0,0,,6481.0
10146,10146.0,14169,dialseg711_dial_520,14,agent,Corona's forecast does not predict wind on Wednesday,2,1,,14169.0
10147,10147.0,5847,dialseg711_dial_207,18,agent,"No problem, I was able to book that for you and your reference number is VA5JADCK. Is there anything else I can do for you?",2,1,,5847.0
10148,10148.0,14496,dialseg711_dial_531,28,agent,"Alright, I have several options for you. The earliest train that meets your criteria is TR2402 and leaves at 13:29. Will that work?",3,0,,14496.0
10149,10149.0,11219,dialseg711_dial_406,32,agent,The Acorn Guest House is in the north. Can I help you with anything else today?,4,0,,11219.0
10150,10150.0,13381,dialseg711_dial_492,5,user,"Sure, but can I get one that also has free parking?",0,0,,13381.0
10151,10151.0,7132,dialseg711_dial_256,16,agent,"You're welcome. May I help with something else, like a restaurant or attraction?",1,1,,7132.0
10152,10152.0,13334,dialseg711_dial_490,15,user,Could you look again for a place in the cheap range. Area does not matter.,0,0,,13334.0
10153,10153.0,13141,dialseg711_dial_483,2,agent,What area would you like to dine in?,0,0,,13141.0
10154,10154.0,17412,dialseg711_dial_638,29,user,"It doesn't matter what time I leave, just so I arrive by 09:45.",4,0,,17412.0
10155,10155.0,8196,dialseg711_dial_295,5,user,Set the address in the navigation.,1,0,,8196.0
10156,10156.0,14911,dialseg711_dial_547,14,agent,"Excellent, thank you!",2,0,,14911.0
10157,10157.0,10517,dialseg711_dial_380,29,user,Great! Thanks for your help with booking that.,4,0,,10517.0
10158,10158.0,13204,dialseg711_dial_485,9,user,what's the weather forecast for the next week,2,0,,13204.0
10159,10159.0,17505,dialseg711_dial_642,14,agent,"The address is 436 Alger Dr, and it is 5 miles away.",1,0,,17505.0
10160,10160.0,518,dialseg711_dial_017,23,user,Am injured and are looking for a hospital nearby,4,0,,518.0
10161,10161.0,15517,dialseg711_dial_568,23,user,Can you help me find the nearest police station?,4,0,,15517.0
10162,10162.0,15908,dialseg711_dial_583,18,agent,"Booking was successful, the total fee is 16.5 GBP payable at the station. Reference number is : ORMU35RU.",1,0,,15908.0
10163,10163.0,17873,dialseg711_dial_657,8,agent,The closest gas station is Shell located 4 miles away.,1,0,,17873.0
10164,10164.0,527,dialseg711_dial_018,6,agent,You should definitely try Cocum. Can I reserve a table for you?,0,0,,527.0
10165,10165.0,17696,dialseg711_dial_649,9,user,"OK, please give me directions to travel the shortest distance.",1,0,,17696.0
10166,10166.0,6985,dialseg711_dial_250,38,agent,"I've booked you a ticket. The fee is 23.6 GBP, payable at the station. The reference number is 3XI4V3C1. Is there anything else I can assist with?",4,0,,6985.0
10167,10167.0,13065,dialseg711_dial_479,20,agent,"Okay, I need some more information. Do you have a type of food or area where you would like to go?",3,0,,13065.0
10168,10168.0,16621,dialseg711_dial_609,5,user,Are there any Chinese restaurants in the centre part of town?,1,0,,16621.0
10169,10169.0,413,dialseg711_dial_014,18,agent,"Addenbrookes Hospital located at Hills Rd, Cambridge has that department. Would you like the phone number to that direct department?",2,0,,413.0
10170,10170.0,9130,dialseg711_dial_329,9,user,thank you for your service,1,0,,9130.0
10171,10171.0,3437,dialseg711_dial_121,10,agent,"Yes, I'm looking for a moderately priced restaurant in the centre.",3,0,,3437.0
10172,10172.0,13149,dialseg711_dial_483,10,agent,For what day would you like the forecast in Boston for?,1,0,,13149.0
10173,10173.0,1196,dialseg711_dial_040,28,agent,The address is 214 El Camino Real. Should we navigate there now?,3,1,,1196.0
10174,10174.0,3305,dialseg711_dial_116,1,user,Can you help me find a hotel in the north that includes free parking?,0,0,,3305.0
10175,10175.0,6358,dialseg711_dial_226,14,agent,I have two available. The Eraina and Michaelhouse Cafe. Can I assist you in booking a table at either of these?,1,0,,6358.0
10176,10176.0,15705,dialseg711_dial_576,1,user,Find the address of my closest friends house.,0,0,,15705.0
10177,10177.0,3624,dialseg711_dial_128,4,agent,"You can choose between Mexican, Italian, Indian, and Chinese.",0,0,,3624.0
10178,10178.0,5682,dialseg711_dial_201,16,agent,Ok I have a white tesla and the contact number is 07657055747.,3,0,,5682.0
10179,10179.0,1304,dialseg711_dial_045,2,agent,Certainly. Where are you departing from?,0,0,,1304.0
10180,10180.0,6376,dialseg711_dial_227,6,agent,search for nearby starbucks,2,0,,6376.0
10181,10181.0,7483,dialseg711_dial_269,19,user,what is the forecast for today's weather,4,0,,7483.0
10182,10182.0,10839,dialseg711_dial_393,31,user,"The Holy Trinity Church sounds lovely. Can you give me their postcode, please?",3,0,,10839.0
10183,10183.0,4620,dialseg711_dial_163,13,user,I am looking for a high priced hotel in the north side of town,2,0,,4620.0
10184,10184.0,10074,dialseg711_dial_365,9,user,Okay when you find something I would like to make a reservation for 2 people on a Sunday at 13:30.,1,0,,10074.0
10185,10185.0,14712,dialseg711_dial_538,30,agent,Where are you departing from?,3,0,,14712.0
10186,10186.0,2650,dialseg711_dial_092,6,agent,I am sorry but I wasn't able to book that for you for Tuesday. Is there another day you would like to stay or perhaps a shorter stay?,0,0,,2650.0
10187,10187.0,8459,dialseg711_dial_304,23,user,"I'd like to arrive at Saint Barnabas Press Gallery by 19:15, and I'm leaving from CHiquito Restaurant Bar.",2,0,,8459.0
10188,10188.0,16138,dialseg711_dial_592,24,agent,There are 7 gueshouses that meet your requirements. Is there an area of town that you prefer?,4,0,,16138.0
10189,10189.0,16370,dialseg711_dial_601,32,agent,"I found the gonville hotel. It is located in the center, is in the expensive price range, has free internet and parking! Shall I book it?",4,0,,16370.0
10190,10190.0,19005,dialseg711_dial_697,17,user,Can you locate the nearest police station please?,3,0,,19005.0
10191,10191.0,15809,dialseg711_dial_580,1,user,Am robbed and looking for help,0,0,,15809.0
10192,10192.0,14603,dialseg711_dial_534,27,user,I am looking for kirkwood house.,4,0,,14603.0
10193,10193.0,3017,dialseg711_dial_105,22,agent,"Oh dear, Parkside Police Station is at Parkside, Cambridge. Is this close to your location?",3,0,,3017.0
10194,10194.0,11829,dialseg711_dial_430,6,agent,Could you tell me where you would like to go?,1,0,,11829.0
10195,10195.0,10222,dialseg711_dial_370,15,user,Could you get me a table for Sunday at someplace nice? There will be 8 in my party and we'd like to eat at 17:30.,3,0,,10222.0
10196,10196.0,7657,dialseg711_dial_276,15,user,I would like to arrive by 01:15.,2,0,,7657.0
10197,10197.0,12372,dialseg711_dial_451,15,user,Can you set up a taxi to loch fyne from hakka for me?,2,0,,12372.0
10198,10198.0,7907,dialseg711_dial_286,5,user,"Thanks for everything, that is all I need.",0,0,,7907.0
10199,10199.0,15943,dialseg711_dial_584,11,user,I need to book a taxi to pick me up at Funky Fun House to go to Huntingdon Marriott Hotel.,2,0,,15943.0
10200,10200.0,12786,dialseg711_dial_467,35,user,It is going to be at 1pm on August 22nd.,4,0,,12786.0
10201,10201.0,15159,dialseg711_dial_555,15,user,No thank you but can you give me the address and phone number for Lovell Lodge.,2,0,,15159.0
10202,10202.0,12651,dialseg711_dial_462,13,user,Thank you. Can you book it for me?,2,0,,12651.0
10203,10203.0,18562,dialseg711_dial_681,29,user,New York,4,0,,18562.0
10204,10204.0,925,dialseg711_dial_032,34,agent,Where will you be departing from?,4,0,,925.0
10205,10205.0,8239,dialseg711_dial_296,30,agent,Great! What area are you looking for?,4,0,,8239.0
10206,10206.0,6302,dialseg711_dial_224,16,agent,Unfortunately Ashley hotel is only 2 stars. There are no 4 star hotels from what I can see. Would you like me to search for 3 star hotels or 5 star?,2,0,,6302.0
10207,10207.0,473,dialseg711_dial_016,14,agent,Ok. Your booking was successful and the reference number is TD8TU8IO.,1,1,,473.0
10208,10208.0,9912,dialseg711_dial_358,19,user,"Sounds good, lets book it for 4 people at 14:00 on Wednesday, and I'll need a reference number please.",3,0,,9912.0
10209,10209.0,17503,dialseg711_dial_642,12,agent,There is no traffic on the quickest route to Palo Alto Cafe. Would you like the address?,1,0,,17503.0
10210,10210.0,9908,dialseg711_dial_358,15,user,The Bedouin serves Catalan cuisine?,3,0,,9908.0
10211,10211.0,5007,dialseg711_dial_177,14,agent,Your home address is 56 cadwell street.,2,1,,5007.0
10212,10212.0,9886,dialseg711_dial_357,9,user,"Yes, I'd like to book a taxi please!",2,0,,9886.0
10213,10213.0,4737,dialseg711_dial_167,11,user,"No, I just need to know the type of food they serve and the phone number.",2,0,,4737.0
10214,10214.0,4213,dialseg711_dial_148,12,agent,What are your departure and arrival locations?,2,0,,4213.0
10215,10215.0,17420,dialseg711_dial_639,5,user,"Either would be fine, could you make me a reservation for 8 people at 17:30 on Wednesday?",0,0,,17420.0
10216,10216.0,7201,dialseg711_dial_259,3,user,I prefer a guesthouse. Do you have any expensive ones?,0,0,,7201.0
10217,10217.0,14135,dialseg711_dial_519,6,agent,I have successfully booked your tickets. 58.8 GBP is payable at the station. The reference number is WGS360AQ,0,1,,14135.0
10218,10218.0,16217,dialseg711_dial_596,3,user,"What is their address, phone number and postcode please?",0,0,,16217.0
10219,10219.0,400,dialseg711_dial_014,5,user,Does it have free wifi and free parking?,1,0,,400.0
10220,10220.0,9549,dialseg711_dial_344,16,agent,"There is moderate traffic on our way, I sent the route on your screen",3,1,,9549.0
10221,10221.0,3419,dialseg711_dial_120,28,agent,"Of course, my apologies, the address is Parkside, Cambridge postcode CB11JG.",3,0,,3419.0
10222,10222.0,10929,dialseg711_dial_397,1,user,Hi! Can you please help me? I'm looking for information on Great Saint Mary's Church.,0,0,,10929.0
10223,10223.0,19116,dialseg711_dial_702,6,agent,There are a few restaurants that will meet your needs. I suggest The Copper Kettle at 4 Kings Parade City Centre.,1,0,,19116.0
10224,10224.0,9762,dialseg711_dial_352,19,user,"Hi, I am looking to go to a place with multiple sports in the centre. Can you help me?",3,0,,9762.0
10225,10225.0,6497,dialseg711_dial_233,5,user,I am looking for a train departing from london kings cross.,1,0,,6497.0
10226,10226.0,18675,dialseg711_dial_685,32,agent,"Then we're navigating to Hotel Keen, its address is 578 Arbol Dr. There is moderate traffic and you should be able to reach in just few minutes",4,0,,18675.0
10227,10227.0,8516,dialseg711_dial_306,20,agent,"Great, how many tickets would you like to purchase?",2,0,,8516.0
10228,10228.0,14309,dialseg711_dial_525,7,user,The Golden Wok is fine. Can I get their phone number?,1,0,,14309.0
10229,10229.0,18910,dialseg711_dial_693,31,user,Can you book me a seat on the train please?,4,0,,18910.0
10230,10230.0,10625,dialseg711_dial_386,1,user,Would you be able to recommend an expensive restaurant that serves Panasian food?,0,0,,10625.0
10231,10231.0,12173,dialseg711_dial_443,11,user,Does the Ashley hotel include free wifi?,2,0,,12173.0
10232,10232.0,5328,dialseg711_dial_189,31,user,"Thanks, I also need the address and phone number.",3,0,,5328.0
10233,10233.0,12819,dialseg711_dial_469,12,agent,The forecast does not state that it will be humid in Compton tomorrow.,3,0,,12819.0
10234,10234.0,13215,dialseg711_dial_485,20,agent,"Addenbrookes Hospital is located at Hills Rd, Cambridge, Postcode :CB20QQ. Do you need any other information?",4,0,,13215.0
10235,10235.0,2840,dialseg711_dial_098,20,agent,It arrives at 12:52 and costs 10.10 pounds. Would you like a booking?,3,0,,2840.0
10236,10236.0,16008,dialseg711_dial_586,20,agent,"Unfortunately, I can't find any that are expensive. Let's try a different price range.",4,0,,16008.0
10237,10237.0,3697,dialseg711_dial_131,3,user,That sounds great! Can you tell me more about it?,0,0,,3697.0
10238,10238.0,1351,dialseg711_dial_046,23,user,Maybe the south?,2,0,,1351.0
10239,10239.0,13674,dialseg711_dial_501,35,user,It will depart from the place.,4,0,,13674.0
10240,10240.0,16681,dialseg711_dial_610,37,user,How about for 3 nights?,4,0,,16681.0
10241,10241.0,15531,dialseg711_dial_569,11,user,Great. I have booked those seats for you and your reference number is JAVMFJGM. Is there anything else I can do for you?,2,0,,15531.0
10242,10242.0,4646,dialseg711_dial_164,3,user,Can I please have a phone number as well?,0,0,,4646.0
10243,10243.0,7825,dialseg711_dial_282,31,user,I'm going to Cambridge.,3,0,,7825.0
10244,10244.0,3177,dialseg711_dial_111,18,agent,There are several good options for dining in the north area. Do you have a preference for price range?,2,0,,3177.0
10245,10245.0,7751,dialseg711_dial_280,7,user,What will the highest temperature in San Jose be in the next 7 days?,2,0,,7751.0
10246,10246.0,14734,dialseg711_dial_539,14,agent,The phone number is 01223575122. Would you like me to book that for you?,2,0,,14734.0
10247,10247.0,7942,dialseg711_dial_287,6,agent,"The address is Hills Rd, Cambridge with the postcode CB20QQ. May I help with something else?",0,1,,7942.0
10248,10248.0,7223,dialseg711_dial_259,25,user,"Hi, I am looking for a 4 star guesthouse.",3,0,,7223.0
10249,10249.0,17723,dialseg711_dial_650,18,agent,"Addenbrookes Hospital is located at Hills Rd, Cambridge, postcode CB20QQ the telephone number is 01223245151. Is there anything else I can help you with?",3,1,,17723.0
10250,10250.0,4214,dialseg711_dial_148,13,user,I'll be going from cambridge to broxbourne.,2,0,,4214.0
10251,10251.0,4172,dialseg711_dial_146,35,user,no that is all i wanted from you today thank you,4,0,,4172.0
10252,10252.0,7691,dialseg711_dial_277,17,user,Thanks.,3,0,,7691.0
10253,10253.0,9521,dialseg711_dial_343,24,agent,You are quite welcome. Do you require any further assistance?,2,1,,9521.0
10254,10254.0,12394,dialseg711_dial_452,9,user,Yes please and I will need a reference number.,1,0,,12394.0
10255,10255.0,11449,dialseg711_dial_416,4,agent,The train departs Liverpool Street on friday at 05:39 and arrives in Cambridge at 07:07. Is there anything else I can assist you with?,0,0,,11449.0
10256,10256.0,16240,dialseg711_dial_597,6,agent,Setting a reminder for football activity with mother on Tuesday at 3 pm.,1,1,,16240.0
10257,10257.0,14714,dialseg711_dial_538,32,agent,Booking completed! Booked car type : grey volvo Contact number : 07740734110,3,0,,14714.0
10258,10258.0,439,dialseg711_dial_015,16,agent,Your booking was successful and reference number is 3ZYK9LO1. Is there anything else I may assist you with?,1,1,,439.0
10259,10259.0,7488,dialseg711_dial_270,2,agent,"The Parkside Police Station is located at Parkside,Cambridge CB11JG.",0,0,,7488.0
10260,10260.0,502,dialseg711_dial_017,7,user,Yes. Would you please provide me with the reference number?,0,0,,502.0
10261,10261.0,6531,dialseg711_dial_234,11,user,I am looking for a moderate priced place to stay.,2,0,,6531.0
10262,10262.0,11308,dialseg711_dial_410,9,user,"Great, thanks very much!",0,0,,11308.0
10263,10263.0,12258,dialseg711_dial_447,8,agent,The hotel is booked and the reference number is H3MWAYDX. Your wife can sleep calm now.,0,1,,12258.0
10264,10264.0,1179,dialseg711_dial_040,11,user,I'd like a sports place in the centre please.,1,0,,1179.0
10265,10265.0,10934,dialseg711_dial_397,6,agent,"I'm sorry, no, none in the south.",1,0,,10934.0
10266,10266.0,4447,dialseg711_dial_157,2,agent,You should contact the police at 01223358966.,0,0,,4447.0
10267,10267.0,1651,dialseg711_dial_057,9,user,"No, that's it. Thanks for your help.",0,0,,1651.0
10268,10268.0,6380,dialseg711_dial_227,10,agent,"Yes, please, send those info on my screen and pick a quick route to go there, thank you!",2,0,,6380.0
10269,10269.0,13481,dialseg711_dial_496,4,agent,"TR1784 departs Leicester at 16:09, would that work for you?",0,0,,13481.0
10270,10270.0,16116,dialseg711_dial_592,2,agent,What city are you asking about?,0,0,,16116.0
10271,10271.0,908,dialseg711_dial_032,17,user,"The stars don't matter. Please book one for 3 people for 5 nights, starting Sunday.",1,0,,908.0
10272,10272.0,3109,dialseg711_dial_109,8,agent,What city are you wanting the weather for?,1,0,,3109.0
10273,10273.0,8491,dialseg711_dial_305,21,user,I need help finding a grocery store.,4,0,,8491.0
10274,10274.0,13114,dialseg711_dial_481,19,user,Great. What's the train ID and price?,2,0,,13114.0
10275,10275.0,19279,dialseg711_dial_708,11,user,How about a chinese restaurant?,1,0,,19279.0
10276,10276.0,11473,dialseg711_dial_416,28,agent,I love Downing College over on regent street.,4,0,,11473.0
10277,10277.0,2072,dialseg711_dial_071,1,user,I'm looking for a museum to visit in the centre of town.,0,0,,2072.0
10278,10278.0,14231,dialseg711_dial_522,14,agent,Yes I have many to choose from . Could we narrow it down by cuisine? What type of food sounds good to you?,1,0,,14231.0
10279,10279.0,18033,dialseg711_dial_662,4,agent,Yippee noodle bar is available if you would like to book that.,1,0,,18033.0
10280,10280.0,648,dialseg711_dial_022,12,agent,Travelers Lodge is at 333 Arbol Dr.,2,0,,648.0
10281,10281.0,14771,dialseg711_dial_540,25,user,give me directions to the nearest grocery store,3,0,,14771.0
10282,10282.0,18751,dialseg711_dial_688,24,agent,"No, no hotels meet your criteria.",3,0,,18751.0
10283,10283.0,14643,dialseg711_dial_536,7,user,I am looking for a particular restaurant. Its name is called restaurant alimentum,1,0,,14643.0
10284,10284.0,22,dialseg711_dial_000,23,user,Please set it for the 13th at 11am. It is going to be with management and to discuss our company picnic. Thank you.,4,0,,22.0
