,Unnamed: 0,dial_id,turn_id,role,utterance,topic_id,segmentation_label,da,Unnamed: 0.2,Unnamed: 0.1
840,840,tiage_dial_055,7,user,"no . i watch sci fi . mainly , i read supernatural romances .",2,0,,,
841,841,tiage_dial_055,8,agent,what kind of supernatural romances ?,2,0,,,
842,842,tiage_dial_055,9,user,any of them that are interesting,2,1,,,
843,843,tiage_dial_055,10,agent,cool ! do you like parties ?,3,0,,,
844,844,tiage_dial_055,11,user,i do . we sing folk songs at most of ours . i play guitar .,3,0,,,
845,845,tiage_dial_055,12,agent,awesome ! i love parties . i go wild at them .,3,0,,,
846,846,tiage_dial_055,13,user,i do not drink or do drugs .,3,1,,,
847,847,tiage_dial_055,14,agent,ok ok . what do you do besides play guitar ?,4,0,,,
848,848,tiage_dial_055,15,user,i am a custodian and a security guard .,4,0,,,
849,849,tiage_dial_055,16,user,interesting ! is that hard to do ?,4,1,,,
850,850,tiage_dial_056,1,user,hi ! how are you this evening ?,0,0,,,
851,851,tiage_dial_056,2,agent,i am well ! just got back from taking a walk .,0,0,,,
852,852,tiage_dial_056,3,user,same here ! i am a professional dog walker . just walked two labs .,0,0,,,
853,853,tiage_dial_056,4,agent,oh that sounds fun . i like dogs .,0,0,,,
854,854,tiage_dial_056,5,user,me too ! i love kayaking almost as much .,0,1,,,
855,855,tiage_dial_056,6,agent,"i love hamburgers and french fries , but not soda . are you married ?",1,0,,,
856,856,tiage_dial_056,7,user,"no , single . i just graduated college . you ?",1,0,,,
857,857,tiage_dial_056,8,agent,i am married and we just bought a house .,1,0,,,
858,858,tiage_dial_056,9,user,"oh , very cool . i hope you two like it .",1,1,,,
859,859,tiage_dial_056,10,agent,yes it is nice . is kayaking dangerous ?,2,0,,,
860,860,tiage_dial_056,11,user,"depends on where you do it . on rapids , yes . on streams , not so much .",2,1,,,
861,861,tiage_dial_056,12,agent,i see . what did you major in ?,3,0,,,
862,862,tiage_dial_056,13,user,psychology . i read a lot of psych journals in my free time as well .,3,0,,,
863,863,tiage_dial_056,14,agent,that sounds like a lot of work .,3,0,,,
864,864,tiage_dial_056,15,user,it was . getting started on the phd next year .,3,0,,,
865,865,tiage_dial_056,16,user,education is something that no one can ever take away .,3,1,,,
866,866,tiage_dial_057,1,user,hello . how are you today ?,0,0,,,
867,867,tiage_dial_057,2,agent,good today . just cooking some mexican food . i cooking but am not very good .,0,0,,,
868,868,tiage_dial_057,3,user,"oh i like mexican food , but my favorite food are cheeseburgers",0,1,,,
869,869,tiage_dial_057,4,agent,"i inherited some money and bought a yacht to travel , i try different foods traveling",1,0,,,
870,870,tiage_dial_057,5,user,i help out at a soup kitchen since i grew up poor .,1,0,,,
871,871,tiage_dial_057,6,agent,"cheeseburgers are great , i try all kinds of foods everywhere i go , gotta love food .",1,1,,,
872,872,tiage_dial_057,7,user,"yes , do you like war documentaries ? i do",2,0,,,
873,873,tiage_dial_057,8,agent,i like travel logs and have been all over the world for years since high school,2,1,,,
874,874,tiage_dial_057,9,user,"sounds great , i am retired , i was a gym teacher",3,0,,,
875,875,tiage_dial_057,10,agent,i need a job and will put my yacht up for rent . i could teach .,3,0,,,
876,876,tiage_dial_057,11,user,"sounds like a good plan , what would you like to teach ?",3,0,,,
877,877,tiage_dial_057,12,agent,economics would be my first choice .,3,0,,,
878,878,tiage_dial_057,13,user,"that sounds good , i bet you would be a good teacher .",3,1,,,
879,879,tiage_dial_057,14,agent,i would try . what hobbies do you have now that you are retired ?,4,0,,,
880,880,tiage_dial_057,15,user,"watching was documentaries , how about you ?",4,0,,,
881,881,tiage_dial_057,16,user,i like cooking shows . i should probably take some classes to improve .,4,1,,,
882,882,tiage_dial_058,1,user,"stay at home dad here , son is a junior in high school",0,0,,,
883,883,tiage_dial_058,2,agent,yo whats up my man,0,0,,,
884,884,tiage_dial_058,3,user,not much my father used to work at home depot,0,0,,,
885,885,tiage_dial_058,4,agent,you sound like you are trying to rush through your character,0,1,,,
886,886,tiage_dial_058,5,user,"i love scary horror movies , do you ? yup , nice to get it out of the way",1,0,,,
887,887,tiage_dial_058,6,agent,not very ethical in my opinion,1,0,,,
888,888,tiage_dial_058,7,user,"yeah , well awesome man . i like to be positive",1,1,,,
889,889,tiage_dial_058,8,agent,i play music and i rock,2,0,,,
890,890,tiage_dial_058,9,user,yeah ? well in real life i play music and rock,2,0,,,
891,891,tiage_dial_058,10,agent,my favorite word is trabajo,2,0,,,
892,892,tiage_dial_058,11,user,yeah it fits you well,2,1,,,
893,893,tiage_dial_058,12,agent,i am going to study french next,3,0,,,
894,894,tiage_dial_058,13,user,"cool , good luck with that",3,0,,,
895,895,tiage_dial_058,14,agent,i also study ebonics and sh,3,0,,,
896,896,tiage_dial_058,15,user,"awesome you are stellar , maybe become president ?",3,0,,,
897,897,tiage_dial_058,16,user,no you should do that,3,1,,,
898,898,tiage_dial_059,1,user,hi ! how is it going ?,0,0,,,
899,899,tiage_dial_059,2,agent,i had surgery a week ago now i have stranger powers,0,0,,,
900,900,tiage_dial_059,3,user,"wow , like what ? ! a week ago i just moved to my new house .",0,0,,,
901,901,tiage_dial_059,4,agent,i am just a boy with a heart outside my body,0,0,,,
902,902,tiage_dial_059,5,user,that is not where it belongs .,0,0,,,
903,903,tiage_dial_059,6,agent,had a brain transplant now i move objects with my mind,0,0,,,
904,904,tiage_dial_059,7,user,my son says he can do the same after watching star wars,0,0,,,
905,905,tiage_dial_059,8,agent,your son sounds really awesome,0,0,,,
906,906,tiage_dial_059,9,user,he is unique . he has been acting weird since finding out i am pregnant .,0,0,,,
907,907,tiage_dial_059,10,agent,wow congrats that is so cool,0,1,,,
908,908,tiage_dial_059,11,user,thanks but it makes my job at the bank really hard .,1,0,,,
909,909,tiage_dial_059,12,agent,"i bet , are you banking on a girl or boy ?",1,0,,,
910,910,tiage_dial_059,13,user,two girls . i am hoping they are omnivores like me .,1,0,,,
911,911,tiage_dial_059,14,agent,yeah nice job getting all those blue sentences in !,1,0,,,
912,912,tiage_dial_059,15,user,i do not know what you are talking about . are you feeling ok ?,1,0,,,
913,913,tiage_dial_059,16,user,yes i am thanks so much !,1,1,,,
914,914,tiage_dial_060,1,user,"hello , how are you ? i am a feminist .",0,1,,,
915,915,tiage_dial_060,2,agent,oh my i just love country music ! do you ?,1,0,,,
916,916,tiage_dial_060,3,user,only if they are female singers . solar panels are all over my roof .,1,0,,,
917,917,tiage_dial_060,4,agent,solar panels rock ! i have actually met the taylor swift herself,1,0,,,
918,918,tiage_dial_060,5,user,seriously ! ? i only buy organic food like taylor swift .,1,0,,,
919,919,tiage_dial_060,6,agent,that is great . i manage a convenience store,1,0,,,
920,920,tiage_dial_060,7,user,wow . can i have organic stuff ? i am browsing the internet a lot .,1,0,,,
921,921,tiage_dial_060,8,agent,"oh of course ! i drive a pathfinder , nissan , i need a new one",1,0,,,
922,922,tiage_dial_060,9,user,"try to win one off of a twitter contest . i did , and enjoy twitter .",1,0,,,
923,923,tiage_dial_060,10,agent,i did not know there was a twitter contest,1,1,,,
924,924,tiage_dial_060,11,user,"ya , are you a female ?",2,0,,,
925,925,tiage_dial_060,12,agent,"yes i am , i am 40 years old",2,0,,,
926,926,tiage_dial_060,13,user,females rock . my armpits are very hairy .,2,0,,,
927,927,tiage_dial_060,14,agent,are you a woman ? if hair is your thing yay you,2,1,,,
928,928,tiage_dial_060,15,user,yes i am a woman . i used to raise wild frogs .,3,0,,,
929,929,tiage_dial_060,16,user,"oh i love frogs , and frog legs",3,1,,,
930,930,tiage_dial_061,1,user,hello ! how are you this evening ?,0,0,,,
931,931,tiage_dial_061,2,agent,good . watching the race . and you ?,0,0,,,
932,932,tiage_dial_061,3,user,"ok , for someone with their heart outside their body .",0,0,,,
933,933,tiage_dial_061,4,agent,oh man . how did that happen ?,0,0,,,
934,934,tiage_dial_061,5,user,"born that way . had to have a transplant , but it seems ok now .",0,1,,,
935,935,tiage_dial_061,6,agent,crazy . what do you do to stay happy ?,1,0,,,
936,936,tiage_dial_061,7,user,i really like moving stuff with my mind . and you ?,1,0,,,
937,937,tiage_dial_061,8,agent,what ! i just need some good tacos and nascar .,1,0,,,
938,938,tiage_dial_061,9,user,"i know , sounds unbelievable but its true . i like tacos .",1,0,,,
939,939,tiage_dial_061,10,agent,the guys i work with make some great ones on fridays .,1,1,,,
940,940,tiage_dial_061,11,user,awesome . where do you work ?,2,0,,,
941,941,tiage_dial_061,12,agent,i work in construction . started when i was 16 .,2,0,,,
942,942,tiage_dial_061,13,user,that is pretty young . i would like to do that kind of work .,2,0,,,
943,943,tiage_dial_061,14,agent,i think that mind you have can make you more money .,2,0,,,
944,944,tiage_dial_061,15,user,i do not tell anyone about it . they will come take me away .,2,0,,,
945,945,tiage_dial_061,16,user,take you away from where ?,2,1,,,
946,946,tiage_dial_062,1,user,hi . just got done with my training run . training for a marathon .,0,0,,,
947,947,tiage_dial_062,2,agent,nice ! i just like to eat food haha .,0,1,,,
948,948,tiage_dial_062,3,user,"after surviving cancer , i try to stay healthy",1,0,,,
949,949,tiage_dial_062,4,agent,i try to eat healthy but it does not help when i can not cook well,1,0,,,
950,950,tiage_dial_062,5,user,yeah . maybe i could help . i am a recently hired life coach .,1,0,,,
951,951,tiage_dial_062,6,agent,i been across the globe for years eating food and now i am fat .,1,0,,,
952,952,tiage_dial_062,7,user,well take baby steps . i am fortunate my parents were into sports .,1,0,,,
953,953,tiage_dial_062,8,agent,i will rent you my yacht for free for helping !,1,0,,,
954,954,tiage_dial_062,9,user,okay . that is a plan . we should meet for a run .,1,0,,,
955,955,tiage_dial_062,10,agent,sure ! the last time i ran was when i was 13 which was like 10 years ago !,1,0,,,
956,956,tiage_dial_062,11,user,okay we will start with a half mile . baby steps .,1,0,,,
957,957,tiage_dial_062,12,agent,i can cook for us after our run . i need the practice haha !,1,0,,,
958,958,tiage_dial_062,13,user,"i will not make a mess , but lets eat healthy , okay ?",1,0,,,
959,959,tiage_dial_062,14,agent,how about a salad then ?,1,0,,,
960,960,tiage_dial_062,15,user,sounds good . maybe a lite dressing with it .,1,0,,,
961,961,tiage_dial_062,16,user,what is your favorite dressing ?,1,1,,,
962,962,tiage_dial_063,1,user,"hello . do you like painting ? i used to be a painter , it was a good life .",0,0,,,
963,963,tiage_dial_063,2,agent,"hello , i like wine and coffee .",0,0,,,
964,964,tiage_dial_063,3,user,drank a lot of both in my 56 years on this darned planet .,0,1,,,
965,965,tiage_dial_063,4,agent,"i coach little league and have five boys , i need both to help me deal with them .",1,0,,,
966,966,tiage_dial_063,5,user,"i have two kids of my own , grown up now . they never visit . ungrateful .",1,1,,,
967,967,tiage_dial_063,6,agent,"i am stuck with mine awhile , along with my mini van .",2,0,,,
968,968,tiage_dial_063,7,user,i wish i could buy a car . i cannot afford it on a housekeeper wage .,2,0,,,
969,969,tiage_dial_063,8,agent,maybe you should find a second job .,2,0,,,
970,970,tiage_dial_063,9,user,"where , at hooters ? i am 56 year old woman , not what i used to be . . .",2,0,,,
971,971,tiage_dial_063,10,agent,age is only a number . you are only as old as you allow yourself to be .,2,0,,,
972,972,tiage_dial_063,11,user,"i like your optimism , i suppose i could learn a thing or two .",2,1,,,
973,973,tiage_dial_063,12,agent,it is never too late to learn . i am going to photography school .,3,0,,,
974,974,tiage_dial_063,13,user,"i do not think art is the right choice , it did not do me any good .",3,0,,,
975,975,tiage_dial_063,14,agent,"then it was not your calling , it is mine .",3,0,,,
976,976,tiage_dial_063,15,user,sometimes one has to give up their dreams so someone else can have theirs .,3,0,,,
977,977,tiage_dial_063,16,user,"no , you find your own dream .",3,1,,,
978,978,tiage_dial_064,1,user,hi my name is jill how are you today ?,0,0,,,
979,979,tiage_dial_064,2,agent,i am doing well . about to go to my job at burger king .,0,0,,,
980,980,tiage_dial_064,3,user,what do you do there at burger king ?,0,0,,,
981,981,tiage_dial_064,4,agent,i am only 19 and work the grill . i just want to have fun with friends .,0,1,,,
982,982,tiage_dial_064,5,user,that is cool i still attend high school,1,0,,,
983,983,tiage_dial_064,6,agent,i want to move out . i am drug and booze free though .,1,1,,,
984,984,tiage_dial_064,7,user,what kind of fun do you and your friends like ?,2,0,,,
985,985,tiage_dial_064,8,agent,i play music . i am going to be a rockstar .,2,0,,,
986,986,tiage_dial_064,9,user,i hate drugs and do not drink either what kind of music do you play ?,2,0,,,
987,987,tiage_dial_064,10,agent,scottish black metal . i play electric bag pipes .,2,0,,,
988,988,tiage_dial_064,11,user,wow i have never heard of electric bagpipes . are there any videos of them on you tube ?,2,0,,,
989,989,tiage_dial_064,12,agent,"yeah , i have videos of me on there . i invented them . they are sweet .",2,1,,,
990,990,tiage_dial_064,13,user,i am sorry but i do not think you ever told me your name .,3,0,,,
991,991,tiage_dial_064,14,user,my name is cletus huckleberry . nice to meet you .,3,1,,,
992,992,tiage_dial_065,1,user,"hello , how are you doing today ?",0,0,,,
993,993,tiage_dial_065,2,agent,"i am well , how are you ?",0,0,,,
994,994,tiage_dial_065,3,user,good . just got back from a nice long walk with my dog .,0,1,,,
995,995,tiage_dial_065,4,agent,cool . so what do you do for fun ?,1,0,,,
996,996,tiage_dial_065,5,user,well i play tennis professionally and take care of my growing family .,1,0,,,
997,997,tiage_dial_065,6,agent,i am a dj . really into eighties hip hop,1,1,,,
998,998,tiage_dial_065,7,user,"nice , do you have any pets or children ?",2,0,,,
999,999,tiage_dial_065,8,agent,nope no kids or pets . what about you ?,2,0,,,
1000,1000,tiage_dial_065,9,user,"yes , 2 dogs and 3 soon to be 4 children ! good thing i have a big house",2,0,,,
1001,1001,tiage_dial_065,10,agent,that is a pretty big family . . must be hectic,2,0,,,
1002,1002,tiage_dial_065,11,user,"very much ! and my husband is a doctor , so he is never home .",2,0,,,
1003,1003,tiage_dial_065,12,agent,well at least he makes a lot of money lol,2,1,,,
1004,1004,tiage_dial_065,13,user,true . do you have any hobbies ?,3,0,,,
1005,1005,tiage_dial_065,14,agent,i like to dance and cook . you ?,3,1,,,
1006,1006,tiage_dial_065,15,user,mostly read and walk . where are you from ?,4,0,,,
1007,1007,tiage_dial_065,16,user,i am from boston massachusetts,4,1,,,
1008,1008,tiage_dial_066,1,user,hi ! trying to hangout online to not have to listen to hubby watching sports !,0,0,,,
1009,1009,tiage_dial_066,2,agent,what sports is he into ?,0,0,,,
1010,1010,tiage_dial_066,3,user,"he and i both love most sports , but i prefer track and he likes golf !",0,0,,,
1011,1011,tiage_dial_066,4,agent,i like swimming . i coach locally .,0,1,,,
1012,1012,tiage_dial_066,5,user,you do ? how fun . are you a guy or girl ?,1,1,,,
1013,1013,tiage_dial_066,6,agent,a guy . where abouts are you ?,2,0,,,
1014,1014,tiage_dial_066,7,user,hawaii . moved here from texas and love the blue ocean and skies here,2,0,,,
1015,1015,tiage_dial_066,8,agent,i d love to see america . i hope to work there one day . i live in india .,2,0,,,
1016,1016,tiage_dial_066,9,user,that sounds wonderful as well . a bit hot maybe,2,0,,,
1017,1017,tiage_dial_066,10,agent,the humidity is lethal . texas gets pretty hot though doesn t it ?,2,0,,,
1018,1018,tiage_dial_066,11,user,horrible . humid too . i prefer hi since besides running i surf .,2,0,,,
1019,1019,tiage_dial_066,12,agent,wow . you sound cool . i code and listen to music . boring life .,2,0,,,
1020,1020,tiage_dial_066,13,user,just start creating using music and code . not boring but creative !,2,0,,,
1021,1021,tiage_dial_066,14,agent,"my programming skills will need some work , i m still studying .",2,0,,,
1022,1022,tiage_dial_066,15,user,that s okay . at least you re still growing and moving forward,2,0,,,
1023,1023,tiage_dial_066,16,user,my mother thinks i should just get married and stay in india .,2,1,,,
1024,1024,tiage_dial_067,1,user,"hi , i just got an apartment with my best friend !",0,0,,,
1025,1025,tiage_dial_067,2,agent,very nice ! my boyfriend and i move into our new on next tuesday,0,1,,,
1026,1026,tiage_dial_067,3,user,"awesome , i do not care for chicken , but i am a blonde with blue eyes",1,1,,,
1027,1027,tiage_dial_067,4,agent,do you like photography ? i do it as a side business .,2,0,,,
1028,1028,tiage_dial_067,5,user,"yeah , i sure do , i take lots at the bar , i work there , saving for college",2,0,,,
1029,1029,tiage_dial_067,6,agent,"i teach fourth graders , most nights i need a drink .",2,0,,,
1030,1030,tiage_dial_067,7,user,"yeah i hear ya man , i really do teach fourth graders",2,1,,,
1031,1031,tiage_dial_067,8,agent,do you have a girlfriend ? my boyfriend says i am always playing matchmaker .,3,0,,,
1032,1032,tiage_dial_067,9,user,i do not too busy with my band and teaching,3,1,,,
1033,1033,tiage_dial_067,10,agent,what subject do you teach ? i teach history .,4,0,,,
1034,1034,tiage_dial_067,11,user,"i teach piano , and vocals",4,1,,,
1035,1035,tiage_dial_067,12,agent,how many languages do you speak ? i am up to three .,5,0,,,
1036,1036,tiage_dial_067,13,user,"i am at 2 , spanish and english",5,1,,,
1037,1037,tiage_dial_067,14,agent,i speak those and french . do you like red or silver ?,6,0,,,
1038,1038,tiage_dial_067,15,user,"i like silver more , i think it looks sharp , especially chrome",6,0,,,
1039,1039,tiage_dial_067,16,user,i am more partial to the muted tones of each color .,6,1,,,
1040,1040,tiage_dial_068,1,user,"hello , how are you today ?",0,0,,,
1041,1041,tiage_dial_068,2,agent,i am very well ! how are you ?,0,0,,,
1042,1042,tiage_dial_068,3,user,"i am tired , now i am just taking a break from unpacking boxes .",0,1,,,
1043,1043,tiage_dial_068,4,agent,i like listening to rap music,1,0,,,
1044,1044,tiage_dial_068,5,user,with kids in my house i can not listen to rap anymore .,1,1,,,
1045,1045,tiage_dial_068,6,agent,i understand . did you attend college ?,2,0,,,
1046,1046,tiage_dial_068,7,user,yes i am a teacher at a local school . what do you do ?,2,0,,,
1047,1047,tiage_dial_068,8,agent,i am a college student at a local university,2,0,,,
1048,1048,tiage_dial_068,9,user,what are you going to school for ?,2,0,,,
1049,1049,tiage_dial_068,10,agent,athletic training ! it is interesting,2,0,,,
1050,1050,tiage_dial_068,11,user,i am about to go on maternity leave . i am having triplets soon .,2,0,,,
1051,1051,tiage_dial_068,12,agent,wow ! wish i was your husband,2,0,,,
1052,1052,tiage_dial_068,13,user,we just bought our first home and now kids are filling it . lol !,2,1,,,
1053,1053,tiage_dial_068,14,user,"i love pizza , favorite food",3,1,,,
1054,1054,tiage_dial_069,1,user,hello . how are you tonight ?,0,0,,,
1055,1055,tiage_dial_069,2,agent,"ruff , hey ! ruff ruff . how are you ?",0,0,,,
1056,1056,tiage_dial_069,3,user,i am good . are you a dog ?,0,0,,,
1057,1057,tiage_dial_069,4,agent,nothing just singing and looking at my building blocks ! ruff,0,0,,,
1058,1058,tiage_dial_069,5,user,i had blocks when i was little . but i am in grade 3 now !,0,1,,,
1059,1059,tiage_dial_069,6,agent,not yet ! but i will be soon ! but i have to give up chocolate .,1,0,,,
1060,1060,tiage_dial_069,7,user,why ? chocolate is great ! i get special candy in disney world every summer,1,0,,,
1061,1061,tiage_dial_069,8,agent,wait . . . what ? i am confused . dogs ca not eat chocolate and i will be a dog soon .,1,0,,,
1062,1062,tiage_dial_069,9,user,you are hard to understand . let it go ! let it go !,1,1,,,
1063,1063,tiage_dial_069,10,agent,"i love snow , i can roll in it ! dogs can not go to disney ruff",2,0,,,
1064,1064,tiage_dial_069,11,user,disney has dogs ! pluto is a dog ! but i like mickey better ! my favorite !,2,0,,,
1065,1065,tiage_dial_069,12,agent,maybe i can teach pluto abc song ! i want to be a dog just like him !,2,1,,,
1066,1066,tiage_dial_069,13,user,you can ! that would be fun . how old are you little doggy ?,3,0,,,
1067,1067,tiage_dial_069,14,user,"i do not know , what do you mean ? do you like chocolate ?",3,1,,,
1068,1068,tiage_dial_070,1,user,"hello , how are you today ?",0,1,,,
1069,1069,tiage_dial_070,2,agent,good i live in ohio working as a doctor looking for a job in california,1,0,,,
1070,1070,tiage_dial_070,3,user,i have never been to california . i work in it from home .,1,0,,,
1071,1071,tiage_dial_070,4,agent,"working from home would be nice . i am moving for my daughter , she is a prodigy .",1,0,,,
1072,1072,tiage_dial_070,5,user,"it can be lonely , i sometimes go to the gym just for the interaction .",1,1,,,
1073,1073,tiage_dial_070,6,agent,"very nice i go to the park for that . do you like movies , my favorite is friday",2,0,,,
1074,1074,tiage_dial_070,7,user,"i love movies , i spend a lot of time watching tv , probably too much lol",2,1,,,
1075,1075,tiage_dial_070,8,agent,"i wish i had more time for tv , what is your favorite show ?",3,0,,,
1076,1076,tiage_dial_070,9,user,i would say the walking dead . what about you ?,3,1,,,
1077,1077,tiage_dial_070,10,agent,walking dead is mine too . any hobbies ?,4,0,,,
1078,1078,tiage_dial_070,11,user,"working on my cars , what are your hobbies ?",4,0,,,
1079,1079,tiage_dial_070,12,agent,"chasing my daughter around , i like to paint when i can .",4,1,,,
1080,1080,tiage_dial_070,13,user,nice i had a girlfriend that was an artist . kids are a lot of work .,5,0,,,
1081,1081,tiage_dial_070,14,user,yes they are but they are worth it . do you have kids ?,5,1,,,
1082,1082,tiage_dial_071,1,user,hi want to get to know each other ?,0,1,,,
1083,1083,tiage_dial_071,2,agent,sure thing . what is your job ?,1,0,,,
1084,1084,tiage_dial_071,3,user,"i just got hired yesterday as a life coach , thanks for asking",1,0,,,
1085,1085,tiage_dial_071,4,agent,"wow , i am a dog walker . that is way cool",1,0,,,
1086,1086,tiage_dial_071,5,user,does that make you happy ? do you like dogs ?,1,0,,,
1087,1087,tiage_dial_071,6,agent,yeah dogs are cool . i kayak too . do you have pets ?,1,0,,,
1088,1088,tiage_dial_071,7,user,i do not . but i am so glad you do something that brings you joy,1,1,,,
1089,1089,tiage_dial_071,8,agent,yeah . what do you like to do ?,2,0,,,
1090,1090,tiage_dial_071,9,user,i got really into running after i beat cancer,2,0,,,
1091,1091,tiage_dial_071,10,agent,wow you must be brave,2,0,,,
1092,1092,tiage_dial_071,11,user,just determined . i am not taking my second chance for granted,2,0,,,
1093,1093,tiage_dial_071,12,agent,"good idea , you sound like an amazing human",2,0,,,
1094,1094,tiage_dial_071,13,user,thank you so much . it is all about clean eating and being self aware,2,1,,,
1095,1095,tiage_dial_071,14,agent,"makes sense , you would be a good role model . any children ?",3,0,,,
1096,1096,tiage_dial_071,15,user,"no , not yet . do you ?",3,0,,,
1097,1097,tiage_dial_071,16,user,"yes , a new little one on the way too",3,1,,,
1098,1098,tiage_dial_072,1,user,hi how are you doing,0,0,,,
1099,1099,tiage_dial_072,2,agent,i am doing very fine this afternoon . how about you ?,0,0,,,
1100,1100,tiage_dial_072,3,user,i am good getting ready for school,0,0,,,
1101,1101,tiage_dial_072,4,agent,what are you going to school for ?,0,0,,,
1102,1102,tiage_dial_072,5,user,high school i am so ready to graduate,0,0,,,
1103,1103,tiage_dial_072,6,agent,will you be driving to or living on campus ?,0,0,,,
1104,1104,tiage_dial_072,7,user,i will probably be living on campus,0,1,,,
1105,1105,tiage_dial_072,8,agent,what kind of music makes you feel good ?,1,0,,,
1106,1106,tiage_dial_072,9,user,really any kind what about you,1,0,,,
1107,1107,tiage_dial_072,10,agent,i enjoy listening to classical music .,1,1,,,
1108,1108,tiage_dial_072,11,user,that is nice do you like sports,2,0,,,
1109,1109,tiage_dial_072,12,agent,it depends on the particular sport .,2,0,,,
1110,1110,tiage_dial_072,13,user,i like to spend time with my horses,2,1,,,
1111,1111,tiage_dial_072,14,user,i am more concerned with my religion .,3,1,,,
1112,1112,tiage_dial_073,1,user,hello i am in canada where are you ?,0,0,,,
1113,1113,tiage_dial_073,2,agent,i am in a jail for kids,0,0,,,
1114,1114,tiage_dial_073,3,user,for kids ? that does not make sense .,0,0,,,
1115,1115,tiage_dial_073,4,agent,i got caught shoplifting and they locked me up,0,1,,,
1116,1116,tiage_dial_073,5,user,how is that because of kids ? did you graduate from high school ? i did not .,1,0,,,
1117,1117,tiage_dial_073,6,agent,i am still a kid . i want to go back to school,1,0,,,
1118,1118,tiage_dial_073,7,user,graduate well your in jail . come out better then you went in .,1,0,,,
1119,1119,tiage_dial_073,8,agent,i get out next month . my mom is visiting tomorrow,1,0,,,
1120,1120,tiage_dial_073,9,user,well make a plan with her to get your life back on track,1,1,,,
1121,1121,tiage_dial_073,10,agent,do you work ? what do you do ?,2,0,,,
1122,1122,tiage_dial_073,11,user,yes in the army . you could try that when you get out,2,0,,,
1123,1123,tiage_dial_073,12,agent,do you like working in the army ?,2,0,,,
1124,1124,tiage_dial_073,13,user,yes it is a bit of a family thing . my grand father was in world war 2 .,2,0,,,
1125,1125,tiage_dial_073,14,agent,i guess that made your decision to enlist easy,2,1,,,
1126,1126,tiage_dial_073,15,user,yes it did . what do you want to do ?,3,0,,,
1127,1127,tiage_dial_073,16,user,i have not given much thought to what to do when i get out .,3,1,,,
1128,1128,tiage_dial_074,1,user,hello ! how are you today ?,0,1,,,
1129,1129,tiage_dial_074,2,agent,"great ! relaxing , taking a break for a few . i was playing a video game .",1,0,,,
1130,1130,tiage_dial_074,3,user,what video game ? i relax by knitting . love it !,1,1,,,
1131,1131,tiage_dial_074,4,agent,i was playing fall out . what do you look like ? i m blonde thin .,2,0,,,
1132,1132,tiage_dial_074,5,user,i am an older woman who is afraid of dying .,2,1,,,
1133,1133,tiage_dial_074,6,agent,i hope your youth was full of music . i love music .,3,0,,,
1134,1134,tiage_dial_074,7,user,i do not love music much now . i do love baking !,3,0,,,
1135,1135,tiage_dial_074,8,agent,"me too , as i wear my favorite band t shirt s for inspiration",3,0,,,
1136,1136,tiage_dial_074,9,user,who is your favorite band ? i have a shirt with my dogs photo on it i wear .,3,0,,,
1137,1137,tiage_dial_074,10,agent,that s cute . my favorite band is fall out boy . yours ?,3,0,,,
1138,1138,tiage_dial_074,11,user,waylon jennings is my favorite ! next weekend is county wide bake sale . you coming ?,3,0,,,
1139,1139,tiage_dial_074,12,agent,i m in jersey . i m a runner . i have a marathon next weekend .,3,0,,,
1140,1140,tiage_dial_074,13,user,oh good luck ! the bake sale feels like a second home to me !,3,0,,,
1141,1141,tiage_dial_074,14,agent,i bet . what are you making ? i have a great pb cookie recipe .,3,0,,,
1142,1142,tiage_dial_074,15,user,would you share ? cookies are my favorite to bake !,3,0,,,
1143,1143,tiage_dial_074,16,user,"1c pb , 1c sugar , 1 egg . mix and roll . bake for 10 12 mins .",3,1,,,
1144,1144,tiage_dial_075,1,user,hi . i just got done eating vanilla ice cream . no self control with it . you ?,0,0,,,
1145,1145,tiage_dial_075,2,agent,i am the same way with rap,0,0,,,
1146,1146,tiage_dial_075,3,user,"rap is cool . my cats like it , both of them .",0,0,,,
1147,1147,tiage_dial_075,4,agent,i produce rap for people .,0,0,,,
1148,1148,tiage_dial_075,5,user,maybe you could make a rap about my 1000 hats . i am a collector .,0,0,,,
1149,1149,tiage_dial_075,6,agent,sure while riding in my honda civic,0,0,,,
1150,1150,tiage_dial_075,7,user,when you finish that you could make a rap about my 1992 olympic gold .,0,0,,,
1151,1151,tiage_dial_075,8,agent,then we can celebrate with pizza,0,0,,,
1152,1152,tiage_dial_075,9,user,yum ! and vanilla ice cream .,0,0,,,
1153,1153,tiage_dial_075,10,agent,right is it not the best ?,0,1,,,
1154,1154,tiage_dial_075,11,user,sure is . it is right up there with winter . love winter .,1,0,,,
1155,1155,tiage_dial_075,12,agent,it is a great time of year,1,1,,,
1156,1156,tiage_dial_075,13,user,so do you have other hobbies ?,2,0,,,
1157,1157,tiage_dial_075,14,agent,i play the piano sometimes,2,0,,,
1158,1158,tiage_dial_075,15,user,i love piano music . do you play jazz ?,2,0,,,
1159,1159,tiage_dial_075,16,user,i do sometimes for fun,2,1,,,
1160,1160,tiage_dial_076,1,user,hello ! you should friend me on facebook .,0,0,,,
1161,1161,tiage_dial_076,2,agent,friend ye ? i hardly know ye . . .,0,0,,,
1162,1162,tiage_dial_076,3,user,that is true . but we can chat there too,0,1,,,
1163,1163,tiage_dial_076,4,agent,where do you live ? i am in cali .,1,1,,,
